Abstract,Authors,Classification,DOI,Keywords,Not Identified,Not identified,Operational,Out of Scope,Publisher,Reasons,Source,Strategic,Tactical,Title,Year
"This study uses a Logit model to examine the probability of the image of the tourism destination Madeira, a Portuguese autonomous insular region, being strengthened after the tourists's visit to the destination. The results of the empirical study are based on a survey carried out to tourists during their visit to the island of Madeira, between March and July 2008. The model confirms that the probability of enhancing Madeira's tourism destination image after the visit is explained by several independent variables, gathered from the literature review. The findings of the study intend to call local authorities's attention to the importance of repeated tourists due to the impact that their enhanced image of Madeira may have on the economic sustainability of the destination and on the potential savings in promotion investment. This happens because the client's loyalty brings a high return of the destination's marketing investment. The conclusions can also help the decision makers of the tourism sector of the island of Madeira to better plan their destination marketing activities.",Machado L.P.; Santos C.M.; Sarmento M.,Strategic,,Destination image; Loyalty; Satisfaction; Service quality; Sustainability,5.0,,5,0,Varna University of Management,"The study focuses on the long-term implications of enhancing the tourism destination image of Madeira, which relates to strategic planning and decision-making for local authorities and tourism sector stakeholders.",scopus-autonomous,70,20,Madeira Island - Destination image and tourists loyalty,2009
"Opinion dynamics investigate the spreading and evolution of opinions among a set of individuals. This is especially relevant in decision-making — the process of selecting an alternative from a set of possible options —, that is commonly based on personal opinions which may evolve along time. In this work, we present a model of opinion dynamics where opinions are represented using fuzzy linguistic 2-tuples, a realistic representation of imprecise information. In our framework, the propagation of opinions in the communication is divided into three independent sub-processes. Additionally, we use a social network to represent agents’ interactions and an awareness deactivation mechanism to model the awareness dynamics in the system (i.e., options for which agents have opinions). Our opinion dynamics model can be easily integrated into an agent-based system to how opinions spread and evolve. Experimental results show the impact of the communication processes, the social network topology, the awareness deactivation mechanism, and the agents’ influence on the opinion dynamics of others. Furthermore, we present two case studies of our opinion dynamics model applied to marketing and politics. © 2021 Elsevier B.V.",Giráldez-Cru J.; Chica M.; Cordón O.,Tactical,10.1016/j.knosys.2021.107559,Agent-based models; Fuzzy linguistic 2-tuples; Opinion dynamics; Social networks,5.0,,15,0,Elsevier B.V.,"The abstract presents a model of opinion dynamics that can be applied to specific domains such as marketing and politics, indicating a structured approach to decision-making based on evolving opinions. This aligns with tactical decision-making that interprets strategic goals into actionable targets.",scopus-autonomous,10,70,A framework of opinion dynamics using fuzzy linguistic 2-tuples,2021
"Product seeding, defined as the act by which firms send products to selected customers and encourage them to spread word of mouth, is a critical decision support strategy for the success of new products. Using multiple agent-based simulation techniques, we investigated the relative importance of three widely adopted seeding strategies (seeding influentials, early adopters, and random targets) in a competitive market in which products are vertically differentiated in terms of quality and brand strength. We found robust evidence that the finding of an optimal seeding strategy depends on consumers' propensity to spread negative WOM. When negative WOM propensity is low, seeding influentials outperform seeding early adopters or random targets. When negative WOM propensity is high, decision-making about an optimal seeding strategy relies on the relative quality and brand strength of the product and the focal firm's objective. In particular, if a product's relative quality is low, seeding early adopters is the optimal seeding strategy in terms of both market share (MS) and net present value (NPV); if the product's relative quality is equal, seeding early adopters is most effective for increasing MS, while seeding influentials is the best for increasing NPV; and if the product's relative quality is high, seeding influentials is the optimal strategy, except that for products with strong brand strength and firm aims at maximizing the MS growth. We conclude the paper by discussing its theoretical contributions and managerial relevance for decision support. © 2024 Elsevier B.V.",Cui F.; Wang L.; Luo X.R.; Cui X.,Strategic,10.1016/j.dss.2024.114263,Agent-based modeling; Market competition; New product marketing; Product seeding; Word-of-mouth,5.0,,10,0,Elsevier B.V.,"The abstract discusses decision support strategies for product seeding, focusing on long-term implications and outcomes in competitive markets. It emphasizes understanding consumer behavior and optimizing marketing strategies based on product quality and brand strength, which aligns with strategic planning.",scopus-autonomous,60,25,"Influentials, early adopters, or random targets? Optimal seeding strategies under vertical differentiations",2024
"The COVID-19 pandemic and related rise of public distrust has called personal autonomy in health messaging into question, drawing attention to two competing forms of health messaging—communicating to persuade versus to inform. Communicating to persuade utilizes marketing techniques to promote behavior change whereas communicating to inform focuses on providing information to facilitate informed decision-making. Communicating to inform is supported by Self-Determination Theory (SDT), which posits that autonomy, coupled with competence and relatedness, is a basic psychological need, relevant to making health-decisions and maintaining behavior change. This study aims to assess the above mentioned dynamics of SDT in health messaging through the development of an autonomous scale and assessment criteria. The purpose of the scale is to guide the development of health messaging that aims to communicate to inform (autonomy-enhancing) rather than communicating to persuade or coerce the audience into adopting a specific health behavior (autonomy-diminishing). The results of the study suggest that individual perception of autonomy in health messaging is influenced by a variety of factors. As such, the criteria outlined in this scale can be used as a guide to develop health messaging that purposefully integrates and supports autonomy-enhancing principles. Copyright © 2024 Murphy, Graham and Faries.",Murphy K.; Graham D.; Faries M.,Out of scope,10.3389/fcomm.2024.1346031,autonomy; COVID; health communication; motivation; self-determination theory,,0.0,0,100,Frontiers Media SA,"The abstract focuses on health messaging and autonomy in health decisions, which are not directly related to marketing strategies or tactics.",scopus-autonomous,0,0,Integrating autonomy in public health messaging,2024
"Purpose: Retail industry currently in Indonesia is less profitable. However, there is still a retail stores chain group that Matahari endures and this is absolutely not autonomous purchasing by the customers. The objective of the study is to identify the qualities of stores and to assess their impacts on the consumer purchasing decision. This is most significant for sellers in today’s unstable market and is worried about sellers’ essential to take into account the effect of selling store image and its relation to purchaser reliability. Methodology: The used method in the research is casual research method. Data is analysing through descriptive analysis method and multiple linear regression. The data is processed through SPSS software. Main Findings: Based on interviews conducted by respondents, one of the store brands in Matahari’s department store is the Executive, which is a store brand that sells clothes, and trousers with expensive price, so if the customer uses the brand product Executive, they will feel proud. Because the customer has a good view of the product of the Executive brand, and the Executive product is sold in Matahari department store, the customer’s assessment of the department store of the Matahari becomes good. Implications/Applications: The results of the research can be used by Matahari department store in developing their marketing strategies in order to promote brand image. © Yudhya.",Yudhya T.B.,Tactical,10.18510/hssr.2019.7513,Consumer purchasing; Indonesia; Market; Matahari; Profitable; Retail; Store attributes; Store image,5.0,,15,0,Gyandhara International Academic Publications,"The study focuses on identifying store qualities and their impact on consumer purchasing decisions, which suggests a structured approach to achieving strategic goals through targeted marketing strategies and brand image enhancement.",scopus-autonomous,10,70,Retail store image: A study of the matahari department store (at Bandung Indonesia),2019
"This article reviews the difficulties facing national courts in respect of the regulation of online gambling activity in the wake of two recent decisions of the European Court of Justice that, in mixed messages, may be moving towards liberalization of the European gaming market. More than a year after the Gambelli and Lindman decisions of the European Court of Justice (ECJ) and the first report of the European Commission on the application of the electronic commerce Directive, the impact of these recent European (r)evolutions for the gaming industry has not always been very clear. In the Netherlands and Belgium, existing jurisprudence was confirmed in the so-called post-Gambelli decisions. In Germany, where most of the competences to regulate gaming activities have been attributed to the autonomous Länder, some courts have recognized that, in the absence of a consistent gaming policy, the imposed restrictions on the cross-border provision of gaming services could not be justified by the imperative reasons of public order. In Spain, the Loterías y Apuestas del Estado (LAE) is maintaining its position that it has the exclusive right to offer and promote games on the Internet. In Italy, a regional court has had to refer a gaming case to European Court of Justice (ECJ). The conclusion of one year post-Gambelli case-law is that the Gambelli and Lindman requirements are applied in a very diverging manner. In the Dutch Betfair appeal case, it was even insinuated that Gambelli was not relevant! Before commenting on these national decisions, the Gambelli and Lindman decisions will be reviewed again. © 2005 Ewout Keuleers. Published by Elsevier Ltd. All rights reserved.",Keuleers E.,Not identified,10.1016/j.clsr.2005.06.003,,40.0,,10,30,Elsevier Ltd,"The abstract discusses legal decisions and their implications for online gambling regulation, which does not fit neatly into the defined categories of strategic, tactical, or operational marketing decisions. It presents a legal analysis rather than a marketing-oriented perspective.",scopus-autonomous,10,10,From Gambelli to Placanica to a European framework for remote gaming,2005
"Purpose: The purpose of this paper is to adopt a three-stage cloud-based management system for optimizing greenhouse gases (GHG) emission and marketing decisions with supplier selection and product family design in a multi-level supply chain with multiple suppliers, one single manufacturer and multiple retailers. Design/methodology/approach: The manufacturer purchases optional components of a certain functionality from his alternative suppliers and customizes a set of platform products for retailers in different independent market segments. To tackle the studied problem, a hierarchical analytical target cascading (ATC) model is proposed, Jaya algorithm is applied and supplier selection and product family design are implemented in its encoding procedure. Findings: A case study is used to verify the effectiveness of the ATC model in solving the optimization problem and the corresponding algorithm. It has shown that the ATC model can not only obtain close optimization results as a central optimization method but also maintain the autonomous decision rights of different supply chain members. Originality/value: This paper first develops a three-stage cloud-based management system to optimize GHG emission, marketing decisions, supplier selection and product family design in a multi-level supply chain. Then, the ATC model is proposed to obtain the close optimization results as central optimization method and also maintain the autonomous decision rights of different supply chain members. © 2021, Emerald Publishing Limited.",Huang Y.; Gao K.; Wang K.; Lv H.; Gao F.,Strategic,10.1108/IMDS-06-2021-0402,Analytical target cascading; Cloud technology; Greenhouse gas; Jaya; Product family design; Supplier selection,5.0,,5,0,Emerald Group Holdings Ltd.,"The abstract describes a framework for optimizing greenhouse gas emissions and marketing decisions within a multi-level supply chain, which aligns with long-term organizational goals and planning. The development of a cloud-based management system and the use of a hierarchical analytical target cascading model indicate strategic-level decision-making.",scopus-autonomous,70,20,Analytical target cascading for multi-level supply chain decisions in cloud perspective,2022
"In an effort to understand how different types of food cues in food ads are automatically encouraging unhealthy eating behaviors, the current study examined how the presence of actual food consumption behaviors (use cues) and presence of multiple individuals indorsing food products (social cues) in fast food ads would influence individual attentional and behavioral responses. A use cue (2) x social cue (2) x repetition (3) fully within-subjects factorial design experiment with young adults (N = 164) was conducted. Findings demonstrated that participants paid greater attention to the fast food ads which contained multiple people (group cue) eating the advertised food products (use cue) when compared to other types of fast food ads. In addition, participants also self-reported greater social support and purchase intention when seeing use and group cues in ads. Understanding how these cues function in food advertising to encourage unhealthy eating may help health practitioners and individuals create more helpful intervention strategies. Further, applying these marketing tactics to ads for food products that are healthier (i.e., less energy dense and more nutrient dense) may help to maximize healthy food palatability, thereby increasing motivation for viewers to make autonomous decisions about eating healthier. © 2019 Taylor & Francis Group, LLC.",Liu J.; Bailey R.L.,Tactical,10.1080/10410236.2019.1654174,,5.0,,15,0,Routledge,"The study explores how specific cues in fast food advertisements influence consumer behavior, which aligns with tactical decision-making in marketing to optimize ad strategies and improve engagement. It focuses on the application of marketing tactics to enhance advertising effectiveness.",scopus-autonomous,10,70,"Investigating the Effect of Use and Social Cues in Food Advertisements on Attention, Feelings of Social Support, and Purchase Intention",2020
"Currently, the European Union (EU) is focusing on a large-scale campaign dedicated to developing a competitive circular economy and expanding the single digital market. One of the main goals of this campaign is the implementation of the sustainability principles in the development and deployment cycle of the new generation technologies. This paper focuses on the fast-growing field of autonomous mobile robots and the harsh environment exploration problem. Currently, most state-of-the-art navigation methods are utilising the idea of evaluating candidate observation locations by combining different task-related criteria. However, these map building solutions are often designed for operating in near-perfect environments, neglecting such factors as the danger to the robot. In this paper, a new strategy that aims to address the safety and re-usability of the autonomous mobile agent by implementing the economic sustainability principles is proposed. A novel multi-criteria decision-making method ofWeighted Aggregated Sum Product Assessment-Single-Valued Neutrosophic Sets, namely WASPAS-SVNS, and the weight selection method of Step-Wise Weights Assessment Ratio Analysis (SWARA) are applied to model a dynamic decision-making system. The experimental evaluation of the proposed strategy shows that increased survivability of the autonomous agent can be observed. Compared to the greedy baseline strategy, the proposed method forms the movement path which orients the autonomous agent away from dangerous obstacles. © 2019 by the authors.",Bausys R.; Cavallaro F.; Semenas R.,Not identified,10.3390/su11092518,Autonomous robot; Harsh environment; Multi-criteria decision-making; Neutrosophic sets; Sustainability; SWARA; WASPAS-SVNS,30.0,,10,40,MDPI,"The abstract discusses a technical solution for autonomous mobile robots, focusing on safety and sustainability, which does not align clearly with the definitions of strategic, tactical, or operational levels in a marketing context.",scopus-autonomous,10,10,Application of sustainability principles for harsh environment exploration by autonomous robot,2019
"Purpose: Interorganizational (IO) cooperation has been examined primarily as a role-based concept. This research seeks to extend this concept by examining a distinct mode of IO cooperation: favor-based cooperation. This concept refers to voluntary exchanges of preferential treatments between boundary personnel across organizations that are perceived as going beyond the requirements of their role relationships. Methodology/Approach: A qualitative case research design is used to build a grounded theoretical framework on favor-based cooperation. The empirical basis of the proposed framework includes around 300 favor incidents gathered through multiple sources to get a broad and balanced view of the phenomenon. Theoretically, the author employs role theory to conceptualize favor-based cooperation as qua persona, extra-role behavior; additionally, he draws on transaction cost economics (TCE) to examine the value of favor-based cooperation as a means of adaptation relative to TCE relational contracting. Findings: As an extra-role behavior, the added value of favor-based cooperation lies in its capability to provide extra flexibility in the system via informal consent to adaptation requests and preferred access to exchange partner’s time availability. But this mode of cooperation involves a high risk of opportunism when a lot is at stake. Thus, favor-based cooperation best suits IO exchanges that require highly frequent but lowly consequential coordinated adaptation and can enhance IO value creation beyond role-based cooperation (relational contracting) in these situations. Since favor-based cooperation involves transgressing the market forces, it ill-suits IO exchanges that require autonomous adaptations. As a qua persona behavior, favor-based cooperation first and foremost serves the interests of the individuals involved. Thus, whereas interorganizational interest alignment provides sufficient incentive for beneficial role-based cooperation to occur, beneficial favor-based cooperation also requires organizational-individual interest alignment. Research Implications: The inclusion of the favor-based cooperation concept in the study of IO cooperation helps address the overlooked individual aspect of IO cooperation. In the role-based approach that is typical in research on IO cooperation, boundary personnel are viewed as organizational agents who act to maximize their respective organizational interests. In viewing IO cooperation as qua persona behavior (as in the case of favor-based cooperation), the current research explicitly accounts for boundary personnel’s individual interests. While individual interests do account for certain harmful behaviors (e.g., buying business or covering poor performance), they also account for beneficial behaviors that have not been adequately accounted for in role-based theories of IO cooperation. For example, it is individual interests (e.g., the desire to help a friend) that motivate some boundary persons to exert extra efforts to accommodate exchange partner’s unplanned requests for adaptation. Accordingly, knowledge of how the individual interests of the decision-makers affect IO cooperative activities and the outcomes of these activities (via, e.g., favor behaviors) can enhance the explanatory power of theories of cooperation. For example, favor-based cooperation is beneficial particularly in certain exchange situations where role-based cooperation (TCE relational contracting) will likely fail, such as exchange situations that require highly frequent (but lowly consequential) coordinated adaptations. Knowledge of how boundary personnel’s individual interests affect IO cooperation and its outcomes via favor behaviors is also relevant for the understanding of the incentive required for mutually beneficial IO cooperation to occur. According to the role-based view, boundary personnel’s personal motivation is irrelevant. Accordingly, IO interest alignment established via, e.g., mutual credible commitment provides sufficient incentive for mutually beneficial IO cooperation to occur. But to the extent that boundary personnel’s individual interests are relevant, IO interest alignment is necessary but insufficient; organizational-individual interest alignment within each participating organization is also needed for mutually beneficial IO cooperation to occur. Practical Implications: Findings have implications for the role of favor-based cooperation in organizations and effective management of this mode of cooperation. While many organizations appear to value favor-based cooperation, its role is not without controversy, as some scholars view it as harmful behavior that should be discouraged. The findings of this research support a balanced view. Favor-based cooperation is an ultra-flexible means of coordinated adaptation that can help organizations respond effectively to accelerating change in their business environment. However, favor-based cooperation may not be the optimal cooperative mechanism when a lot is at stake; thus, in most exchange situations it should play only a supplemental role. Moreover, this mode of cooperation involves a high probability of misuse. Findings yield unobtrusive measures for effective management of favor exchanges. To benefit from these informal and discretionary cooperative activities, organizations need to develop organizational-individual interest alignment by economic and social incentives. They need to provide boundary personnel with decision criteria to help them select and structure beneficial favor exchange opportunities, and sufficient discretion and resources to realize these opportunities. Originality/Value/Contribution: This research extends the role-based IO cooperation concept to include favor-based cooperation–a qua persona and extra-role behavior. To the author’s knowledge, this research is the first in-depth investigation of this mode of IO cooperation. The findings highlight the distinct scope of favor-based cooperation, specify its added value and downsides as a means of adaptation, and explain the incentive required for beneficial favor-based cooperation to occur. Given that TCE currently has a prominent role in the IO marketing literature, by specifying the value of favor-based cooperation relative to TCE modes of cooperation the current research helps position favor-based cooperation within mainstream IO marketing research. © 2020 Taylor & Francis Group, LLC.",Nguyen A.,Strategic,10.1080/1051712X.2020.1787025,adaptation; business marketing; extra-role behavior; favor exchange; industrial marketing; Interorganizational cooperation; relational contracting; social exchange; transaction cost economics; value creation,5.0,,10,5,Routledge,"The abstract discusses the concept of favor-based cooperation in interorganizational contexts, focusing on how individual interests align with organizational goals to enhance cooperation. This aligns with strategic planning as it addresses long-term implications for organizational behavior and cooperation.",scopus-autonomous,60,20,The Individual Aspect of Interorganizational Cooperation: Favor-Based Cooperation,2020
