Abstract,Authors,Classification,DOI,Keywords,Not Identified,Not identified,Operational,Out of Scope,Publisher,Reasons,Source,Strategic,Tactical,Title,Year
"Television advertising effectiveness constitutes a key marketing issue. Advertisers rely on program TV ratings to determine advertisement placement because consumers' decisions to view TV commercials are largely influenced by their TV program-viewing behavior. However, high program viewership of television dramas does not always entail high commercial viewership; consumers' motivations for drama consumption play a critical role. In the context of TV drama viewing, we build a two-stage structural model that distinguishes two motivations for TV drama consumption-viewers' liking for a drama and the need for cognitive closure-and demonstrate their contrasting effects on consumers' commercial-viewing behavior. Although both motivations enhance drama-viewing behavior, consumers exhibit an enhanced (vs. diminished) tendency to watch subsequent commercials when they possess heightened liking for the drama (vs. the need for cognitive closure). These findings contribute to extant research on TV commercial-viewing behavior by distinguishing the roles of different drama-viewing motivations. Based on the model estimation results, we conduct a series of simulation studies to generate rich managerial implications. Managerial practices for both advertisers and TV networks are discussed.","Shi, Y; Wang, TT",Tactical,10.1080/08997764.2021.1883916,,5.0,,15,0,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",The abstract discusses the effectiveness of television advertising and how different motivations for drama consumption influence commercial-viewing behavior. This aligns with tactical decision-making as it focuses on interpreting strategic goals (advertising effectiveness) into actionable insights for campaign optimization and marketing analytics.,wos-artificial intelligence,20,60,Genuine Liking or the Need for Closure? The Differential Effects of Consumers' TV Drama Viewing Motivations on Commercial Viewership,2019
"PurposeThis paper aims to explore the challenges and opportunities faced by buying centers in small and medium enterprises (SME) manufacturing companies in view of recent technological changes and the virtualization of communication.Design/methodology/approachThis study uses a qualitative approach with multiple case studies to portray complex realities within the buying centers in the manufacturing SME context. The authors selected five Italian companies to portray the diverse characteristics, practices and policies of relevant stakeholders before reaching saturation with the issues explored.FindingsThe authors find that interactions among buying center members are more effective with greater collaboration and exchange (as opposed to competition and a struggle for power). Virtual/hybrid relations require greater intra-group cooperation, whereas diverse backgrounds and collaborative interactions help the flexibility and performance of the buying center. Greater use of technology produces certainty and automation, but it may also cause overload and biases that can be solved with the ability to analyze and clear responsibility for decisions.Research limitations/implicationsThe authors studied only five Italian companies in this study. Future research in other countries with diverse cultural and socio-economic conditions and methods would help extend this research.Practical implicationsThe findings would improve the understanding of the challenges of adopting new purchase process technologies that would help automate routine tasks, produce useful data and support decision-making.Originality/valueUnlike prior studies, this study uses an exploratory design to study the evolution of buying centers in SMEs to seek deeper insights into the challenges and opportunities faced by SMEs because of the growing use of emerging technologies.","Cardinali, S; Sharma, P; Cedrola, E; Giovannetti, M; Pillai, KG",Strategic,10.1108/JBIM-03-2023-0157,Buying center; Digital communication; Digital technologies; Hybrid selling,5.0,,10,5,EMERALD GROUP PUBLISHING LTD,"The abstract discusses the long-term challenges and opportunities faced by buying centers in SMEs, including the implications of technological changes and the evolution of communication. This aligns with strategic planning and understanding long-term organizational goals.",wos-artificial intelligence,60,20,Buying centers and emerging developments: the SME perspective,2024
"The pandemic has led to a significant increase in the use of video conferencing platforms such as Zoom, Google Meet and Microsoft Teams. Yet little is known about the impact of video conferencing on subsequent consumer decisions. Across six studies, we examine the effects of video conferencing in both consumption (e.g., sales) and nonconsumption (e.g., school and work) contexts and find that video conferencing can trigger greater interest in products that can enhance the self - physically, intellectually, and/or mentally - due to heightened social appearance anxiety. This effect is attenuated when technology allows users to reduce social appearance anxiety (e.g., the use of ring lights or the ability to turn off web cameras) but accentuated when social anxiety is increased (e.g., the use gallery/ speaker views) and is more pronounced among consumers who are low in self-esteem. (c) 2023 Elsevier B.V. All rights reserved.","Huang, L; Pricer, L",Tactical,10.1016/j.ijresmar.2023.09.001,Technology; Video Conferencing; Pandemic; Self-Perception; Self-Enhancement; Wellbeing,5.0,,15,0,ELSEVIER,"The abstract discusses the effects of video conferencing on consumer behavior, specifically how it impacts product interest and decisions, which aligns with tactical marketing strategies that focus on consumer engagement and targeting.",wos-artificial intelligence,10,70,How video conferencing promotes preferences for self-enhancement products,2024
"PurposeAmid challenges posed by the COVID-19 pandemic, fostering employee creativity has become paramount for organizations. However, there is a scarcity of research on digitalization of the workplace and its implications for implementing high involvement work systems (HIWSs) in organizations, particularly in relation to their impact on employee outcomes, such as creativity and job satisfaction. Additionally, limited attention has been given to the role of job level and organizational type in driving change during times of adversity. This study aims to examine the factors within the HIWSs model using the PIRK model - power (P), information sharing (I), rewards (R) and knowledge (K) to explore how HIWSs shape the extent of power individuals have over their employment, the sharing of information, the types of rewards that engage and motivate employees and the knowledge required to fulfil employees' responsibilities effectively, both individually and collectively.Design/methodology/approachUsing a qualitative research methodology, this study uses thematic analysis for data collection, analysis and interpretation. Semi-structured interviews (n = 48) served as the primary data collection method. Using the theoretical lenses of high-involvement practices and employee perceptions of PIRK, the effect on employee creativity and job satisfaction is analysed.FindingsThe findings of this study reveal that employee creativity is significantly influenced by how employees perceive power, information, rewards and knowledge. Moreover, the study highlights the role of transformational and transactional leadership in shaping employee perceptions of power, information and knowledge within HIWSs. A high perception of PIRK is found to positively impact employee job satisfaction.Research limitations/implicationsThis study offers valuable insights for human resource management (HRM) professionals seeking to make informed decisions regarding best practices and initiatives for enhancing employee outcomes in the post-COVID era. By recognizing the pivotal role of HIWSs and their influence on employee perceptions, organizations can strategically implement HIWSs to foster creativity and job satisfaction. Furthermore, this research contributes to the existing literature by examining the interplay between HIWSs and the PIRK model in the context of workplace digitalization, emphasizing the importance of adapting HRM practices to address the evolving needs of the modern workforce.Originality/valueThis study will help HRM professionals in making informed decisions on the best practices and initiatives to enhance employee outcomes in the post-COVID era. This paper adds to the existing literature on HIWS and PIRK in the context of workplace digitalization.","Nguyen, M; Pontes, N; Malik, A; Gupta, J; Gugnani, R",Strategic,10.1108/JKM-04-2023-0345,High involvement work systems (HIWSs); PIRK model (power; information sharing; reward and knowledge); Employee creativity; Workplace digitalization,5.0,,5,0,EMERALD GROUP PUBLISHING LTD,"The study focuses on enhancing employee outcomes through the implementation of high involvement work systems (HIWS) in the context of workplace digitalization, addressing long-term organizational goals related to employee creativity and job satisfaction.",wos-artificial intelligence,70,20,"Impact of high involvement work systems in shaping power, knowledge sharing, rewards and knowledge perception of employees",2024
"New technologies create novel tensions, such as between providing consumers with greater control over their personal data and enhancing the technological sophistication of firms' offerings (e.g., through automation). Resolving such control-related tensions requires specific, comprehensive conceptualizations and measures of consumers' perceived data control. Drawing from conceptual notions of control, the authors develop a novel, multistage account of control across consumer-firm data exchanges in various traditional (active and passive) and new, hybrid data disclosure settings. By distinguishing, defining, and operationalizing control activities pertaining to the collection, submission, access, and use of personal data, this article proposes a means to capture consumers' subjective control perceptions. Study 1, focused on quantitative measure validation, establishes that consumers can distinguish the four data control activities; Study 2, a qualitative account using depth interviews, reveals that consumers identify the four control activities unprompted and across diverse situations. Collectively, these findings present both theoretical and practical implications. This article concludes with a robust set of research directions for an expanded understanding of data control activities in technology-mediated environments. (c) 2023 The Author(s). Published by Elsevier B.V. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).","Zimmermann, J; Martin, KD; Schumann, JH; Widjaja, T",Tactical,10.1016/j.ijresmar.2023.09.004,Control; Data privacy; Automation; Data disclosure; Tensions,5.0,,15,0,ELSEVIER,"The abstract discusses the operationalization and measurement of consumer perceived data control, which aligns with tactical decision-making as it interprets strategic goals into more structured targets related to consumer interactions with data.",wos-artificial intelligence,10,70,Consumers' multistage data control in technology-mediated environments,2024
"Sharing economy is flourishing and increasingly customers are shifting towards using instead of owning products and services. The objective of our research is to empirically prove that low organizational trust can trigger strict organizational practices such as ethics training and audits but excessive use of both of these practices can negatively impact the relationship quality in sharing economy. In doing so, it has detrimental effects on co-creation and co-innovation particularly when the goals are related to emotional cognitive, material support and relationship building. This study, therefore, targets to scrutinize the dark side of B2B sharing economy platforms using the ethical theory of organizing. The unique contribution of this study is first, showcasing the relationships between ethical climate, ethical practices and consequences. Second, it highlights that B2B alliances that perceive strictness in ethics audits have a low level of willingness to enhance relationship quality. However, the effect of strictness in ethics training does not lead to the development of a low level of willingness to enhance relationship quality. This is an interesting finding and generates a theoretical debate. The findings of the study will promote the development of an ethical model that addresses the negative aspects of the B2B sharing economy.","Bag, S; Gupta, S; Srivastava, G; Sivarajah, U; Kumar, A",Strategic,10.1016/j.indmarman.2022.08.019,B2B; Sharing economy platform; Value co-creation; Co-innovation; Ethics training; Ethics audit,3.0,,10,2,ELSEVIER SCIENCE INC,"The abstract discusses the long-term implications of organizational trust and ethical practices within the sharing economy, focusing on how these factors influence relationship quality and co-creation. This aligns with strategic planning as it addresses overarching goals and the nature of relationships in B2B platforms.",wos-artificial intelligence,70,15,Impact of ethics training and audits on the relationship quality of business-to-business partners in sharing economy,2022
"The adoption of digital technologies in the modern business world stays fast-moving, and managers underutilize the huge potentials entailed by digitalization. Literature concerning labor market developments proposes an assessment on work-task level, to evaluate job automation susceptibility. The paper is based on this approach and further extends and details the existing models for the determination of efficiency potentials in the field of marketing and sales. Using a qualitative research design, a new descriptive model for tasks is first developed. Based on this, a second model for calculating efficiency potentials is derived in the next steps integrating data from ONET database.","Goldmann, S; Knoerzer, M",Tactical,10.1002/mde.3793,,5.0,,10,0,JOHN WILEY & SONS LTD,"The abstract discusses the development of models to evaluate job automation susceptibility and efficiency potentials in marketing and sales, which aligns with tactical decision-making that interprets strategic goals into actionable targets.",wos-automation,15,70,Technology advancement propels work productivity: Empirical efficiency potential determination in marketing and sales,2023
"We propose a human-machine hybrid approach to automating decision making in high human-interaction environments and apply it in the business-to-business (B2B) retail context. Using sales transactions data from a B2B aluminum retailer, we create an automated version of each salesperson, which learns and automatically reapplies the salesperson's pricing policy. In a field experiment with the B2B retailer, we provide salespeople with their own model's price recommendations in real time. We find that, despite the loss of private salesperson information, reducing intertemporal behavioral biases by providing the model's price to the salesperson increases profits for treated quotes by 11% relative to a control condition. Using counterfactual analyses, we show that although the model's pricing leads to higher profitability in most cases, salespeople generate higher profits when pricing out-of-the-ordinary or complex quotes. Accordingly, we propose a machine learning hybrid pricing strategy with two levels of automation. First, a random forest model automatically allocates quotes to either the model or the salesperson based on its prediction of whose pricing would generate higher profits. Then, if the quote is allocated to the model, the model determines the price. The hybrid strategy generates profits significantly higher than either the model or the salespeople.","Karlinsky-Shichor, Y; Netzer, O",Tactical,10.1287/mksc.2023.1449,automation; salesforce; pricing; business to business (B2B); field experiment,5.0,,25,0,INFORMS,"The abstract describes a hybrid approach to pricing strategies that interprets strategic goals into actionable pricing decisions, fitting well into the tactical decision level. The use of machine learning to automate and optimize pricing in a B2B context indicates structured decision-making aligned with tactical goals.",wos-automation,20,50,Automating the B2B Salesperson Pricing Decision A Human-Machine Hybrid Approach,2024
"The current research demonstrates how conversational robo advisors as opposed to static, non-conversational robo advisors alter perceptions of trust, the evaluation of a financial services firm, and consumer financial decision making. We develop and empirically test a novel conceptualization of conversational robo advisors building on prior work in human-to-human communication and interpersonal psychology, showing that conversational robo advisors cause greater levels of affective trust compared to non-conversational robo advisors and evoke a more benevolent evaluation of a financial services firm. We demonstrate that this increase in affective trust not only affects firm perception (in terms of benevolence attributions or a more positively-valenced onboarding experience), but has important implications for investor behavior, such as greater recommendation acceptance and an increase in asset allocation toward conversational robo advisors. These findings have important implications for research on trust formation between humans and machines, the effective design of conversational robo advisors, and public policy in the digital economy.","Hildebrand, C; Bergner, A",Operational,10.1007/s11747-020-00753-z,Robo advisors; Chatbots; Consumer financial decision making; Investment automation; Machine intelligence; Trust,5.0,,50,15,SPRINGER,"The abstract discusses how conversational robo advisors affect consumer financial decision-making and trust, which relates to managing day-to-day activities of consumers interacting with AI assistants in financial services.",wos-automation,10,20,"Conversational robo advisors as surrogates of trust: onboarding experience, firm perception, and consumer financial decision making",2021
"To increase service productivity, many companies utilize automation extensively to reduce the use of labor. However, greater use of automation does not always result in higher service quality, and the effectiveness of automation in providing service hinges on how advanced the technology level is. Departing from the standard perspective in which productivity is simply treated as an output measure of firm performance, the authors propose service productivity as a strategic decision variable; that is, the firm manages the service productivity level to maximize profits. They develop a theory of optimal service productivity that explains when the optimal productivity level will be higher or lower and distinguishes between short-term effects of service productivity due to labor automation trade-offs and long-term effects due to the advance of technology. The theory, together with the existing literature, inspires the development of three testable empirical hypotheses, which are confirmed using data from more than 700 service companies in two time periods. The research shows that service productivity should be lower when factors (e.g., higher profit margin, higher price) motivate the provision of better service quality and that service productivity should be higher when factors (e.g., higher market concentration, higher wages) discourage the provision of better service quality. The empirical results also provide preliminary evidence that large service companies may tend to be too productive relative to the optimal level and, if so, should place less emphasis (in the short run) on cost reduction through automation and more emphasis on service quality.","Rust, RT; Huang, MH",Strategic,10.1509/jm.10.0441,service productivity; financial impact; marketing metrics; self-service; customer satisfaction; service quality; technology,5.0,,10,0,SAGE PUBLICATIONS INC,"The abstract discusses the management of service productivity as a strategic decision variable aimed at maximizing profits, indicating long-term planning and goals for service companies.",wos-automation,70,15,Optimizing Service Productivity,2012
