Abstract,Authors,Classification,DOI,Keywords,Not Identified,Not identified,Operational,Out of Scope,Publisher,Reasons,Source,Strategic,Tactical,Title,Year
"In the clothing industry, the main problem of a manager is intelligent decision-making. Artificial neural network tools are an attempt to mimic the capabilities of human brain. A neural network trained in such a way can be invaluable to a manager as a decision making tool. He can use it to verify his hunch about the change required in the process to bring about a desired change in the product property. Specifically, he can use it to decide on apparel pattern design, apparel sewing, apparel comfort, and apparel marketing and merchandising.",Liu J.; Mandal S.,Tactical,,,0.0,,25,0,,"The abstract discusses the use of artificial neural networks as a decision-making tool for managers in the clothing industry. This aligns with tactical decisions where strategic goals are translated into specific targets and structured processes, such as apparel pattern design and marketing.",scopus-artificial intelligence,15,60,Artificial intelligence in apparel technology and management,2006
"Decision support through information and modeling resources is crucial for strategic decision making in a global environment. This paper describes how decision support systems (DSS) were developed, implemented, and utilized in an organization to evaluate strategic options for foreign direct investments in manufacturing facilities. The paper shows how the process of decision support was implemented and integrated into the company's long range strategic and annual profit planning processes. The approach to decision support can be adopted by other firms to aid international investment planning and operations. © 1988.",Iyer R.K.,Strategic,10.1016/0378-7206(88)90050-X,Decision support systems; International investment planning,15.0,,5,0,,"The abstract discusses decision support systems (DSS) that aid in strategic decision-making for foreign direct investments, which aligns with long-term organizational goals.",scopus-artificial intelligence,70,10,Information and modeling resources for decision support in global environments,1988
"In this article, we explore how digital marketers think about marketing in the age of Big Data surveillance, automatic computational analyses, and algorithmic shaping of choice contexts. Our starting point is a contradiction at the heart of digital marketing namely that digital marketing brings about unprecedented levels of consumer empowerment and autonomy and total control over and manipulation of consumer decision-making. We argue that this contradiction of digital marketing is resolved via the notion of relevance, which represents what Fredric Jameson calls a symbolic act. The notion of the symbolic act lets us see the centering of relevance as a creative act of digital marketers who undertake to symbolically resolve a contradiction that cannot otherwise be resolved. Specifically, we suggest that relevance allows marketers to believe that in the age of surveillance capitalism, the manipulation of choice contexts and decision-making is the same as consumer empowerment. Put differently, relevance is the moment when marketing manipulation disappears and all that is left is the empowered consumer. To create relevant manipulations that are experienced as empowering by the consumer requires always-on surveillance, massive analyses of consumer data and hyper-targeted responses, in short, a persistent marketing presence. The vision of digital marketing is therefore a fascinating one: marketing disappears at precisely the moment when it extends throughout the life without limit. © The Author(s) 2020.",Darmody A.; Zwick D.,Strategic,10.1177/2053951720904112,algorithmic marketing; artificial intelligence; Big Data; consumer empowerment; digital marketing; hypernudging; manipulation; marketing automation; post-marketing; relevance; surveillance capitalism,5.0,,10,0,SAGE Publications Ltd,"The abstract discusses the overarching implications of digital marketing in the context of Big Data and consumer empowerment, indicating a long-term perspective on marketing strategies and goals.",scopus-artificial intelligence,60,25,Manipulate to empower: Hyper-relevance and the contradictions of marketing in the age of surveillance capitalism,2020
"We present strategies for automatically explaining decisions based on Multiattribute Value Theory, the branch of decision theory that addresses tradeoffs among multiple competing objectives. Our explanations are at once empirically motivated and formally sound, retaining the advantages of both artificial-intelligence and decision-theoretic representations for modeling decisions. We demonstrate the explanation strategies with implemented examples in the domains of marketing, process control, and medicine. Although previous approaches to modeling decisions in expert systems often have sacrificed formal specification for transparent operation, our methodology suggests that knowledge engineers can retain the benefits of decision theory without compromising intuitive explanation. © 1994.",Klein D.A.; Shortliffe E.H.,Strategic,10.1016/0004-3702(94)90053-1,,5.0,,10,5,,"The abstract discusses strategies for explaining decisions based on Multiattribute Value Theory, which is related to long-term organizational goals and decision support systems. It emphasizes the integration of artificial intelligence and decision theory, aligning with strategic planning principles.",scopus-artificial intelligence,60,20,A framework for explaining decision-theoretic advice,1994
"This paper presents a Decision Support System (DSS) for market-driven product positioning and design, based on market data and design parameters. The proposed DSS determines market segments for new products using Principal Component Analysis (PCA), K-means, and AdaBoost classification. The system combines the data integrity, security, and reliability of a database with the unparalleled analytical capability of the Matlab tool suite through an intuitive Graphical User Interface (GUI). This GUI allows users to explore and evaluate alternative scenarios during product development. To demonstrate the usefulness of the proposed system, we conducted a case study using US automotive market data. For this case study, the proposed DSS achieved classification accuracies in a range from 76.1% to 93.5% for different scenarios. These high accuracy levels make us confident that the DSS can benefit enterprise decision makers by providing an objective second opinion on the question: To which market segment does a new product design belong? Having information about the market segment implies that the competition is known and marketing can position the product accurately. Furthermore, the design parameters can be adjusted such that (a) the new product fits this market segment better or (b) the new product is relocated to a different market segment. Therefore, the proposed system enables enterprises to make better informed decisions for market-driven product positioning and design. © 2014 Elsevier B.V. All rights reserved.",Lei N.; Moon S.K.,Tactical,10.1016/j.dss.2014.11.010,AdaBoost; Data mining; Decision Support System; Market segmentation; Product design; Product positioning,5.0,,15,0,Elsevier,"The abstract discusses a Decision Support System (DSS) for market-driven product positioning and design, which aligns with tactical decision-making that interprets strategic goals into more structured targets. It focuses on specific methodologies and tools for product development and market segmentation.",scopus-artificial intelligence,20,60,A Decision Support System for market-driven product positioning and design,2015
"At present, social networks are strongly used for personal or professional purposes. The social networks have accumulated a large amount of information, which can be used in different ways. One of such possible purposes is advertising. In particular, when a company pays for advertising in a social network, it wants to get an ideal deployment of the ads on the network. The ideal behavior aims at reducing the high costs to pay, the number of hours to design advertising, the difficulty in the creation of ads by lots, among other things. In particular, the optimization of the production of advertising on social networks, based on the performance of the ads, is not an easy task. If we make an incorrect design, this can result in losses for a company. In this sense, this paper presents an intelligent system of management of social network advertising, based on data mining techniques, to automatically produce ads. In addition, we test our adaptive mechanism of automated production (generation) of online advertising on Facebook. Our system carries out automatic modifications and improvements of ads. Facebook is one of the more popular social networks, being widely used by companies for advertising, in order to create contents attracting the attention of users. © 2014 IEEE.",Aguilar J.; Garcia G.,Tactical,10.1109/TCSS.2017.2759188,Decision support systems; Facebook; intelligent systems; online advertising; social networks,5.0,,15,0,Institute of Electrical and Electronics Engineers Inc.,"The abstract discusses the implementation of an intelligent system for managing social network advertising, focusing on optimizing ad production based on performance data. This aligns with tactical decision-making, where strategic goals are translated into actionable targets like campaign automation and creative optimization.",scopus-artificial intelligence,10,70,An Adaptive Intelligent Management System of Advertising for Social Networks: A Case Study of Facebook,2018
"Marketing activity by distributors is a significant factor in attracting audiences to theaters before a movie is released. Importantly, audience numbers on opening weekend are highly affected by marketing activity before the release, and these numbers determine how many screens will be allocated to the movie. Therefore, distributors need to predict audience numbers on opening weekend and develop marketing strategies in order to gain a competitive advantage over other films being screened at the same time. However, as distributors make predictions based on their experiences and intuitions, it is difficult to quantify the reliability of predicted values and deliver the correct marketing strategy. In this study, we propose a model that predicts audience numbers on the opening Saturday using market research data obtained through online and offline surveys to help distributors develop better marketing strategies. © 2020 International Institute of Forecasters",An Y.; An J.; Cho S.,Tactical,10.1016/j.ijforecast.2020.05.005,Artificial intelligence; Box office; Decision support system; Machine learning; Marketing,5.0,,10,0,Elsevier B.V.,"The abstract discusses the development of a model to predict audience numbers for better marketing strategies, which aligns with tactical decision-making to interpret strategic goals into actionable targets.",scopus-artificial intelligence,20,65,Artificial intelligence-based predictions of movie audiences on opening Saturday,2021
"Marketing decision support systems (MDSS) incorporate both internal and external data in performing analytics to improve business effectiveness. Weather data have long been considered a crucial external data input in practitioners’ marketing strategy; however, academic research on how weather conditions affect consumer behaviors has been limited. To fill this gap, this research investigates how weather parameters, including sunlight, temperature, and air quality, can be incorporated into MDSS to predict consumers’ variety-seeking in their purchases using public weather data and supermarket panel data for five typical retail products. Our analyses show that weather conditions are associated with greater variety-seeking behavior. The results afford insights into how to exploit weather data for data analytics and employ weather targeting strategies to save promotional expenses and increase profitability. © 2018 Elsevier B.V.",Tian J.; Zhang Y.; Zhang C.,Tactical,10.1016/j.elerap.2018.02.001,China big data; Data analytics; Marketing decision support system; Mehrabian-Russell model; Variety-seeking; Weather data,5.0,,15,0,Elsevier B.V.,"The abstract discusses how weather data can be integrated into marketing decision support systems to enhance consumer purchasing strategies and behavior, which aligns with tactical marketing decisions such as campaign automation, marketing analytics, and advanced targeting.",scopus-artificial intelligence,10,70,Predicting consumer variety-seeking through weather data analytics,2018
"The banking sector, like other service sector, improves in accordance with the customer’s needs. Therefore, to know the needs of customers and to predict customer behaviors are very important for competition in the banking sector. Data mining uncovers relationships and hidden patterns in large data sets. Classification algorithms, one of the applications of data mining, is used very effectively in decision making. In this study, the c4.5 algorithm, a decision trees algorithm widely used in classification problems, is used in an integrated way with the ensemble machine learning methods in order to increase the efficiency of the algorithms. Data obtained via direct marketing campaigns from Portugal Banks was used to classify whether customers have term deposit accounts or not. Artificial Neural Networks and Support Vector Machines as Traditional Artificial Intelligence Methods and Bagging-C4.5 and Boosted-C.45 as ensemble-decision tree hybrid methods were used in classification. Bagging-C4.5 as ensemble-decision tree algorithm achieved more powerful classification success than other used algorithms. The ensemble-decision tree hybrid methods give better results than artificial neural networks and support vector machines as traditional artificial intelligence methods for this study. Copyright © 2019, IGI Global. Copying or distributing in print or electronic forms without written permission of IGI Global is prohibited.",Dağ Ö.H.N.,Tactical,10.4018/IJBAN.2019100102,Classification; Data Mining; Decision Tree Algorithm; Ensemble Algorithms; Feature Selection; Machine Learning,5.0,,15,0,IGI Global,"The study focuses on classifying customer behaviors and predicting customer needs using data mining techniques, which aligns with tactical decision-making aimed at optimizing marketing and customer engagement strategies.",scopus-artificial intelligence,10,70,Predicting the success of ensemble algorithms in the banking sector,2019
"Purpose: The study aims at analyzing the adoption and preference of E-Marketing tools in five-star hotels in India. This paper also explores the scope of artificial intelligence and the challenges with regards to its application. Design/methodology/approach: A qualitative approach is adopted for this research, wherein the data has been collected through conducting one on one telephonic interviews (some in questionnaire format) and a roundtable conference with the general managers and marketing communication managers of 30 New Delhi/National Capital Region (NCR) hotels respectively to understand the transition from traditional to digital marketing era and how are they using various social media marketing tools. Findings: This study aims to inform how digitalization has benefitted the industry in various aspects and its comparison to the traditional marketing methods. It also discovers the future of artificial intelligence in the Indian hospitality space. Practical implications: This study aims to help managerial decision-making in the application of various E-marketing tools and strategies, suggesting the right mix of both traditional and digital marketing platforms. Originality/value: Arguably this is one of a kind study, as there has been no such research done specifically aiming at the five-star hotels of the Indian market. The findings will help the industry explore and enhance their digital presence by suggesting the appropriate mix of both traditional and digital approaches and can be used as a good source for further exploring the perspective of digitalization by academicians as well. © 2021, Emerald Publishing Limited.",Kapoor R.; Kapoor K.,Strategic,10.1108/WHATT-10-2020-0124,Artificial intelligence; Digital marketing; Digitalization; E-marketing tools; Social media marketing; Traditional marketing,5.0,,10,0,Emerald Group Holdings Ltd.,"The study focuses on the long-term implications of adopting E-Marketing tools and artificial intelligence in five-star hotels in India, which aligns with strategic planning and decision-making for future growth and adaptation to digital trends.",scopus-artificial intelligence,60,25,The transition from traditional to digital marketing: a study of the evolution of e-marketing in the Indian hotel industry,2021
