Abstract,Authors,Classification,DOI,Keywords,Not Identified,Not identified,Operational,Out of Scope,Publisher,Reasons,Source,Strategic,Tactical,Title,Year
"Tourism plays an important role not only in the economic life of the developing countries, but also in the structure of economies of the industrially developed states. Tourism carries out not only economic, but the social functions. The purpose of this research is to study the German experience, development and promotion of the tourism sector at the national and international tourist markets. The method of the system analysis, the content analysis of the scientific literature, the economical and the statistical methods, the com-parative method, the method of the expert evaluations, the analytical methods of a research were used. Some benefits were identified, as a result of the conducted research, which can be received due to the tourism de-velopment by private business and territories. The author gives his practical recommendations for tourist stakeholders in the Russian regions. The novelty of the research consists in the creative rethinking of the ste-reotypical approaches to the development of the regional tourism in the Russian Federation. Conclusions and recommendations can be used in practical activities of the state for management decisions in tourism industry of Russia.",Volkov S.K.,Strategic,10.15211/soveurope52016109117,Destination marketing; Marketing in tourism; Regional development; Tourism; Tourism organizations; Tourism policy,5.0,,10,5,Institute of Europe Russian Academy of Sciences,"The abstract focuses on the long-term implications and strategies for the development and promotion of the tourism sector, particularly in the context of the German experience and its applicability to Russia. It discusses broader goals and creative rethinking of approaches, which aligns with strategic planning.",scopus-recommendation,60,20,German experience in tourism development,2016
"Many manufacturers are today striving to offer a large number of value-added PSSs (Product-Service Systems). The increased number of PSS hinders potential buyers from effectively discovering the most suitable PSS to satisfy their personalized requirements. To accurately find the needed or wanted PSS with lower search costs, it is effective to recommend suitable PSS solutions to the right buyers. However, service, a component of PSS, brings more subjective and imprecise information in acquiring users' preferences due to e.g. their different experience and knowledge on services. Moreover, the interactions within user's preferences are often omitted in previous methods, which may lead to inaccurate recommendation results. Therefore, to solve these problems, an innovative method for PSS recommendation is developed. This method explicitly takes into account the environmental aspect of PSSs in question so that a method user can be guided to select an environmentally superior alternative. In addition, rough DEMATEL (Decision-Making and Trial Evaluation Laboratory) is proposed to manipulate the interactions of vague user preferences in multi-criteria weight determination. Furthermore, a rough collaborative filtering approach is developed to make PSS recommendation under vague environment. A case study of elevator PSS recommendation shows the feasibility and potentials of the proposed approach. Theoretically, the new method can produce more reasonable PSS recommendation results by considering the interdependencies between different recommendation criteria. In marketing practice, the method can suggest proposals of new offerings to customers in a proactive manner. © 2017 Elsevier Ltd",Song W.; Sakao T.,Operational,10.1016/j.jclepro.2017.10.092,DEMATEL; Personalization; Product-Service System; Recommendation; Search cost,5.0,,60,5,Elsevier Ltd,"The abstract discusses a method for recommending Product-Service Systems (PSS) to users based on their preferences, which aligns with managing day-to-day activities related to consumer decisions and recommendations online.",scopus-recommendation,10,20,An environmentally conscious PSS recommendation method based on users' vague ratings: A rough multi-criteria approach,2018
"Considering the benefits of the organic production system, it is recognized as one of the main drivers of future economic development. However, the imbalance between demand and supply at the local market level represents one of the serious obstacles that prevents its future growth. Therefore, this article examines the key factors related to the main elements of the offer that have the strongest impact on consumer preferences and acceptance of organic food products. In that sense, organic product, price, distribution channel, and promotion are considered the main elements of the offer and are analyzed in this paper from the consumer preferences perspective. Further, this article provides insight into some of the sensory properties of the offer that are important to consumers. Finally, it gives recommendations for optimization of the offer on the organic food market based on the analysis of the influence of each of those elements (product, price, distribution, and promotion) on consumer acceptance of organic products and making purchasing decisions. The data were collected using a questionnaire, and analyzed using the structural equation model (SEM). The results revealed that price and promotion have the strongest impact on consumer acceptance and buying decisions. Further analysis revealed that attitudes towards organic food products, price/quality ratio, distribution barriers, and modern media as a promotion instrument are the factors that have the most significant impact on consumer perception and attitudes towards the available market offer. These findings can help producers and other decision makers to better understand what creates added value of the organic food products in consumers’ mind and therefore make an offer that is in line with their expectations and preferences, which is recognized as one of the main prerequisites for the acceptance and purchase of organic food products. © 2020 by the authors.",Melovic B.; Cirovic D.; Dudic B.; Vulic T.B.; Gregus M.,Tactical,10.3390/foods9030259,Consumer preferences; Market; Optimization; Organic food; Product acceptance; Sensory properties,5.0,,15,0,MDPI Multidisciplinary Digital Publishing Institute,"The abstract focuses on analyzing consumer preferences and acceptance of organic food products, which involves structured decisions related to marketing elements such as product, price, distribution, and promotion, making it more aligned with tactical decision-making.",scopus-recommendation,10,70,The analysis of marketing factors influencing consumers’ preferences and acceptance of organic food products—recommendations for the optimization of the offer in a developing market,2020
"Devolution in forestry generally refers to the transfer of some degree of central government authority to local responsibility. It commonly takes the form of recommendations by external advisors in developing country situations who encourage formally organized decision making by a local political community. This paper reviews the literature on local tenure, the summaries of case studies in forestry, and the broader history of experience with collectives and cooperatives with the objective of identifying the characteristic cases where some form of collective or community forest management might be successful. The paper identifies four cases. It concludes that, at some level, smaller groups of managers may cooperate in labor and capital intensive activities like fire control or harvesting, or in specialized activities beyond their personal expertise, activities like processing and marketing their products. Successful and sustainable community-wide collective enterprises seldom include agricultural or forest land—with the possible, and likely impermanent, exception of low-valued open access land beyond the perimeter of agricultural crops and managed forests. © 2016 Elsevier B.V.",Hyde W.F.,Out of scope,10.1016/j.forpol.2016.06.018,Collective action; Community forestry; Devolution,0.0,,0,100,Elsevier B.V.,"The abstract discusses devolution in forestry and community management, which is not related to marketing or the examples provided in the classification levels.",scopus-recommendation,0,0,Whereabouts devolution and collective forest management?,2016
"Purpose: The number of studies on the use of choice cues in the purchase decision of a smartphone does not appear to be extensive, given the size and rate of growth of the market. Surprisingly, it appears that no study of this type in the Chinese context has been undertaken. Therefore, the purpose of this paper is to fill the existing gap in the marketing literature in this area. Design/methodology/approach: Best–Worst (BW) scaling method was used in the study. It is suggested that the method overcomes some of the biases commonly found in surveys where Likert-type scales are used, and it has superior discriminating power, because respondents are asked to rank the most and the least important factor from a group, and are thereby forced to make tradeoffs between factors. Findings: Among the 13 choice cues, connectivity, price and memory capacity are found to be the most important, whereas recommendation from others, ease of handling and availability of apps are found to be the least important. Findings due to gender, income and age difference were also analyzed and discussed for orderly decision-making purposes. Practical implications: The ranking of factors showing what choice cues consumers consider most or least important in a particular market helps practitioners to develop appropriate adaptation strategies for the market. The comparison of findings for gender, income and age difference can further help practitioners to devise various alternative marketing strategies for different market segments and identify underserved segments, if any. Originality/value: The BW scaling method, however, appropriate in ranking order of importance, had never been used in ranking choice cues of smartphone purchase. Moreover, there seems to be a dearth of studies about ranking of choice cues on smartphone purchases in the Chinese context. © 2019, Emerald Publishing Limited.",Pinto L.; Kaynak E.; Chow C.S.F.; Zhang L.L.,Tactical,10.1108/APJML-01-2018-0004,Best–Worst scaling method; Buying decision process; Chinese context; Product attributes; Ranking of importance; Smartphone,5.0,,15,0,Emerald Group Holdings Ltd.,"The study focuses on identifying and ranking choice cues that influence smartphone purchase decisions, which aligns with tactical marketing strategies aimed at segmenting markets and optimizing product offerings based on consumer preferences.",scopus-recommendation,10,70,Ranking of choice cues for smartphones using the Best–Worst scaling method,2019
"Purpose: As organisations are increasing their investment in social media marketing (SMM), evaluation of such techniques is becoming increasingly important. The purpose of this paper is to contribute to knowledge regarding SMM strategy by developing a stage model of SMM evaluation and uncovering the challenges in this process. Design/methodology/approach: Interviews were conducted with 18 key informants working for specialist SMM agencies. Such informants are a particularly rich source, since they manage social media campaigns for a wide range of clients. An exploratory research was conducted and thematic analysis surfaced the key components of the SMM evaluation process and associated challenges. Findings: The SMM evaluation framework is developed. This framework has the following six stages: setting evaluation objectives, identifying key performance indicators (KPIs), identifying metrics, data collection and analysis, report generation and management decision making. Challenges associated with each stage of the framework are identified, and discussed with a view to better understanding decision making associated with social media strategies. Two key challenges are the agency-client relationship and the available social analytics tools. Originality/value: Despite an increasing body of research on social media objectives, KPIs and metrics, no previous study has explored how these components are embedded in a marketing campaign planning process. The paper also offers insights in the factors that make SMM evaluation complex and challenging. Recommendations for further research and practice are offered. © 2017, © Emerald Publishing Limited.",Keegan B.J.; Rowley J.,Tactical,10.1108/MD-10-2015-0450,Agency-client relationship; Digital marketing; Social media analytics; Social media marketing; Social media marketing evaluation,5.0,,15,0,Emerald Group Publishing Ltd.,"The abstract focuses on developing a stage model for evaluating social media marketing strategies, which interprets strategic goals into structured targets that can be implemented in marketing campaigns. The identification of key performance indicators (KPIs) and metrics aligns closely with tactical decision-making in marketing.",scopus-recommendation,10,70,Evaluation and decision making in social media marketing,2017
"This study investigates the outcomes of product quality of leafy vegetables in Gauteng province in South Africa from the customer perspective. The outcomes are customer loyalty, word-of-mouth and repeat purchase. Data were collected by employing purposive sampling technique by means of self-administered questionnaires in Gauteng province, in the Central Business District of Johannesburg. Data across a sample of three hundred and sixty-seven (367) respondents were analysed by means of a structural equation modelling technique using the partial least squares (PLS) approach. The results show that customer loyalty, word-of-mouth and repeat purchase are outcomes of product quality in the South African leaf vegetable market. The findings provide valuable insights for academics and lays a foundation for further study in this field. Recommendations are provided at the end for some marketing strategies for managerial decision makers in the area of leaf vegetable marketing. © 2018 Adonis and Abbey Publishers Ltd. All rights reserved.",Mbango P.; Makhubela V.,Tactical,10.31920/1750-4562/2018/v13n3a7,Customer Loyalty; Product Quality; Repeat Purchase; Word-of-Mouth,5.0,,15,0,Adonis and Abbey Publishers Ltd,"The study provides insights into specific outcomes related to product quality in the leafy vegetable market, such as customer loyalty, word-of-mouth, and repeat purchase, which are tactical elements relevant for marketing strategies.",scopus-recommendation,10,70,Outcomes of leaf vegetable product quality: the perspective of Gauteng province customers in South Africa,2018
"Purpose: The purpose of this paper is to investigate how students in a Malaysian context, as a result of their experience of a Higher Education Institution (HEI) undergraduate teaching and learning experience in the subject of Marketing, perceive the knowledge, skills and competencies required of a practicing marketer and, conversely, what curriculum developers need to do if there is a ""shortfall"". Design/methodology/approach: Based on a total sample of a UG student population from an Accountancy, Finance and Business Faculty, the primarily descriptive, positivist, cross-sectional study used inferential statistics to measure the relationship between the four components of marketing knowledge, skills and competencies (the marketing mix, performance, social and emotional competencies, and responsible decision making). Findings: Quantitative results revealed that all student perceptions of the requirements to be a ""fit for purpose"" marketer were highly correlated with requirements from the literature, subject benchmarks and practice with few exemptions. Research limitations/implications: The findings are based on one institution. Moreover, knowledge, skills and competency requirements by students' level of study and practitioner experience may vary by type of HEI, organisation and geographic location. Practical implications: Recommendations are made for curriculum development to address both employability and career development, particularly in terms of interdisciplinary co-operation and the teaching and learning of concepts. Originality/value: Using the student perceptions of the requirements for being a practicing marketer, HEIs can adjust/add to their curriculum by comparing these to documented sources from academia and practice and by making any necessary adjustments by course of study. © Emerald Publishing Limited.",Carter S.; Yeo A.C.-M.,Tactical,10.1108/HESWBL-12-2016-0084,Employability; Malaysia; Marketing knowledge; Skills and competencies; Student perceptions,5.0,,15,0,Emerald Group Publishing Ltd.,"The study focuses on the curriculum development for marketing education based on student perceptions, which aligns with tactical decision-making aimed at improving specific programs and teaching methods.",scopus-recommendation,10,70,"Undergraduate perceptions of the knowledge, skills and competencies required of today's practicing marketer",2017
"Objective: Conflicts of interests resulting from interactions with pharmaceutical companies are pervasive in medicine and can result in an undue influence on physicians’ decision-making. The objective of this systematic review is to analyze published and scientifically evaluated curricula for medical students and residents regarding such conflicts of interest. We begin by describing the covered topics and teaching methods; afterwards we analyze the quality of the curricula using the published data on their evaluations and comparing the content with content recommended for such curricula. Methods: We searched Pubmed, Psyclnfo, EMBASE, OECD, WISO, SOWI and googlescholar up to and including the 5th of September 2016. Publications describing curricula for residents or medical students on the topic of conflicts of interest in medicine and evaluating them for their effects on the participants’ learning were included. We analyzed the covered topics and the teaching methods used and compared them with recommendations by the American Medical Students’ Association (AMSA) and Health Action International (HAI). Results: The literature search resulted in 20 publications that fulfilled our search criteria. In five trials, a control group was used, in no trial the participants were randomized to intervention or control group. 16/20 published curricula primarily covered marketing strategies by pharmaceutical companies, especially the interaction with pharmaceutical sales representatives (PSRs). Most curricula only covered a limited number of topics recommended by AMSA/HAI. The most frequent teaching method was a group discussion, which was used in 18/20 curricula; all curricula used at least one interactive teaching method. The evaluation of the curricula was heterogeneous in results as well as design. Some publications described a change of attitudes toward a stronger skepticism regarding interactions with pharmaceutical companies. Four publications described improved knowledge, one publication described a change in behavior toward a reduction of the acceptance of gifts. Conclusion: The trials conducted to this date regarding curricula on conflicts of interests are methodologically flawed and the described curricula lack important topics beyond marketing strategies of pharmaceutical companies. In addition, there are no data so far on the sustainability of the courses’ effects on participants* behavior. It is therefore necessary to develop a model curriculum that covers a broader variety of topics and to evaluate it using a well thought-out methodology to create a foundation for the further improvement of teaching conflicts of interest in medicine. © 2017 Weißkircher et al.",Weißkircher J.; Koch C.; Dreimüller N.; Lieb K.,Out of scope,10.3205/zma001114,Advertising as topic; Conflict of interest; Curriculum; Drug industry; Medical education; Medical/psychology students,,0.0,0,100,Gesellschaft fur Medizinische Ausbildung,"The abstract discusses conflicts of interest in medical education regarding pharmaceutical companies, which is not related to marketing in the context specified. It focuses on medical curricula and their evaluation rather than marketing strategies or decisions.",scopus-recommendation,0,0,Conflicts of interest in medicine. A systematic review of published and scientifically evaluated curricula; [Interessenkonflikte in der Medizin. Eine systematische Übersichtsarbeit zu publizierten und wissenschaftlich evaluierten Lehrangeboten],2017
"Recently, most companies interact more with their customers through the social media, particularly Facebook and Twitter. This has made large amount of textual data freely available on the internet for competitive intelligence analysis, which is helping reposition more and more companies for better profit. In order to carry out competitive intelligence, financial institutions need to take note of and analyse their competitor's social media sites. This paper, therefore, aims to help the banking industry in Nigeria understand how to perform a social media competitive analysis and transform social media data into knowledge, which will form the foundation for decision-making and internet marketing of such institutions. The study describes an in-depth case study which applies text mining to analyse unstructured text content on Facebook and Twitter sites of the five largest and leading financial institutions (banks) in Nigeria: Zenith Bank, First Bank, United Bank for Africa, Access Bank and GTBank. Analysing the social media content of these institutions will increase their competitive advantage and also lead to more profit for the banking institutions in question. The results obtained from this research showed that text mining is able to reveal uncommon and non-Trivial trend for competitive advantage from social media data, and also provide specific recommendations to help banks maximise their competitive edge. © 2017 Inderscience Enterprises Ltd.",Afolabi I.T.; Ezenwoke A.A.; Ayo C.K.,Tactical,10.1504/IJIMA.2017.085644,Banking; Clustering; Competitive intelligence; Facebook; Sentiment analysis; Social media; Text mining; Twitter,5.0,,10,5,Inderscience Publishers,"The abstract discusses the application of text mining for competitive analysis in the banking sector, which aligns with tactical decision-making processes that interpret strategic goals into specific actions related to user engagement and marketing analytics.",scopus-recommendation,15,65,Competitive analysis of social media data in the banking industry,2017
