Abstract,Authors,Classification,DOI,Keywords,Not Identified,Not identified,Operational,Out of Scope,Publisher,Reasons,Source,Strategic,Tactical,Title,Year
"A key issue in engineering management is how technological forecasting impacts marketing and planning decisions [1]. Because published market forecasts influence both supplier and customer decision making, there is a need to understand the factors influencing these forecasts. Completing the management cycle requires analysis of the results and recommendations to change the original plan. In this case a postaudit of the forecasts was made to determine past performance. Recommendations were made to standardize the terminology so that future market forecasts could be better understood, analyzed, and postaudited. A comprehensive literature search of publicly available forecasts for the United States fiber optic communications market was made. The research indicated that two major trends within the fiber optic communications industry are expected to develop. The two major trends are continued growth and the shift of emphasis from long-haul to shorthaul systems. Growth will he driven hy cost effectiveness. © 1990 IEEE",Merino D.N.,Strategic,10.1109/17.45269,communications; consumption/ sales forecast; Fiber optics; market demand/ forecast; market survey; postaudit marketing forecasts; technoIogicaVbusiness factors; technological marketing/forecasting,5.0,,5,0,,"The abstract discusses technological forecasting and its implications for marketing and planning decisions, which aligns with long-term goals and strategic planning for an organization. It emphasizes understanding trends and making recommendations for future market forecasts, indicating a focus on the overarching direction and goals of the organization.",scopus-recommendation,70,20,Assessing Technological Forecasts for the Fiber Optic Communications Market,1990
"This article presents the results of a study of the evaluation by more than 300 bank decision-makers of relationship marketing strategies used by their suppliers. The research identifies both explanatory and normative /actors of relationship marketing and its successful implementation. The main contingency factors are related to salesperson's knowledge of the customer, the existence of an atmosphere of trust and, the presence of a customer-oriented culture in the supplier company. Dimensions of relationships important for relationship marketing are relationship length, the customer's ability to adapt within the relationship, as well as the perceived fairness of the relationship, and this is reflected in findings where durability, adaptability, and equity explain supplier performance as measured by their client's satisfaction and recommendations. This article contributes to our understanding of relationship marketing and the contexts in which it is most appropriately implemented, J BUSN RES 1999. 45.199-209. © 1999 Elsevier Science Inc. All rights reserved.",Ricard L.; Perrien J.,Strategic,10.1016/S0148-2963(97)00226-9,,5.0,,10,5,Elsevier Inc.,"The abstract discusses long-term relationship marketing strategies and factors influencing their successful implementation, which aligns with strategic planning and organizational goals.",scopus-recommendation,60,20,Explaining and evaluating the implementation of organizational relationship marketing in the banking industry: Clients' perception,1999
"An important problem for organizations is managing information systems (IS) to support important business functions. The purpose of this research was to investigate and determine the extent, if any, that perspectives of IS planning and management advocated in the US literature could be found in practice in Chinese business organizations. Semi-structured interviews with general managers and IS directors in five Chinese business organizations were conducted to address this problem in the four areas of IS planning support, IS planning methodologies, data resource management, and the IS manager's role. The results reveal that Chinese 4business organizations do not automate administrative and business record keeping activities as their first step. Instead, they place highest priority on implementing systems that provide information to support management control decision making in meeting planned business performance objectives, such as achieving sales quotas or filling customer contracts on time. The results of this study show that the five Chinese businesses aligned their IS applications with a specific few business functions that were critical to successful achievement of their goals. The IS manager served as a manager of technical issues, which reinforced a technical database modelling approach to managing the data resources for IS applications. Implications and recommendations for incorporating IS into business activities are discussed and presented at the end of the paper for multinational business organizations interested in conducting business in China. An appendix briefly discusses the role that Chinese political, environmental and marketing factors play in affecting the management and use of IS in Chinese businesses. © 1991.",Franz C.R.; Wynne A.J.; Fu J.H.,Strategic,10.1016/0268-4012(91)90033-9,,5.0,,15,0,,"The research investigates the alignment of information systems with business functions and decision-making processes, indicating a focus on long-term planning and organizational goals in Chinese businesses.",scopus-recommendation,60,20,Managing information systems to support functional business requirements in China,1991
"The report card concept does not connote a single instrument used for a single purpose, or for all instances of outcomes data reporting. Uniquely defined report cards can be useful to organizations and their stakeholders. Health care executives competing for marketshare in an era of negotiated prices and payor-controlled access to healthcare services must provide information about clinical outcomes, cost-effectiveness, and organizational performance to those who are responsible for selecting health providers or health plans. The organization's leaders must view the reporting process as important from a strategic perspective, and establish processes and allocate resources to produce a report in an efficient and cost-effective manner that will meet the information needs of key stakeholders. Developing useful outcomes report cards will require collaboration among many individuals in an organization, and perhaps collaboration among organizations in a market area. Expected benefits to the organization include improvement in stakeholder relationships, which might be measured through increased market share. The proposed implementation model is based on a synthesis of processes and recommendations reported in the literature extended by information from an in-depth case study. Problematic issues with outcomes data and public reporting have been considered. Although the model is derived from a conceptual and research base, it is both pragmatic in design, and solution- centered. Research questions for future empirical research might include the following: Which stakeholders are appropriate recipients of what types of information? How do different stakeholders evaluate the relative importance of each type of information? Which reporting formats are more appropriate for which stakeholders? What effect does a truncated decision-making process (such as the one described here) have on the effectiveness of the decision- making process? How effective are report cards in marketing the institution's services (i.e., to what degree to stakeholders respond to the data)?.",Slovensky D.J.; Fottler M.D.; Houser H.W.,Out of scope,10.1097/00115514-199801000-00005,,0.0,,0,100,Foundation of the American College of Healthcare Executives,"The abstract discusses healthcare report cards and outcomes data reporting, which are not related to marketing but rather to healthcare management and organizational performance. Thus, it falls outside the defined scope.",scopus-recommendation,0,0,Developing an outcomes report card for hospitals: A case study and implementation guidelines,1998
"Consumers of ethnic clothing from alternative trading organizations (ATOs) were compared with non-purchasers on their values and attitudes. Additionally, a more detailed analysis was undertaken to identify the evaluative criteria used by ethnic clothing consumers as they make decisions to buy from ATOs. Clothing Purchasers (n = 192), Other Product Purchasers (n = 100), and Non-Purchasers (n = 84) from the mailing list of Pueblo to People (PTP), an ATO that imports handcrafted products from Latin America, completed a self-administered mail questionnaire. Multiple discriminant analysis identified that the variable most differentiating the three groups was quality. Compared with Non-Purchasers and Other Purchasers, Clothing Purchasers described Pueblo to People's clothing as being higher quality. Additionally, Clothing Purchasers had stronger belief in the work performed by ATOs, were more concerned about Latin American people, had traveled more extensively in Latin America, and were more highly educated than Non-Purchasers and Other Purchasers. Recommendations were made on strategies that ATOs might use to increase sales. Finally, many research topics, aimed toward thoroughly examining the alternative trading marketing system, were proposed.",Dickson M.A.; Littrell M.A.,Tactical,10.1177/0887302X9701500103,Alternative trading organizations; Altruism; Attitudes; Consumer behavior; Ethnic apparel; Evaluative criteria; Latin America; Risk; Social responsibility; Values,5.0,,15,0,SAGE Publications Inc.,"The abstract discusses consumer behavior and evaluative criteria used in purchasing decisions, which relates to structured decision-making processes aimed at enhancing sales strategies for ATOs. This aligns with tactical marketing decisions.",scopus-recommendation,10,70,Consumers of clothing from alternative trading organizations: Societal attitudes and purchase evaluative criteria,1997
"Borrowing concepts from both services and industrial marketing, this paper examines the advertising agency-client relationship, revealing that active relationship management today requires more effort than the traditional account manager-advertising department linkage. Understanding the types of advertising tasks and the roles played by decision-makers allows todays managers to develop appropriate communication strategies important in maintainingthis service relationship. Managerial implications and recommendations for other service agencies are discussed as well. © 1991, Taylor & Francis Group, LLC. All rights reserved.",Beltramini R.F.,Tactical,10.1080/02650487.1991.11104445,,5.0,,15,0,,"The abstract discusses active relationship management in the advertising agency-client relationship, which aligns with tactical decision-making focused on communication strategies and the management of advertising tasks. It emphasizes structured decision-making and communication within the context of service relationships.",scopus-recommendation,10,70,Underlying Dimensions and Communications Strategies of the Advertising Agency-Client Relationship,1991
"Four groups of marketing students (N=91) viewed color videotapes of four women interviewing for a middle management position, rated each applicant on five management characteristics, and made hiring recommendations for each applicant. The four applicants were videotaped in each offour costumes representing four levels of masculinity. Analysis of variance was used to estimate the effect of costume, person, gender of the respondent, and possible interactions on perception of management characteristics and on hiring decisions. The results showed that masculinity of clothing had a positive effect on (a) the perception of management characteristics, and (b) favorability of hiring decisions. Although gender differences were not statistically significant, females tended to rate the applicants as more forceful and self-reliant and were more likely to hire than were males. © 1988, Sage Publications. All rights reserved.",Forsythe S.M.,Tactical,10.1177/0887302X8800600202,,5.0,,15,0,,"The study analyzes the impact of different factors (costume masculinity, gender of respondents) on hiring decisions and perceptions, which aligns with tactical marketing decisions that involve structured analysis and interpretation of strategic goals into specific outcomes.",scopus-recommendation,10,70,Effect of Clothing Masculinity on Perceptions of Managerial Traits: Does Gender of the Perceiver Make a Difference?,1988
"For products and services ranging from software to the latest motion picture, the use of new product preannouncements (NPPAs) has become commonplace. However, despite the key role that NPPAs play in the successful release of new products, almost no research has been conducted to explore the proper timing for such communications. This work provides a starting point for these investigations, by describing the elements of an NPPA and presenting a model of the factors that influence NPPA timing. Drawing on existing research and interviews with managers from firms in a wide range of industries, insights are offered into the nature and timing of NPPAs. Furthermore, recommendations are given for improving the effectiveness of NPPAs.",Lilly Bryan; Walters Rockney,Tactical,10.1016/S0737-6782(96)00092-6,,5.0,,15,0,Elsevier Science Inc,"The abstract discusses the timing and effectiveness of new product preannouncements (NPPAs), which relates to structured decision-making processes involved in marketing strategies. It provides insights and recommendations that align with tactical decision-making in marketing.",scopus-recommendation,10,70,Toward a model of new product preannouncement timing,1997
"The complexity of strategic market planning is well known to those working in this area. It requires many expert and intuitive judgements based on a number of interrelated, yet diverse, market factors. It would seem that expert systems and decision support systems might have a large impact in this area but the development of such systems has proven difficult with results, so far, less than originally conceived. This paper describes a hybrid expert system HYMS for strategic marketing planning. HYMS aims to provide a structured marketing planning process, guide a user through this process, offer expert advice at key stages and finally make recommendations for users in setting objectives and strategies. It combines the advantages of the expert system and decision support system technology in order to enhance its effectiveness. The paper first presents a brief review on expert systems and decision support systems in marketing. It also discusses the selection of a strategic marketing planning model for HYMS and a method by which structure and objectivity are introduced into the, largely subjective, process of assigning importance to various marketing factors. Finally, it describes the architecture of the prototype system and concludes with remarks from expert users in this field. © 1995 Taylor & Francis Group, LLC.",Burrell P.; Duan Y.; Boskovic A.,Strategic,10.1080/12460125.1995.10511662,Analytic hierarchy process; Decision support; Expert system; Marketing; Strategic management,10.0,,5,0,,"The abstract discusses the development of a hybrid expert system for strategic marketing planning, which aligns with long-term organizational goals and decision-making processes. It emphasizes the complexity of strategic market planning and the integration of expert systems to enhance effectiveness in setting objectives and strategies.",scopus-recommendation,70,15,The need for hybrid decision systems in complex marketing domains: HYMS,1995
"Second part of a two-part article. Draws on the conclusions of the first part (Vol. 40 No. 5) with regard to a study of the buying behaviours exhibited by UK organisations in the use of placement services from higher education (HE). Explains that results showed clear differences among employers regarding frequency of interaction between university and host organisation, stages in the buying process, selection criteria used and the number of people involved in the decision. Discusses issues of service quality and relationship management. Compares findings to earlier research into placements and other education/business links. Examines the major themes which emerge from several perspectives: those of relationship marketing, stakeholders and key account management. Makes recommendations for the careful management of HE/business relationships in order to ensure the successful formation of new links and the development of lasting partnerships. © 1998, MCB UP Limited",Ellis N.; Moon S.,Strategic,10.1108/00400919810247186,,5.0,,10,5,,"The abstract discusses long-term implications regarding the relationship management between higher education institutions and businesses, focusing on the strategic management of these partnerships and their impact on future interactions.",scopus-recommendation,60,20,Business and HE links: The search for meaningful relationships in the placement marketplace - part two,1998
