Abstract,Authors,Classification,DOI,Keywords,Not Identified,Not identified,Operational,Out of Scope,Publisher,Reasons,Source,Strategic,Tactical,Title,Year
"While data-driven innovation (DDI) is receiving substantial attention from academics and industry specialists, there is limited research on its dimensions and effects in marketing. We address this theoretical gap by examining the following research questions: 'What are the necessary firm-level capabilities of DDI and its effects in a marketing environment?' Drawing from the resource-based view (RBV), dynamic capabilities (DC), and market orientation theories, this study presents a data-driven innovation capabilities (DDIC) framework and proposes a new conceptualisation with new data product performance through new data product creativity. Based on a systematic literature review and thematic analysis, the findings offer seven propositions to enrich the emerging DDI theory in marketing and guide managerial decision making.","Sultana, S; Akter, S; Kyriazis, E",Strategic,10.1080/0965254X.2021.2013934,Data-driven innovation; data-driven innovation capabilities; management capabilities; infrastructure capabilities; talent capabilities; market orientation; dynamic capabilities; new data product creativity; new data product performance,5.0,,10,5,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","The abstract discusses data-driven innovation (DDI) in marketing and examines firm-level capabilities and their effects, which aligns with long-term organizational goals and strategic frameworks.",wos-big data,60,20,Theorising Data-Driven Innovation Capabilities to Survive and Thrive in the Digital Economy,2022
"Drawing on 55 interviews with executives across five online fashion retailers, this paper explores the challenges of price setting and management. We develop a descriptive model of 'locked-in' pricing practice to explain organisational routines focused on cost-plus pricing, alignment with competitor prices and historical pricing. Drivers include the complex and uncertain outcomes of pricing, and lack of investment in leading-edge pricing methodologies, together with inadequate training and pricing ownership. Outcomes comprise an aversion to price risk-taking, sees decisions guided by heuristics and a lack of openness to alternative pricing methods. We offer implications for pricing practice to overcome these locked-in behaviours and suggest that research addresses challenges encountered in the implementation of new pricing techniques in organisational settings to narrow the gap between theory and practice.","Wood, S; Watson, I; Teller, C",Strategic,10.1080/0267257X.2021.1900334,Online retail; big data; retail pricing; merchandising; pricing practices,5.0,,10,0,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","The abstract discusses pricing practices and challenges faced by organizations, indicating a focus on long-term pricing strategies and implications for overcoming locked-in behaviors, which aligns with strategic decision-making.",wos-big data,60,25,Pricing in online fashion retailing: implications for research and practice,2021
"The authors propose a new, exploratory approach for analyzing market structures that leverages two recent methodological advances in natural language processing and machine learning. They customize a neural network language model to derive latent product attributes by analyzing the co-occurrences of products in shopping baskets. Applying dimensionality reduction to the latent attributes yields a two-dimensional product map. This method is well-suited to retailers because it relies on data that are readily available from their checkout systems and facilitates their analyses of cross-category product complementarity, in addition to within-category substitution. The approach has high usability because it is automated, is scalable and does not require a priori assumptions. Its results are easy to interpret and update as new market basket data are collected. The authors validate their approach both by conducting an extensive simulation study and by comparing their results with those of state-of-the-art, econometric methods for modeling product relationships. The application of this approach using data collected at a leading German grocery retailer underlines its usefulness and provides novel findings that are relevant to assortment-related decisions.","Gabel, S; Guhl, D; Klapper, D",Tactical,10.1177/0022243719833631,market structure analysis; product maps; machine learning; retailing; big data,5.0,,15,0,SAGE PUBLICATIONS INC,"The proposed approach focuses on analyzing market structures and deriving product attributes, which directly aids retailers in making targeted decisions regarding product assortment and cross-category complementarity. This aligns with tactical decision-making related to marketing analytics and product development.",wos-big data,10,70,P2V-MAP: Mapping Market Structures for Large Retail Assortments,2019
"Abundant consumer data has made decision-making more complicated, rather than simple, for marketers. This raises an important question about which variables in the data contain reliable information for retailers to predict future consumer purchase value (CPV) to guide strategic decisions. The authors address this question by exploring the variables distinctive choice of brand country of origin (DBCOO) and country of origin diversity (COO diversity) as analytical tools to extract insights from consumer purchase data. Building on signaling theory, the authors theorize and empirically test that DBCOO and COO diversity in a consumer's purchase history can signal, and therefore help predict, CPV. Moreover, the authors explore high-involvement product categories and purchase frequency as boundary conditions to develop a comprehensive framework of COO signals as strategic analytical tools. They find that DBCOO in a consumer's purchase history indeed increases CPV and that this relationship is enhanced for high-involvement product categories but moderated curvilinearly by purchase frequency. Moreover, they find that the COO diversity-CPV link is positive but interacts negatively with both moderators. This allows retailers to successfully distinguish high- from low-CPV consumers and thus enables them to manage the marketing mix and resources more effectively.","Rahman, RU; Heinberg, M; Banerjee, S; Katsikeas, CS",Strategic,10.1177/1069031X241254038,country of origin; consumer analytics; consumer purchase value; COO diversity; consumer-based strategy; high-involvement product,5.0,,5,0,SAGE PUBLICATIONS INC,"The abstract focuses on long-term decision-making for marketers by utilizing consumer data to predict future consumer purchase value, which aligns with strategic planning. It emphasizes understanding the implications of brand country of origin and diversity on marketing strategies, indicating a broader organizational goal rather than tactical or operational specifics.",wos-big data,60,30,A Good Signal: How Firms Can Utilize Country of Origin as a Strategic Analytical Tool,2024
"In the age of big data, companies store practically all data on any client transaction. Making use of this data is commonly done with machine-learning techniques so as to turn it into information that can be used to drive business decisions. Our interest lies in using data on prepaid unitary services in a business-to-business setting to forecast client retention: whether a particular client is at risk of being lost before they cease being clients. The purpose of such a forecast is to provide the company with an opportunity to reach out to such clients as an effort to ensure their retention. We work with monthly records of client transactions: each client is represented as a series of purchases and consumptions. We vary (1) the length of the time period used to make the forecast, (2) the length of a period of inactivity after which a client is assumed to be lost, and (3) how far in advance the forecast is made. Our experimental work finds that current machine-learning techniques able to adequately predict, well in advance, which clients will be lost. This knowledge permits a company to focus marketing efforts on such clients as early as three months in advance.","Schaeffer, SE; Sanchez, SVR",Tactical,10.1016/j.jretconser.2019.101918,Client retention; Sales forecasting; Machine learning; Prepaid unitary services,5.0,,15,0,ELSEVIER SCI LTD,"The abstract discusses the application of machine learning to forecast client retention, which aligns with tactical decision-making by interpreting strategic goals into specific targets and structured actions, such as focusing marketing efforts on clients at risk of leaving.",wos-big data,20,60,Forecasting client retention - A machine-learning approach,2020
"Social network (SN) platforms have become ubiquitous in most countries. However, the reliability of the in-formation shared and the structural mechanisms that govern the discussions is constantly being questioned. There is a need for understanding the mechanism for information dissemination and developing decision aids that can help decipher information validity. Our context is the support provided within the mental health community where the diseases are typically chronic and the need for social and medical support is obvious. We employ an analytics approach in the context of social capital theory (SCT) to study the relationship between the structural makeup (i.e., influence) of a user and the characteristics of the knowledge disseminated on a microblogging platform. Different types of information provide various types of support to patients. This paper provides a foundational theoretical framework to create decision aids so that users can decide on relevant information for their needs.","Asamoah, DA; Sharda, R",Out of scope,10.1016/j.jbusres.2020.09.019,Disease self-management; Social networks; Social capital; Data analytics; Marketing analytics; Knowledge management,,0.0,0,100,ELSEVIER SCIENCE INC,The abstract discusses the dissemination of information in the mental health community and focuses on understanding support mechanisms rather than marketing-related applications.,wos-big data,0,0,What should I believe? Exploring information validity on social network platforms,2021
"Purpose - In the data-driven era, the quality of the data exchanged between suppliers and buyer can enhance the buyer's ability to appropriately cope with the risks and uncertainties associated with raw material purchasing. This paper aims to address the issue of supplier selection and purchasing planning considering the quality of data by benefiting from suppliers' synergistic effects. Design/methodology/approach - An approach is proposed to measure data visibility's total value using a multi-stage algorithm. A multi-objective mathematical optimization model is then developed to determine the optimal integrated purchasing plan in a multi-product setting under risk. The model contemplates three essential objective functions, i.e. maximizing total data quality and quantity level, minimizing purchasing risks and minimizing total costs. Findings - With emerging competitive areas, in the presence of industry 4.0, internet of things and big data, high data quality can improve the process of supply chain decision-making. This paper supports the managers for the procurement planning of modern organizations under risk and thus provides an in-depth understanding for the enterprises having the readiness for industry 4.0 transformation. Originality/value - Various data quality attributes are comprehensively subjected to deeper analysis. An applicable procedure is proposed to determine the total value of data quality and quantity required for supplier selection. Besides, a novel multi-objective optimization model is developed to determine the purchasing plan under risk.","Shabani-Naeeni, F; Yaghin, RG",Strategic,10.1108/JBIM-02-2020-0108,Performance measurement; Planning; Buyer-seller relationship; Sourcing; Supplier evaluation; Multi-objective decision-making; Business-to-business relationship; Purchasing planning; Supplier data visibility; Data science; Synergy of suppliers,5.0,,5,0,EMERALD GROUP PUBLISHING LTD,"The abstract focuses on supplier selection and purchasing planning, which are long-term decisions that define organizational goals and strategies in managing risks and uncertainties in the procurement process. It emphasizes the importance of data quality in decision-making, aligning with strategic planning.",wos-big data,70,20,Incorporating data quality into a multi-product procurement planning under risk,2021
"The association between crime and tourism has been studied for more than 40 years. Most of the studies, however, have focused on differentiating crimes against tourists from crimes against locals despite the high correlation between the two. To date, there are only a few studies that have pointed out to the role of location and time in tourism-crime analysis despite the existence of theoretical frameworks such as routine activity, hot spot, and rational choice that validate the role of temporospatial analysis in tourism/hospitality crimes. Furthermore, prior literature has only used the predictive policing model in relation to police-criminal activities. This study, however, claims that by using the principles of the predictive policing model in conjunction with the community policing model, benefit can be derived from active public participation in preventing/disrupting crimes that have temporospatial patterns. In order to address the gap and achieve the purpose of the study, 160,947 structured observations of Orlando police public records from 2009 to 2015, types and locations of crimes, decision tree models of classification and regression (CART or CRT), and chi-square automatic interaction detection (CHAID) were employed. The results confirm that crimes at recreation/tourism and hospitality venues have a clear temporospatial pattern and, as such, they could potentially be intervened in and reduced with active participation of the public.","Khalilzadeh, J",Not identified,10.1016/j.jdmm.2020.100535,Predictive policing model; Community-policing model; Crime; Decision trees; Destination management,65.0,,10,5,ELSEVIER,"The abstract discusses the relationship between crime and tourism, focusing on temporospatial patterns and community participation in crime prevention, which does not clearly fit into the strategic, tactical, or operational categories as defined.",wos-big data,10,10,Predictive policing in hospitality and tourism venues - The case of Orlando,2021
"This study mines customer satisfaction (CS) segments using almost 270 thousand responses from a CS survey which ran in 140 e-commerce stores of a European country. To achieve this, it develops and applies a business analytics (BA)-informed framework. Then, it presents examples of how one e-commerce store exploited the extracted CS segments to build automated marketing actions for its customers, ranging from social media sharing strategies for the satisfied segments, to discounts for the less satisfied. This study contributes to customer satisfaction and segmentation literature. The extracted insights can be utilized to support decision making, ranging from targeted advertising for specific customer segments, to benchmarking for companies in similar industries.","Griva, A",Tactical,10.1016/j.jretconser.2022.102954,Customer satisfaction; Retail analytics; e-commerce; Customer segmentation; Business analytics,5.0,,15,0,ELSEVIER SCI LTD,"The study focuses on interpreting customer satisfaction data to develop automated marketing actions, which aligns with tactical decision-making processes in marketing. It involves specific strategies such as targeted advertising and campaign automation based on customer segments.",wos-big data,10,70,I can get no e-satisfaction. What analytics say? Evidence using satisfaction data from e-commerce,2022
"Purpose Risk perception is an essential factor affecting how individuals evaluate risk, make decisions and behave. The impact of risk perception on customer purchase behavior has been widely studied; however, the association has been debated. Therefore, the purpose of this paper is to examine the relationship between risk perception and customer purchase behavior and to examine factors that could moderate it. Design/methodology/approach This study conducted a meta-analysis of this relationship and examined factors that could moderate it. Six databases were comprehensively searched. Two reviewers independently selected the studies for inclusion, extracted data and assessed quality. Pearson's r was used as the effect estimate. A total of 33 studies were included in the meta-analysis. Findings The results revealed a negative relationship between risk perception and customer purchase behavior. The geographical region, purchase channel and country development level affected the relationship. The correlation between perceived risk and purchase behavior in European consumers was the highest, followed by the correlation in American consumers; the weakest correlation was found in Asian consumers. For consumers in developed countries, perceived risk had a stronger negative influence on customer purchase behavior than that for consumers in developing countries. The perceived risk of online purchase channels had a stronger negative impact on customer purchase behavior than that of offline purchase channels. Originality/value The findings of this review indicate a direct negative relationship between risk perception and customer purchase behavior. To the best of the authors' knowledge, this review is the first to meta-analytically summarize the impact of risk perception on customer purchase behavior in social sciences research, and it also illuminates new perspectives for future studies.","Li, ZH; Sha, YZ; Song, XP; Yang, KH; ZHao, K; Jiang, ZX; Zhang, QX",Tactical,10.1108/JBIM-12-2018-0381,Risk perception; Customer; Purchase behaviour; Meta-analysis,5.0,,20,0,EMERALD GROUP PUBLISHING LTD,"The abstract discusses the relationship between risk perception and customer purchase behavior, which aligns with tactical decision-making in marketing. It identifies specific factors that moderate this relationship, providing actionable insights that can be used to optimize marketing strategies.",wos-big data,15,60,Impact of risk perception on customer purchase behavior: a meta-analysis,2020
"Consumers generally encounter a multitude of price discounts during a single visit to a retailers' website, yet past research has predominantly examined price discounts in a singular manner. We examine how the influence of a price discount's magnitude on consumer purchase intentions evolves during an online shopping trip. In doing so, we demonstrate that a price discount's magnitude is less predictive of consumers' purchase intentions earlier, but it becomes more predictive later, during an online shopping trip. Thus, placing shallow price discounts early in a shopping visit may enhance the effectiveness of a firm's portfolio of price discounts.","Sheehan, D; Hardesty, DM; Ziegler, AH; Chen, HP",Tactical,10.1016/j.jretconser.2019.06.001,Price discounts; Reference points; Latitude of acceptance; In-store decision-making; Shopper marketing,5.0,,15,0,ELSEVIER SCI LTD,"The abstract discusses how the timing and magnitude of price discounts can influence consumer purchase intentions, which aligns with tactical marketing decisions aimed at optimizing sales promotions and pricing strategies during online shopping.",wos-big data,10,70,Consumer reactions to price discounts across online shopping experiences,2019
"Purpose Market orientation (MO) (intelligence generation, intelligence dissemination and responsiveness) is known as one of the key concepts in marketing literature. Although prior research has widely focused on the meaning and application of MO, few attempts have been made to explore how market-oriented firms lead to innovation and market performance and what factors actually moderate this relationship. To fill this gap, the present study aims to explore the relationship between MO, innovation and market performance. This study also attempts to examine the intervening role of IT infrastructure, business analytics (BA) capabilities and market turbulence in the proposed model. Design/methodology/approach In this study, a questionnaire-based survey was undertaken to test the proposed hypotheses. To verify the proposed theoretical model, partial least squares (PLS)/structured equation modeling (SEM) was performed with 114 valid survey data. Findings Despite prior studies which postulated innovation performance as the final outcome of MO (Han et al., 1998; Song et al., 2015), this study focused on innovation performance as a mediating outcome which finally leads to market performance. The statistical results approve the putative relationship which means managers would be able to realize the paramount role of innovation as an integral part of achieving higher market performance. In addition, no support was found for the relationship between intelligence generation and responsiveness. This finding shows that not all obtained information can help managers in the decision-making process. Originality/value This study aims to enrich literature by developing a conceptual model to test the link between MO, innovation and market performance. The value of this study is to investigate the roles of flexible IT infrastructure, BA capabilities and market turbulence as the potential moderators in the proposed model. The results advance the understanding of the influence of BA capabilities on the link between intelligence dissemination and responsiveness. Findings also show innovation performance as remarkable and deemed valuable capability, leading to higher performance in marketing-related activities, particularly in highly turbulent markets.","Ashrafi, A; Ravasan, AZ",Strategic,10.1108/JBIM-05-2017-0109,Market orientation; Responsiveness; Business analytics capability; Flexible IT infrastructure; Intelligence dissemination; Intelligence generation,5.0,,5,0,EMERALD GROUP PUBLISHING LTD,"The abstract discusses the long-term implications of market orientation, innovation, and market performance, which are key elements of strategic planning in marketing. It explores relationships and models that guide organizational goals, indicating a focus on the overall direction and performance of the organization.",wos-big data,70,20,How market orientation contributes to innovation and market performance: the roles of business analytics and flexible IT infrastructure,2018
