Abstract,Authors,Classification,DOI,Keywords,Not Identified,Not identified,Operational,Out of Scope,Publisher,Reasons,Source,Strategic,Tactical,Title,Year
"One of the key problems in database marketing is the identification and profiling of households that are most likely to be interested in a particular product or service. Principal component analysis (PCA) of customer background information followed by logistic regression analysis of response behavior is commonly used by database marketers. In this paper, we propose a new approach that uses artificial neural networks (ANNs) guided by genetic algorithms (GAs) to target households. We show that the resulting selection rule is more accurate and more parsimonious than the PCA/logit rule when the manager has a clear decision criterion. Under vague decision criteria, the new procedure loses its advantage in interpretability, but is still more accurate than PCA/logit in targeting households. ©2005 INFORMS.",Kim Y.; Street W.N.; Russell G.J.; Menczer F.,Tactical,10.1287/mnsc.1040.0296,Customer relationship management; Database marketing; Genetic algorithms; Neural networks,5.0,,15,0,,"The abstract discusses a method for targeting households using advanced analytics techniques, which aligns with tactical decision-making in marketing. The focus is on applying specific methodologies (ANNs and GAs) to improve targeting accuracy, which fits into the category of marketing analytics and advanced targeting.",scopus-neural network,10,70,Customer targeting: A neural network approach guided by genetic algorithms,2005
"As part of the increasing efforts toward the prevention and control of motor vehicle pollution, the Chinese government has practiced a range of policies to stimulate the purchase and use of battery electric vehicles (BEVs). Zhejiang Province, a key province in China, has proactively implemented and monitored an environmental protection plan. This study aims to contribute toward streamlining marketing and planning activities to introduce strategic policies that stimulate the purchase and use of BEVs. This study considers the nature of human behavior by extending the theory of planned behavior model to identify its predictors, as well as its non-linear relationship with customers' purchase intention. To better understand the predictors, a substantial literature review was given to validate the hypotheses. A quantitative study using 382 surveys completed by customers in Zhejiang Province was conducted by integrating a structural equation model (SEM) and a neural network (NN). The initial analysis results from the SEM revealed five factors that have impacted the customers' purchase intention of BEVs. In the second phase, the normalized importance among those five significant predictors was ranked using the NN. The findings have provided theoretical implications to scholars and academics, and managerial implications to enterprises, and are also helpful for decision makers to implement appropriate policies to promote the purchase intention of BEVs, thereby improving the air quality. © 2019 by the authors.",Xu Y.; Zhang W.; Bao H.; Zhang S.; Xiang Y.,Strategic,10.3390/su11113164,Battery electric vehicles; Neural network; Purchase intention; Structural equation model; Theory of planned behavior,5.0,,5,0,MDPI,"The study aims to contribute toward the long-term planning and strategic policies to stimulate the purchase and use of battery electric vehicles (BEVs), indicating a focus on overarching goals and the nature of environmental protection in the context of vehicle pollution.",scopus-neural network,70,20,A SEM-neural network approach to predict customers' intention to purchase battery electric vehicles in China's Zhejiang Province,2019
"Abstract Mobile-enabled location-based services are generating a huge amount of customer checkin data every day. It is vital to understand how small businesses, like restaurants, use this real-time data to make better-informed business operation decisions in this mobile marketing era. Using data collected from Foursquare, a leading location-based service provider, and Yelp, we aim to find out the predictive power of customer checkins on business failure of restaurants in New York City by using several predictive modeling techniques, such as Neural Network, Logit model and K-nearest neighbor. Our findings are encouraging. The customer checkin data from both a focal restaurant and its neighbors have shown strong predictive power on business failure. Compared to the baseline model in which we only use business characteristic variables to predict failure, incorporating the checkin data captured from location-based services gives a remarkable improvement on predictive accuracy. Our findings provide the foundation for future studies on the predictive power of information obtained from location-based services on business operations. © 2015 Elsevier B.V.",Wang L.; Gopal R.; Shankar R.; Pancras J.,Tactical,10.1016/j.dss.2015.04.010,K-nearest neighbor; Location-based services; Logit model; Neural network; Predictive modeling,5.0,,15,0,Elsevier,"The abstract discusses how businesses can leverage customer check-in data to make informed operational decisions, which aligns with tactical decision-making. It focuses on predictive modeling techniques that can enhance marketing strategies and business performance, indicating a structured approach to achieving specific targets.",scopus-neural network,10,70,On the brink: Predicting business failure with mobile location-based checkins,2015
"User reviews are now an essential source of information for consumers, exerting strong influence on purchase decisions. Broadly speaking, reviews rated by consumers as more helpful exert a greater influence downstream. The current research examines how the linguistic characteristics of a review affect its helpfulness score. Using a convolutional neural network (CNN), this research analyzes the linguistic subjectivity and objectivity of over 2 million reviews on Amazon. The results show that, ceteris paribus, both linguistic subjectivity and objectivity have a positive impact on review helpfulness. However, contrary to consumers' intuition, when subjectivity and objectivity are combined in the same review, review helpfulness increases less than their respective separate effects would predict, especially for hedonic products. We conceptualize that this results from the increased complexity of messages mixing subjective and objective sentences, which requires more effortful processing. The findings extend the literature on online reviews, word-of-mouth, and text analysis in marketing, and offer practical implications for marketing communication and facilitation of reviews. © 2023 Society for Consumer Psychology.",Park S.K.; Song T.; Sela A.,Tactical,10.1002/jcpy.1382,neural network; online reviews; subjectivity; text analysis; word-of-mouth,5.0,,15,0,John Wiley and Sons Inc,"The abstract discusses how linguistic characteristics of consumer reviews affect their helpfulness, which pertains to structured decision-making in marketing communications and optimization of review strategies. This aligns with tactical decision-making as it interprets strategic goals into actionable insights.",scopus-neural network,10,70,The effect of subjectivity and objectivity in online reviews: A convolutional neural network approach,2023
"This study aims to identify factors influencing consumer purchasing decision for imported ready-to-eat foods by investigating marketing factors and lifestyles in China (Beijing and Shanghai) using comparative models. Consumers in each city showed different specific lifestyles but shared consumption culture and traditions in common. Regarding lifestyles, consumers who usually buy instant food products face long commutes to work and prefer less cooking time were more likely to buy imported ready-to-eat foods. Findings suggest that product development, labelling with quality guarantees, packaging design, the production process, and multichannels are the prominent factors persuading Chinese consumers to purchase imported ready-to-eat products. © 2018, © 2018 Taylor & Francis Group, LLC.",Lilavanichakul A.; Chaveesuk R.; Kessuvan A.,Tactical,10.1080/10599231.2018.1525250,artificial neural network; China; consumer purchasing decision; lifestyles; logistic regression; marketing factors; ready-to-eat foods,5.0,,15,0,Routledge,"The study focuses on specific factors influencing consumer purchasing decisions for imported ready-to-eat foods, which aligns with structured decision-making and targets that are typical of tactical marketing efforts.",scopus-neural network,10,70,Classifying Consumer Purchasing Decision for Imported Ready-to-Eat Foods in China Using Comparative Models,2018
"To explore the minimization of the marketing cost and the maximization of the user perceived utility, an optimization model for mobile banking adoption with incomplete information is developed. A combination of qualitative simulation and empirical study can serve as a solution to the optimization problem. Firstly, we use mobile banking system as an example with questionnaire designed to obtain data from customers, which is then statistically analyzed using SPSS to examine the interactions among adoption drivers. Secondly, a qualitative simulation method is introduced to drive the evolution of the interactions among these adoption drivers. Thirdly, according to the empirical relations, an optimization model is established, and the objective functions are examined by the BP neural network. Then, to examine the feasibility of the framework, a prototype system based on MATLAB is implemented. It is found that the results are consistent with common sense (oscillation-equilibrium theory), and the framework is able to contribute to real-time optimization decision supports in the mobile banking marketing. In practice, the identification of the optimal combination of change directions can serve as the development priorities in adoption drivers, and is likely to influence resource allocation in the future mobile banking development. © JASSS.",Wei X.; Hu B.; Carley K.M.,Tactical,10.18564/jasss.2222,BP neural network; Empirical study; Mobile banking adoption; Optimization; QSIM,5.0,,15,0,University of Surrey,"The abstract discusses an optimization model for mobile banking adoption that involves analyzing drivers of adoption and creating a framework for real-time decision support. This aligns with tactical decision-making, which interprets strategic goals into actionable targets and involves structured processes.",scopus-neural network,15,65,Combination of empirical study with qualitative simulation for optimization problem in mobile banking adoption,2013
"The study of brand choice decisions with multiple alternatives has been successfully modelled for more than a decade using the Multinomial Logit model. Recently, neural network modelling has received increasing attention and has been applied to an array of marketing problems such as market response or segmentation. We show that a Feedforward Neural Network with Softmax output units and shared weights can be viewed as a generalization of the Multinomial Logit model. The main difference between the two approaches lies in the ability of neural networks to model non-linear preferences with few (if any) a priori assumptions about the nature of the underlying utility function, while the Multinomial Logit can suffer from a specification bias. Being complementary, these approaches are combined into a single framework. The neural network is used as a diagnostic and specification tool for the Logit model, which will provide interpretable coefficients and significance statistics. The method is illustrated on an artificial dataset where the market is heterogeneous. We then apply the approach to panel scanner data of purchase records, using the Logit to analyse the non-linearities detected by the neural network. Copyright © 2000 John Wiley & Sons, Ltd.",Bentz Y.; Merunka D.,Tactical,10.1002/(SICI)1099-131X(200004)19:3<177::AID-FOR738>3.0.CO;2-6,Brand choice; Choice models; Multinomial Logit model; Neural networks,5.0,,15,0,John Wiley and Sons Ltd,"The abstract discusses the application of neural networks and the Multinomial Logit model to analyze brand choice decisions, which aligns with tactical decision-making in marketing analytics and consumer behavior analysis.",scopus-neural network,10,70,Neural networks and the multinomial logit for brand choice modelling: A hybrid approach,2000
"Forecasting inflation is a major concern for economists and businessmen. Most researchers have relied upon statistical techniques with their stringent data assumptions and low accuracy rates to predict changes in inflation, but only a few have investigated how neural networks can improve forecasts. Here, we show the results of Consumer Price Index (CPI) forecasts from an artificial neural network using leading economic indicator data in the USA. Results show that the neural network predicts the level of the CPI with a high degree of accuracy.",Aiken M.,Strategic,10.1108/02635579910291984,,5.0,,10,5,Emerald,"The abstract discusses using neural networks for forecasting inflation, which relates to long-term economic planning and decision-making. It has implications for understanding economic trends and guiding organizational goals.",scopus-neural network,60,20,Using a neural network to forecast inflation,1999
"With the development of mobile Web technologies, people can easily seek advice from social media before making purchases or decisions. Some companies employ expert writers to fabricate reviews or use automated techniques to improve the appeal of their products or services, or to undermine the credibility of their rivals. This obstructs the detection of fake reviews and reviewers. This paper proposes a novel graph neural network-based framework for detecting spammers, who originate fake reviews in discussion forums to capture information from different social network combinations in various subgraphs. These subgraphs include a complete social context graph, homogeneous user–user subgraph, and heterogeneous user–post subgraph. A novel two-stage architecture with focal loss was designed to create a training model. This model can be applied to solve the issue of imbalance data classification. The proposed framework was applied to evaluate a ground truth dataset collected from an actual fraudulent review event on a discussion forum. The experimental results show that this aggregate social context representation method can be effectively applied to detect fake reviewers. © 2023 Elsevier B.V.",Cheng L.-C.; Wu Y.T.; Chao C.-T.; Wang J.-H.,Tactical,10.1016/j.dss.2023.114150,eWOM marketing; Fake review detection; Graph neural network; Social context,5.0,,15,0,Elsevier B.V.,"The abstract discusses the development of a framework for detecting fake reviews, which is focused on specific methodologies and techniques applicable to marketing and social media engagement. It interprets strategic goals into concrete methods for improving consumer trust and decision-making processes.",scopus-neural network,10,70,Detecting fake reviewers from the social context with a graph neural network method,2024
"Despite being one of the most symbolic, important, involving, costly, exciting, uncertain and complicated decisions most consumers make each year, holiday purchasing has received relatively little academic treatment in the service marketing literature. By extending and refining previous work, this study examines the usefulness of perceived risk theory to understand consumers' behaviour in one of the most common holiday experiences, the package holiday. Unlike other studies, this research undertakes a more detailed assessment of the risks involved, as well as examining how consumers reduce those risks. Forty-three risky attributes and fifteen risk reducers were identified and a neural network analysis uncovered a relationship between risk and risk reduction which involved functional, financial and hotel dominated risks, whilst the relationship between risk and purchase intention was mediated by trust in the tour operator and anxiety. The paper explores the nature of the risk in the holiday product and discusses how perceived risk can be measured and used by travel marketers in further research. J Busn Res 1999. 46.167-180. © 1999 Elsevier Science Inc. All rights reserved.",Mitchell V.-W.; Davies F.; Moutinho L.; Vassos V.,Tactical,10.1016/S0148-2963(98)00020-4,,5.0,,20,0,Elsevier Inc.,"The study focuses on understanding consumer behavior regarding package holidays, identifying risks and risk reducers, which aligns with tactical decision-making in marketing. It provides insights that can be applied to marketing strategies and campaign development.",scopus-neural network,15,60,Using neural networks to understand service risk in the holiday product,1999
