Abstract,Authors,Classification,DOI,Keywords,Not Identified,Not identified,Operational,Out of Scope,Publisher,Reasons,Source,Strategic,Tactical,Title,Year
"Segmentation is a common and important task for most marketing departments. Besides, other marketing decisions are influenced by market segmentation results. Benefit segmentation is one of the best approaches for market segmentation among others. In this paper, we proposed a novel hybrid benefit segmentation approach which applied two-stage clustering, conjoint analysis, and Delphi technique to segment customers according to their benefits. More precisely, we used two-stage clustering based on main benefits derived from conjoint analysis to classify customers into different segments. Conjoint analysis was used to assess and balance dissimilar aspects of consumers needs. Delphi method was used for the selection of the most important criteria and their levels which conjoint analysis required all of them for evaluation. This approach did not only help managers to segment customers but also to provide a way to analyse consumer behaviour, determine the marking strategy and extract the importance of each attribute in each segment. © 2014 Inderscience Enterprises Ltd.",Aghdaie M.H.; Tafreshi P.F.; Behzadian M.,Tactical,10.1504/IJBIR.2014.059532,Benefit segmentation; Conjoint analysis; Delphi method; Iran; K-means clustering; Laptop market; Market segmentation; Two-stage clustering; Wards method,5.0,,15,0,Inderscience Publishers,"The abstract describes a hybrid benefit segmentation approach that involves structured decision-making processes like clustering and conjoint analysis, aimed at addressing specific marketing targets such as customer segmentation and behavior analysis. This aligns with the tactical level of decision-making where strategic goals are interpreted into actionable targets.",scopus-k-means,10,70,Customer-oriented benefit segmentation: An integrated approach,2014
"Category management (CM) plays an increasingly important role in retailing management, as it aids retailers to increase their core competitiveness, maximise profits and ensure a good long-term customer relationship. This technique has been successfully applied to diverse large manufacturers and wholesale retailers. However, it remains a challenging task to directly employ the CM technique in convenience store (CVS) chain(s). This is because CVS chains are often distributed in a variety of areas, each store has impulsive consumers, and the traditional market segmentation attributes (e.g. consumer age, salary, and background) are difficult to collect under such circumstances. This makes it impractical to apply one general CM solution to all CVS chains. Hence, it is crucial to segment a market region and then apply customised CM solutions to the corresponding segments. This paper presents an innovative market segmentation model which is driven by category-role (CR), for the first time, to support CM in CVS chains. A new similarity measure (named HCsim()) and an improved weighted fuzzy K-means clustering algorithm (WFKM) are developed in an effort to cluster the CVSs. The usefulness and applicability of this study is illustrated by means of an empirical study to provide marketing strategy decision support. The derived results are also discussed and compared with existing methods. © 2013 Elsevier B.V.",Han S.; Ye Y.; Fu X.; Chen Z.,Tactical,10.1016/j.dss.2013.09.017,Category management; Convenience store chain management; Market segmentation; Strategic decision support,0.0,,10,0,Elsevier B.V.,"The abstract discusses the implementation of a customized category management solution for convenience store chains, emphasizing the segmentation of market regions and the application of specific marketing strategies. This aligns with tactical decision-making, where strategic goals are translated into specific targets and actions.",scopus-k-means,20,70,Category role aided market segmentation approach to convenience store chain category management,2014
"Purpose: The purpose of this paper is to propose a new RFM model called length, recency, frequency, monetary and periodicity (LRFMP) for classifying customers in the grocery retail industry; and to identify different customer segments in this industry based on the proposed model. Design/methodology/approach: This study combines the LRFMP model and clustering for customer segmentation. Real-life data from a grocery chain operating in Turkey is used. Three cluster validation indices are used for optimizing the number of groups of customers and K-means algorithm is employed to cluster customers. First, attributes of the LRFMP model are extracted for each customer, and then based on LRFMP model features, customers are segmented into different customer groups. Finally, identified customer segments are profiled based on LRFMP characteristics and for each customer profile, unique CRM and marketing strategies are recommended. Findings: The results show that there are five different customer groups and based on LRFMP characteristics, they are profiled as: “high-contribution loyal customers,” “low-contribution loyal customers,” “uncertain customers,” “high-spending lost customers” and “low-spending lost customers.” Practical implications: This research may provide researchers and practitioners with a systematic guideline for effectively identifying different customer profiles based on the LRFMP model, give grocery companies useful insights about different customer profiles, and assist decision makers in developing effective customer relationships and unique marketing strategies, and further allocating resources efficiently. Originality/value: This study contributes to prior literature by proposing a new RFM model, called LRFMP for the customer segmentation and providing useful insights about behaviors of different customer types in the Turkish grocery industry. It is also precious from the point of view that it is one of the first attempts in the literature which investigates the customer segmentation in the grocery retail industry. © 2017, © Emerald Publishing Limited.",Peker S.; Kocyigit A.; Eren P.E.,Tactical,10.1108/MIP-11-2016-0210,CRM; Customer relations; Customer segmentation; Grocery retail industry; Marketing strategy; RFM model,5.0,,15,0,Emerald Group Publishing Ltd.,"The abstract describes a study that proposes a new model for customer segmentation and clustering, which aligns with interpreting strategic goals into specific targets and structured decision-making processes. It also discusses practical CRM and marketing strategies based on customer profiles, indicating tactical applications.",scopus-k-means,10,70,LRFMP model for customer segmentation in the grocery retail industry: a case study,2017
"This study focuses on the regional tourism market around Buffalo, NY to investigate the relative importance of city brand and other city attributes in tourists' decision making about where to visit for a short weekend trip. A content analysis was used to identify the four competitor cities of Buffalo and the key attributes that the cities possess to attract tourists in the regional driving tourism market. Within the context of destination choice-sets model, the relative importance of the key attributes including city brands was investigated through a choice-based conjoint analysis. Shopping opportunities was found as the most important attribute, followed by restaurant/food, culture/festivals, sports, nature-based attractions, and city brand. Based on the relative importance of the attributes at an individual level, three distinctive tourist segments-Food and Shopping Lovers, City-Driven Do-It-All Tourists, and Cultural Tourists-were generated from a K-means cluster analysis. Different city attribute profiles were identified for those five cities. Implications and suggestions were presented to promote more efficient marketing efforts for regional tourism destinations. © 2013 Copyright Taylor and Francis Group, LLC.",Huang C.; Oh K.; Zhang Q.; Choi Y.-J.,Tactical,10.1080/10548408.2013.827544,choice-sets model; city brand; conjoint analysis; destination branding; Regional tourism market,5.0,,15,0,,"The study analyzes specific attributes influencing tourist decisions, which can be directly applied to marketing strategies and campaigns for regional tourism destinations. It interprets strategic goals into actionable insights for targeting different tourist segments, making it fit within the tactical level.",scopus-k-means,10,70,Understanding the City Brand in the Regional Tourism Market Among College Students,2013
Brand equity measurement is the premise and basis for enterprises to formulate brand strategies and to plan marketing activities. The difficulty of measuring brand equity has been a problem that has plagued the industry for many years and needs to be solved due to the many models miscellaneous methods difficulties in unification and insensitivity of brand equity measurement. Brand equity measurement can be operated from finance market and consumer perspectives while marketers often measure brand equity from a consumer perspective as they focus on brand communication and sales issues. Traditional approaches for brand equity measurement mainly utilize consumer surveys a major limitation of which is that the respondents are highly susceptible to the influence of research instruments such as survey design and intention of the researchers. Additionally survey respondents may be unable or unwilling to express the actual hidden opinions. Traditional approaches are also limited for low efficiency in data collection which leads to delayed reporting high cost and insensitive results and therefore they may be difficult to provide timely information for marketing decisions. With the diffusion of social media consumers are provided with a greater ability to express their opinions freely on social networks. Clothing consumers in particular appear highly active on social media largely because clothing products can provide a lot of worthy topics for social conversations. In this background social listening which monitors naturally occurring brand-related consumer conversations on social networks provides an alternative data source for brand equity measurement for clothing brands. To address the problems of slow response time high cost and insensitive results of traditional brand equity measurement methods the research proposes and validates a method of measuring apparel brand equity based on social listening data by taking into account the characteristics of apparel brands. The proposed method applied consumer-based brand equity framework to social listening data which was obtained with web crawling technologies. The research first developed a framework of seven dimensions of brand benefits for clothing brands based on Keller's brand equity theory which involves brand benefits association in brand image. The seven dimensions include expertise quality aesthetics entertainment social identity fashionability and individuality. The research utilized Sina Weibo as the source of social listening data and selected brand N a leading international sports wear brand as the case to illustrate the proposed approach. Using a web crawling technology the research obtained a total of 54 360 consumer conversations of this brand on Sina Weibo for the year of 2021 involving 5 032 samples and 49 328 pieces of full data. Next the research used the keyword extraction algorithm of LDA topic model to process and purify the unstructured social listening data to establish a thesaurus for the brand benefit dimensions. The research repetitively performed the LDA algorithm four times using samples of the full data to ensure the thesaurus was complete and 1 600 pieces of data were extracted. The study concluded that the re-emergence of new words had an impact of less than 1. 41% on the brand interest keyword lexicon indicating that the lexicon was largely saturated. The resulting thesaurus included 28 keywords for the expertise dimension 12 for quality 17 for aesthetics 21 for entertainment 24 for social identity 14 for fashionability and 14 for individuality. Lastly the TF-IDF text similarity algorithm was used to calculate the similarity between the thesaurus of each dimension and the full data of social conversations to achieve the measurement of brand equity for the case brand. Innovation in this research are three folds. First the research designed and validated a new approach to measure clothing brand equity which may overcome the limitations of the existing approaches. Second it established a set of indicators of clothing brand equity which can be used for future research. Third it provided a solution to processing unstructured data in natural languages. The results showed that in 2021 consumers were highly concerned of social identity of the case brand its brand equity was influenced by the Xinjiang Cotton event which created tremendous number of conversations about the brand on social networks. In conclusion brand benefits in brand equity which marketers are highly concerned of can be extracted from social listening data. The proposed approach based on social listening data which are often dynamic may overcome the limitations of traditional methods in cost efficiency granularity and measurement sensitivity. In terms of methodology the keyword extraction algorithms such as LDA can be used to construct thesaurus of brand benefit dimensions and text-similarity algorithms can be used to provide quantitative assessment for the dimensions of brand equity. Previous research has shown that carefully planned efforts in enhancing brand equity can significantly improve marketing effectiveness. Emphasizing brand benefits during online shopping festivals or promotional events for instance can create greater consumer engagement with a brand enhance brand image in the minds of consumers and consequently improve consumers' willingness to buy. In future research the algorithms of the proposed approach can be further optimized by applying more cutting-edge machine learning techniques. For instance the algorithm in extraction of keywords and the accuracy of the algorithm for calculating text similarity have room for improvement to achieve more robust measurement of brand equity. © 2022 China Silk Association. All rights reserved.,Wei Y.; Song K.; Zhong Q.,Tactical,10.3969/j.issn.1001-7003.2022.09.009,brand benefits; brand equity measurement; clothing brand; LDA topic model; marketing effect; social listening; TF-IDF similarity,10.0,,20,0,China Silk Association,"The abstract discusses a method for measuring brand equity using social listening data, which interprets strategic goals (brand equity) into specific targets and methodologies (keyword extraction, text similarity). This aligns with tactical decision-making in marketing analytics and consumer engagement.",scopus-machine learning,20,50,Clothing brand equity measurement method based on social listening; [基于社会化聆听的服装品牌资产度量方法],2022
"Accurately predicting the sales trajectory of a product in its life cycle is critically important for firms’ medium- and long-term planning. Because classic product-diffusion models such as the Bass model consider only initial product purchases, they are ill-fitted for sales prediction for today’s technology products with a shorter life cycle and frequent repeat purchases or subscription renewals. Despite the long tradition of product diffusion research, there exists no viable model option when repeat purchases constitute a large proportion of product sales. The present study introduces a new sales growth model, termed the generalized diffusion model with repeat purchases (GDMR), to fill this void. The GDMR formulates the growth rate of sales using a noninteger-order integral equation rather than the integer-order differential equation typically adopted in existing diffusion models. The GDMR is parsimonious and easy to implement. Empirical results show that the GDMR fits sales data with varying proportions of repeat purchases quite well, making it suitable for predicting sales of a wide variety of products. In addition, the GDMR can be extended to incorporate marketing mix variables, thus enhancing its applicability in business decision making. Furthermore, using both real and simulated data, we show that the GDMR can reliably recover a product’s adoption trend using only sales data, thus cementing its theoretical validity and empirical effectiveness. Finally, we show that the GDMR is superior to generic time series and machine learning models in predicting future product sales. 2022 INFORMS.",Lotfi A.; Jiang Z.; Lotfi A.; Jain D.C.,Strategic,10.1287/isre.2022.1131,diffusion of innovations; fractional calculus; multiunit ownerships; repeat purchases; replacements,5.0,,5,0,INFORMS Inst.for Operations Res.and the Management Sciences,"The abstract discusses the development of a new sales growth model to predict long-term sales trajectories, which aligns with strategic planning aimed at defining organizational goals and adapting to changing market conditions.",scopus-machine learning,60,30,Estimating Life Cycle Sales of Technology Products with Frequent Repeat Purchases: A Fractional Calculus-Based Approach,2023
"Purpose: Two valuable pieces of information – reviews and their corresponding numerical ratings – are accessible to potential customers before they make a purchasing decision. An extensive body of marketing literature has scrutinized the influence of customers’ reviews by linking such aspects as the volume and valance of reviews with product sales and customers’ purchase intention. The aim of this study, for which dual coding theory was used, was to understand the relationship between reviews and their corresponding numerical ratings. Design/methodology/approach: The authors used the latent Dirichlet allocation technique to categorize customers’ reviews. The present findings contribute to the literature by showing the underlying mechanisms that customers use to interpret reviews and associate them with numerical ratings. Findings: The gradient boosted decision tree model demonstrates that non-abstract-dominant reviews (reviews mainly consist of tangible objects, actions, events or affective words) are significant predictors of their corresponding numerical ratings. However, abstract-dominant reviews (i.e. those consisting primarily of intangible objects, events or actions) cannot predict their associated numerical ratings. Originality/value: The present findings contribute to the literature by showing the underlying mechanisms that customers use to interpret reviews and associate them with numerical ratings. © 2022, Emerald Publishing Limited.",Poushneh A.; Rajabi R.,Tactical,10.1108/JCM-09-2020-4114,Customer review; Dual coding theory; Gradient boosted decision tree; LDA; Machine learning; Online customer review; Online text reviews; Topic modeling,5.0,,15,0,Emerald Group Holdings Ltd.,"The abstract discusses the relationship between customer reviews and numerical ratings, indicating an analysis that can inform marketing strategies and decisions such as purchase predictions and customer engagement. This aligns with tactical decision-making where strategic goals are interpreted into actionable targets.",scopus-machine learning,10,70,Can reviews predict reviewers’ numerical ratings? The underlying mechanisms of customers’ decisions to rate products using Latent Dirichlet Allocation (LDA),2022
"In this study, we aim to investigate the influence of the time spent reading product information on consumer behavior in e-commerce. Given the rapid growth of e-commerce and the increasing importance of understanding online consumer behavior, our research focuses on gaining a deeper understanding of customer navigation on e-commerce websites and its effects on purchasing decisions. Recognizing the multidimensional and dynamic nature of consumer behavior, we utilize machine learning techniques, which offer the capacity to handle complex data structures and reveal hidden patterns within the data, thereby augmenting our comprehension of underlying consumer behavior mechanisms. By analyzing clickstream data using Machine Learning (ML) algorithms, we provide new insights into the internal structure of customer clusters and propose a methodology for analyzing non-linear relationships in datasets. Our results reveal that the time spent reading product-related information, combined with other factors such as bounce rates, exit rates, and customer type, significantly influences a customer’s purchasing decision. This study contributes to the existing literature on e-commerce research and offers practical implications for e-commerce website design and marketing strategies. © 2023 by the author.",Necula S.-C.,Tactical,10.3390/bs13060439,clickstream data; clustering; e-commerce; Machine Learning; Principal Component Analysis,5.0,,15,0,MDPI,"The study focuses on analyzing consumer behavior data and its impact on purchasing decisions, which aligns with tactical decision-making in marketing and e-commerce strategies.",scopus-machine learning,10,70,Exploring the Impact of Time Spent Reading Product Information on E-Commerce Websites: A Machine Learning Approach to Analyze Consumer Behavior,2023
"Purpose: This is the first article to apply a machine learning approach to the analysis of time on market on real estate markets. Design/methodology/approach: The random survival forest approach is introduced to the real estate market. The most important predictors of time on market are revealed and it is analyzed how the survival probability of residential rental apartments responds to these major characteristics. Findings: Results show that price, living area, construction year, year of listing and the distances to the next hairdresser, bakery and city center have the greatest impact on the marketing time of residential apartments. The time on market for an apartment in Munich is lowest at a price of 750 € per month, an area of 60 m2, built in 1985 and is in a range of 200–400 meters from the important amenities. Practical implications: The findings might be interesting for private and institutional investors to derive real estate investment decisions and implications for portfolio management strategies and ultimately to minimize cash-flow failure. Originality/value: Although machine learning algorithms have been applied frequently on the real estate market for the analysis of prices, its application for examining time on market is completely novel. This is the first paper to apply a machine learning approach to survival analysis on the real estate market. © 2024, Emerald Publishing Limited.",Cajias M.; Freudenreich A.,Tactical,10.1108/JPIF-09-2023-0083,Decision tree; Housing; Machine learning; Random forest; Residential; Time on market,5.0,,15,0,Emerald Publishing,"The abstract discusses how machine learning can be applied to analyze time on the market in real estate, revealing important predictors that can inform decisions related to real estate investment and portfolio management. This aligns with tactical decision-making where strategic goals are turned into actionable insights and targets.",scopus-machine learning,10,70,What are tenants demanding the most? A machine learning approach for the prediction of time on market,2024
"Purpose: Online reviews are regarded as a source of information for decision-making because of the abundance and ready availability of information. Whereas, the sheer volume of online reviews makes it hard for consumers, especially the older adults who perceive more difficulties in reading reviews and obtaining information compared to younger adults, to locate the useful ones. The main objective of this study is to propose an effective method to locate valuable reviews of mobile phones for older adults. Besides, the authors also want to explore what characteristics of the technology older adults prefer. This will benefit both e-retailers and e-commerce platforms. Design/methodology/approach: After collecting online reviews related to mobile phones designed for older adults from a popular Chinese e-commerce platform (JD Mall), topic modeling, term frequency-inverse document frequency (TF-IDF), and linguistic inquiry and word count (LIWC) methods were applied to extract latent topics and uncover potential dimensions that consumers frequently referred to in their reviews. According to consumers' attitudes towards different popular topics, seven machine learning models were employed to predict the usefulness and popularity of online reviews due to their excellent performance in prediction. To improve the performance, a weighted model based on the two best-performing models was built and evaluated. Findings: Based on the TF-IDF, topic modeling, and LIWC methods, the authors find that older adults are more interested in the exterior, sound, and communication functions of mobile phones. Besides, the weighted model (Random Forest: Decision Tree = 2:1) is the best model for predicting the online review popularity, while random forest performs best in predicting the perceived usefulness of online reviews. Practical implications: This study’s findings can help e-commerce platforms and merchants identify the needs of the targeted consumers, predict reviews that will get more attention, and provide some early responses to some questions. Originality/value: The results propose that older adults pay more attention to the mobile phones' exterior, sound, and communication function, guiding future research. Besides, this paper also enriches the current studies related to making predictions based on the information contained in the online reviews. © 2022, Emerald Publishing Limited.",Shou M.; Bao X.; Yu J.,Tactical,10.1108/ITP-12-2021-0930,E-marketing; Information management; Information society; Online shopping; Quantitative method; Text analysis,5.0,,15,0,Emerald Publishing,"The study focuses on applying methods to extract and predict the usefulness of online reviews, which aligns with interpreting strategic goals into actionable targets. It aims at enhancing user experience and decision-making for older adults in the context of mobile phone reviews, indicating structured decision-making processes.",scopus-machine learning,10,70,Predictions on usefulness and popularity of online reviews: evidence from mobile phones for older adults,2023
