Abstract,Authors,Classification,DOI,Keywords,Not Identified,Not identified,Operational,Out of Scope,Publisher,Reasons,Source,Strategic,Tactical,Title,Year
"Several factors have contributed to a downward trend in postgraduate education enrollment in Vietnamese higher education. Understanding postgraduate students’ university choice criteria is crucial for developing effective marketing strategies in higher education settings. The purpose of this study was to investigate postgraduate students’ perceptions of their university choices and to evaluate the correlations between their marketing and communication, social support, and economic factors and their university choices. A survey consisting of 401 questionnaires and 05 semi-structured interviews was conducted at some of the most prestigious multidisciplinary universities in Ho Chi Minh City, Vietnam. The findings reveal that postgraduate students generally show a high degree of agreement in their university choice decisions. Additionally, differences in demographic characteristics, such as family income and father's education, were found to influence their preferences. Furthermore, the study suggests that marketing and communication, social support, and economic factors have varying and significant impacts, both positive and negative, on their decisions. The results of this study hold theoretical and practical implications for Vietnamese higher education. Recommendations for university administrators and other stakeholders are also discussed. © (2023) by Cherkas Global University.",Duong M.-Q.; Le T.-P.; Bach T.-N.-D.; Le M.-T.,Tactical,10.13187/ejced.2023.4.1198,economic factor; marketing and communication; social support; university choice decision; Vietnamese postgraduate student,5.0,,15,0,Cherkas Global University Press,"The study investigates specific factors influencing postgraduate students' university choices, which aligns with tactical decision-making in interpreting strategic goals into actionable targets and structured decisions.",scopus-recommendation,20,60,"Vietnamese Postgraduate Students’ Choices for Higher Education: Exploring How Marketing and Communication, Social, and Economic Factors Influence Their Decision-Making",2023
"This study unpacks how a person’s multiple identities affect their decision making when selecting a tourism destination. We propose that different aspects of identity yield distinct yet competing emotions. For instance, perceived social audience admiration combined with animosity might produce ambivalence, leading to greater decision-making uncertainty. Findings show that tourists with greater ambivalence towards particular destination countries are more likely to cancel or postpone their travel decisions. Additionally, the destination country’s economic development and a tourist’s pursuit of material happiness interact as moderators in the relationships between identities, emotions, and travel intention. Recommendations are provided for tourism product development and marketing communications for destination countries. © 2022 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",Yu Q.; Huang Y.-A.; Li X.; Ren Z.,Tactical,10.1080/13683500.2022.2077180,ambivalence; emotions; Multiple identities; travel intention,5.0,,10,5,Routledge,"The abstract discusses the decision-making process of tourists influenced by their identities and emotions when selecting travel destinations, which aligns with tactical decision-making in marketing that involves specific targeting and consumer behavior analysis.",scopus-recommendation,15,65,To go or not to go: multiple identities and the effects of ambivalence,2023
"It is already a fact that young people are addicted to social networks, particularly, generation Z. This social-savvy netizen uses social networks extensively to engage with socially connected people, but also actively interacts with online retailers and brands through social networks. This suggests that generation Z consumers seamlessly involve their connected social community to obtain reviews and recommendations, and then use this information to guide their purchasing decisions. This study argued that desire is the leading predictor influence online social shopping purchase intention. We applied the Model of Goal-directed behaviour to examine the influence of social desire and commercial desire on online social shopping purchase intention. At the same time, it attempts to examine whether social desire and commercial desire play a mediator role. This study, which is confined to Kuala Lumpur and Selangor, focuses on generation Z consumers aged 17 to 26 years old. A total of 288 samples were collected using the purposive sampling technique and analysed using the partial least square structural equation modelling (PLS-SEM) technique. The findings revealed that social attitude influences social desire and commercial attitude influenced commercial desire. Lastly, online social shopping purchase intention was influenced by both social desire and commercial desire. It indicates that both social desire and commercial desire play a mediating role. The results provide valuable insight for online social retailers, online social shopping platform operators, and marketers to develop a balanced social marketing strategy and to entice online social shopping purchase intention through social and commercial activity engagement. © 2023 Journal of Applied Structural Equation Modeling.",Leong T.K.; Huam H.T.,Tactical,10.47263/JASEM.7(1)05,Commercial attitude; Commercial Desire; Model of Goad-directed Behaviour; Online Social shopping purchase intention; Social attitude; Social Desire,5.0,,15,0,Sarawak Research Society,"The study focuses on understanding the factors influencing online social shopping purchase intention among generation Z consumers. It provides insights that can be applied to specific marketing strategies and campaigns, making it more tactical in nature.",scopus-recommendation,10,70,DO SOCIAL AND COMMERCIAL DESIRES INFLUENCE THE PURCHASING INTENTIONS OF GENERATION Z IN ONLINE SOCIAL SHOPPING?,2023
"Purpose: The growth in social content such as video facilitates consumer exposure to social information at e-tail settings. Research has recommended enhancing the e-store socialness. Focusing on focal consumer outcomes (flow and purchase intentions), the current research delineates a boundary condition, proposing that e-tail socialness improves outcomes when the consumer interdependent self, rather than the independent self, is activated. Design/methodology/approach: The experimental approach is employed to test the research thesis. Two experiments (N1 = 303 Females 42.4%; N2 = 387 Females 51.4%) that used different manipulation for socialness and sample frames (USA and Canadian) are performed. Analysis of variance was applied. Findings: The results generally support the research thesis, suggesting that e-tail socialness enhances consumer flow and purchase intentions when the interdependent self is activated. The effect, however, is marginal for segments with high brand preference. Practical implications: As more information increase overload and reduce decision quality, e-tail practitioners should focus on providing social information predominately for consumers whose interdependent self is activated. This recommendation is particularly relevant for segments with low brand preference. Originality/value: So far, studies recommend enhancing the e-store socialness, or increasing the social volume, to achieve better outcomes. Such research stream is giving rise to the “social is better in e-tail” conventional wisdom. The current work contributes by delineating a boundary condition based on consumer self-construal. This work suggests that the use of online socialness is fruitful predominantly for interdependent consumers. © 2023, Emerald Publishing Limited.",Aljukhadar M.; Senecal S.,Tactical,10.1108/BJM-10-2022-0397,Digital marketing; E-store socialness; Etsy; Flow; Purchase intentions; Social cues,5.0,,15,0,Emerald Publishing,"The abstract focuses on enhancing e-tail socialness to improve consumer outcomes like flow and purchase intentions, which aligns with tactical decision-making aimed at achieving specific marketing targets.",scopus-recommendation,10,70,Consumer self-construal modulates the relevance of E-tail socialness,2023
"PURPOSE: The main purpose of this qualitative study was to explore tech start-up failures in Sri Lanka to emerge themes that explain the critical factors that are impacting failures of Sri Lankan tech start-ups and also to identify recommendations that could help evade those factors. The paper also presents the finding to enrich tech entrepreneurs to build their strategies with an understanding of factors that leads to failure and to make well-educated decisions. METHODOLOGY: The study is based on a qualitative research approach that helps to present findings in a theoretical way. A phenomenological analysis has been used to identify, understand, and analyze the phenomena of tech start-up failures. Twelve start-up leaders participated in this study and shared their lived experiences of tech start-up failures in Sri Lanka. Interviews were conducted with them based on twelve interview questions and twelve core themes emerged based on the participants’ lived experiences. In analyzing data, the modified Van Kaam approach was used, utilizing a seven-step framework that considers the structural and textual aspects of experiences, as well as the perceptual characteristics of the phenomenon. FINDINGS: The themes answered the key research question of the study: What are the critical factors that are impacting on failures of tech start-ups in Sri Lanka? The cause of tech start-up failures according to the current study varied including, financial uncertainty, no market research, no product–market fit, paranoid behaviors of innovators, lack of timely response to changing conditions, and location of the venture. IMPLICATIONS: The paper concisely presents twelve critical reasons for tech start-up failures. The results of the research will enable Sri Lankan tech start-ups to identify key factors of failure for the growth of their surviving strategies. Identifying secret obstacles in the industry helps entrepreneurs prepare for pitfalls and provides guidelines for policymakers to make informed choices when implementing national policies. More importantly, it has been discovered that the major areas that require more attention are leadership, funding, marketing, and innovation. Finally, four groups of recommendations have been discussed under financing, market research, leadership, and inventors. ORIGINALITY AND VALUE: The comparison of the current study themes with the findings of related studies is inconclusive because the literature on tech start-up failures in other countries and in Sri Lanka is minimal. Some of the themes align with the findings of research conducted in other countries, although there were some themes that were explored uniquely. © 2023, Cognitione Foundation for the Dissemination of Knowledge and Science. All rights reserved.",Wimal K.; Ajendra S.,Strategic,10.7341/20231932,critical success factors; entrepreneurship; software start-up; start-up failure; survival strategies; tech entrepreneur; technology start-up,5.0,,10,0,Cognitione Foundation for the Dissemination of Knowledge and Science,"The study focuses on understanding the critical factors affecting tech start-up failures in Sri Lanka, which aligns with long-term organizational goals and strategies for survival and growth. It provides recommendations for leaders and policymakers, indicating a strategic approach to addressing failures.",scopus-recommendation,60,25,A phenomenological exploration of technology start-up failure in Sri Lanka,2023
"Small and medium enterprises (SMEs) are the lifeline for economic growth in both developed and emerging markets; however, they continue to face growth challenges. Theoretically, SMEs are major contributors to employment creation, wealth generation and poverty alleviation. Literature shows that SME sustainability is affected by a variety of variables, including reputation. The article seeks to analyse the relationship between SME entrepreneurial marketing, described as customer intensity and proactiveness, and overall performance, associated with consumer reputation, in emerging markets. Three hypotheses were generated from literature review, and they were tested through empirical data collected from Manicaland Province SMEs. The hypotheses relate to the linkages between entrepreneurial marketing and overall SME performance. A total of 190 entrepreneurs operating SMEs in Manicaland Province were surveyed. Through convenience sampling, entrepreneurs who employ a minimum of five people were selected from all the districts of Manicaland Province. Factor analysis and structural equation modeling were used to test the three hypotheses. The article finds that two dimensions of entrepreneurial marketing impact on overall SME performance. Three strategic recommendations arise from this article that may improve the impact of entrepreneurship marketing on the performance of SMEs, and they are detailed under the last section. Together, the three strategic recommendations imply that SMEs marketing has to rely on research in order to: gain understanding of determinants and outcomes of international entrepreneurship and innovation; analyse possible matrices of strategic approaches to international entrepreneurship management in decision-making; and exploit the potential for using corporate social behaviour as a niche for gaining competitive advantage for sustainable development. © Journal of Global Business and Technology.",Mutanho D.; Shumba T.,Strategic,,Emerging Markets; Entrepreneurship; Marketing; Small and Medium Enterprises; Zimbabwe,5.0,,10,0,"Global Business and Technology Association, Inc.","The abstract discusses the long-term implications of entrepreneurial marketing on SME performance, indicating a focus on strategic goals and planning for sustainable development in emerging markets.",scopus-recommendation,60,25,"IMPACT OF ENTREPRENEURIAL MARKETING ON OVERALL SME PERFORMANCE IN MANICALAND PROVINCE, ZIMBABWE",2024
"The considerable marketing potential brought by the rapid growth of social media has been extensively examined in the literature, particularly in terms of the impact of influencers' recommendations on their followers' decisions. However, little attention has been given to how the individual influencers' use of multiple social networking sites affects their followers' behavioral intentions. Hence, this academic gap warrants further exploration. Drawing on cue consistency theory, social identity theory, and stimulus-organism-response framework, this research proposes three research questions and constructs an integrated research model to explore how the influencers' cue consistency affects the social identification of their followers, subsequently influencing their behavioral intentions. A structural equation modeling technique is performed to analyze the data of 510 valid respondents. The findings show that influencers' consistent cues (i.e., information and image consistency) across social media have positive impacts on followers' cognitive and affective identification toward the influencers. Furthermore, the determinants for followers' purchase intention and electronic word-of-mouth intention are affirmed to serve as both cognitive and affective identification. Especially, the results indicate that the relationships between followers’ social identifications and behavioral intentions are moderated by the type of influencer (i.e., lifestyle vs. review). Accordingly, the results indicate how the use of multiple social networking sites by influencers impacts the behavioral intentions of their followers. The findings offer new insights into influencer marketing and provide important lessons for marketers. © 2023 Elsevier Ltd",Hsieh J.-K.,Tactical,10.1016/j.jretconser.2023.103397,Cue consistency theory; Influencer marketing; Multi-SNS usage; Social identity theory; Social networking site (SNS); Stimulus-organism-response (S-O-R) model,5.0,,15,0,Elsevier Ltd,"The research explores the impact of influencers' consistent cues on followers' behavioral intentions, which aligns with tactical marketing decisions. It focuses on structured decisions such as understanding user engagement and purchase intentions influenced by marketing strategies.",scopus-recommendation,10,70,The impact of influencers' multi-SNS use on followers’ behavioral intentions: An integration of cue consistency theory and social identity theory,2023
"This study revealed two different sets of push and pull factors affecting the medical travel decision process of two groups of mainland Chinese to Hong Kong, including potential and experienced medical tourists. The relations between identified factors and their willingness of personal visit and recommendation were also investigated. Regarding the recommendation intention, interpersonal acquisition and personal needs satisfaction are mostly considered by travelers in psychological level while recognized high medical reception capacity and quality are also prioritized in the pull aspect. However, local medical service constraints, perceived quality of medical experience shaped by healthcare suppliers, and destination attributes determine the two groups' responses to personal visit intention. Besides, the advantages of developing medical tourism in Hong Kong are implicated as can-be-perceived unique cultural attribute, mass tourism fame as medical tourism development basis, and reputation for high-quality care formed with unintentional or deliberate promotion from third parties and various marketing channels. © 2024 The Authors. International Journal of Tourism Research published by John Wiley & Sons Ltd.",Zhong X.; Chan C.-S.,Out of scope,10.1002/jtr.2615,health and medical care; medical destinations; medical tourism; medical travel motivations; push-and-pull motivational factors,0.0,,5,85,John Wiley and Sons Ltd,"The abstract primarily focuses on factors influencing medical travel decisions and quality of healthcare services, which are not related to marketing. It discusses healthcare services and medical tourism rather than marketing strategies or tactics.",scopus-recommendation,5,5,"Opportunities, challenges and implications of medical tourism development in Hong Kong",2024
"Whereas much research has looked at how recommendation systems influence online purchase intentions, this article illustrates the dual process model by which they occur. Using two studies, we fill the research void in interactive marketing by demonstrating how the dual processes of social proof and risk avoidance mediate the impact of recommendation labels on consumer decision-making contingent upon their level of involvement. Study 1 (n = 73), used a mixed-subjects design with a college student sample to demonstrate that both types of recommendation labels will lead to higher purchase intentions in an online setting. Most importantly, it provides evidence for the main effect of our theoretical model across different product categories. Study 2 (n = 160) provides support for our remaining four hypotheses by demonstrating the underlying process through which recommendation labels have a two-fold effect on purchase intentions. Specifically, the recommendation label increased the risk avoidance effect for high-involvement consumers and enhanced the social proof effect for low-involvement consumers. In both cases, the recommendation labels increased purchase intentions. Implications of our findings for theoretical and practical contributions and future directions are also explored. © 2022 Taylor & Francis Group, LLC.",Xu L.; Roy A.; Niculescu M.,Tactical,10.1080/15332861.2022.2049113,Low and high involvement; online purchase intention; recommendation label; risk avoidance; social proof,5.0,,15,0,Routledge,"The abstract discusses how recommendation systems affect consumer decision-making through specific mediators such as social proof and risk avoidance. This aligns with tactical decisions that interpret strategic goals into actionable targets, particularly in the context of marketing analytics and consumer engagement.",scopus-recommendation,20,60,A Dual Process Model of the Influence of Recommender Systems on Purchase Intentions in Online Shopping Environments,2023
"Purpose: There is much evidence in the literature showing the benefits of input market participation on farmers’ welfare. The same is true for participation in marketing. However, there are very few studies on the expected benefit of input market participation and marketing. This study fills this gap by examining the issue in the Senegalese context for food and cash crops. Design/methodology/approach: The authors estimate a multinomial endogenous switching regression using a highly detailed 2017 agricultural survey in Senegal. They first identify factors that shape farmers’ decision to participate in the input market and marketing and then assess the impact of market participation choices on farmers’ profits. Findings: The results show that the most profitable market participation regime depends on the crop under consideration. For food crops, joint participation in markets maximizes profit per hectare, while for groundnuts, the main cash crop in Senegal, participation in the input market is not necessary to maximize farm profit. Research limitations/implications: Using panel data would improve the quality of estimations (time-variant effects) and help to consider the role of risk in output and input markets. Originality/value: This paper helps to characterize different profiles of farmers based on their market participation and crop choices and provide policymakers with recommendations for maximizing farmers’ profit. © 2022, Emerald Publishing Limited.",Camara A.; Goundan A.; Henning C.; Savard L.; Beye A.,Tactical,10.1108/JADEE-08-2021-0201,Agricultural market participation; Farm household model; Multinomial endogenous switching regression,5.0,,15,0,Emerald Publishing,"The study offers insights into market participation strategies for farmers, which aligns with tactical decisions that interpret strategic goals into actionable targets focused on maximizing profits.",scopus-recommendation,20,60,Joint market participation choices of smallholder farmers and households’ welfare: evidence from Senegal,2023
