Abstract,Authors,Classification,DOI,Keywords,Not Identified,Not identified,Operational,Out of Scope,Publisher,Reasons,Source,Strategic,Tactical,Title,Year
"Despite the benefits that market segmentation could provide to marketers, it is uncertain to what extend market segmentation research informs decisions about marketing strategy in the tourism industry in Africa. The purpose of this paper is to appraise the incidence of market segmentation research in this context. Market segmentation is used to demarcate a broad market into smaller segments to enable the formulation of marketing strategies based on segment needs. A review of journal articles with market segmentation in the tourism industry in the African context as a focus area is provided. While research in this context is available, recommendations are made about possible market segmentation research focus areas in the tourism industry in an African context. © 2021",Visser H.,Strategic,10.46222/ajhtl.19770720.114,African context; market segmentation; Marketing strategy; research; tourism industry,5.0,,10,5,Africa Journals,"The abstract discusses the importance of market segmentation research in formulating long-term marketing strategies within the tourism industry in Africa. It aims to appraise how market segmentation informs strategic decisions, indicating a focus on the overarching goals and nature of marketing in this context.",scopus-recommendation,60,20,The Prevalence of Market Segmentation Research in the Tourism Industry in Africa,2021
"It has become a marketing trend for marketers to use influencers to advertise and sell products because influencers can affect the attitudes and decision-making of other social media users. Most previous research on influencer marketing has concentrated on its effectiveness as a promotional tool. In contrast, there have been limited studies on the influencer-social media user relationship. The relationship that influencers have with other social media users is the foundation for the success of influencer marketing. Therefore, it is critical to investigate the factors that affect the influencers’ relationships with other users. In accordance with the concept of information relevance, this study presents a model relating the various attributes of influencer-generated content with emotional attachment and information quality to examine the relationship between influencers and other social media users. The findings of a survey of 280 respondents indicate that the interestingness, novelty, reliability, and understandability of influencer-generated content can effectively increase users’ emotional attachment to influencers. Reliability and understandability can also have a significant positive impact on information quality. This eventually inclines social media users to follow or recommend influencers to others, which can increase the popularity of influencers. This study helps researchers and marketers advance their understanding of influencers’ relationships with other social media users and offers management-related recommendations for influencers and marketers. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.",Zhang X.; Choi J.,Tactical,10.3390/su14116676,emotional attachment; influencer marketing; information relevance; social media influencer,5.0,,15,0,MDPI,"The abstract discusses factors that influence the relationship between influencers and social media users, focusing on attributes of influencer-generated content and their impact on emotional attachment and information quality. This aligns with tactical marketing as it involves interpreting strategic goals into more structured decisions aimed at user engagement and enhancing influencer marketing effectiveness.",scopus-recommendation,10,70,The Importance of Social Influencer-Generated Contents for User Cognition and Emotional Attachment: An Information Relevance Perspective,2022
"Purpose: The aim of this study is to investigate the influence of sustainability certifications on consumer preferences. The study investigates whether product certifications have a significant influence on consumer preferences and examines which certificate groups work best from a marketer's perspective for matching the different consumer preferences. Design/methodology/approach: The study uses a quantitative survey approach, based on a conjoint analysis carried out in the Brazilian juice market. Findings: The results of 210 respondents indicate that the certifications chosen generally increase the evaluation of products. The effects, however, differ significantly between the three segments identified, especially between the two most important ones that have a combined market share of almost 90%. Our results show that demographic differences between the clusters are only marginal, as are the specific certification preferences, with a small advantage for organic certification. Research limitations/implications: The certificates chosen serve as an example that represents the various categories. The utility of similar certificates of the same category might be different. The scope of the research is also limited to the market for ready-to-drink juice. Practical implications: Using a dual targeting strategy, this study makes relevant recommendations for managing product certification. On the one hand, managers should consider a highly priced, certified product and, on the other, a low priced, uncertified product for satisfying identified demands. Decisions with regard to certification differentiation should mostly rely on the specific costs of the process because of limited consumer differentiation. Originality/value: This study contributes to the literature on the influence that product certification has on consumer preferences by adding to the matter of certificate choice, especially from a marketer's perspective. Resolving this issue is important for facilitating the choice of those certificates that contribute most toward increasing consumer preference. Little research has been conducted into different certification groups and categories or the joint appearance of their different labels. Most of the research being carried out is aimed at the food market in developed countries, particularly in North America and Europe. Research in an emerging economy, therefore, introduces new scientific insights. © 2020, Emerald Publishing Limited.",Prell M.; Zanini M.T.; Caldieraro F.; Migueles C.,Tactical,10.1108/MIP-12-2019-0616,Certification; Labeling; Product preference; Sustainability marketing; Sustainable certifications,5.0,,15,0,Emerald Group Holdings Ltd.,"The study focuses on how product certifications influence consumer preferences and offers recommendations for product pricing and certification strategies, which are tactical aspects of marketing decision-making.",scopus-recommendation,20,60,Sustainability certifications and product preference,2020
"Research of business interaction in marketing channels is often associated with the necessity to study the optimal business game scenarios, which provide the best implementation of enterprises business behavior strategies and maximize their profits. In such situati ons involvement of game-theoretic modeling apparatus in the process of determining key factors influencing profits formation of manufacturers and retailers, contributes to a better understanding of the cause and the effect relationships between the magnitude of profits, interpreted in the form of indicators of business strategies, and creates the prerequisites for finding ways of sharing joint profits in marketing channels. The purpose of study is to find optimal values in terms of channel members profits maximizing of the parameters of the advertising cost response function, in which the manufacturer and the retailer by agreement make decisions on the implementation of business game strategies, including pricing strategies and strategies for generating joint advertising costs. The paper presents a numerical experiment on the possible values of the parameters of the advertising cost response function, which takes into account the recommendations of the practice of enterprises functioning in distribution channels. Mathematical calculations have been made, which allow to build a model of cooperative game of the manufacturer and the retailer, based on the non-dimensional form of retail price values as well as values of joint advertising costs. The optimal solution of cooperative game, which within the numerical experiment is presented as the possible maximum values of profits of the manufacturer, the retailer and the vertical marketing channel, is made. The comparative analysis of the soluti ons of cooperative game and non-cooperative game, which involves the formation of Nash equilibrium, is given to determine the benefits of cooperative game model for both participants of the vertical marketing channel in terms of maximizing their profits and profit of the channel as a whole. The results obtained can be an information base for further calculations and comparisons of cooperative and non-cooperative models as interactions between participants of supply chains. In addition, the results of numerical simulations form the initial base for comparisons with other variants of cooperative game model, which involve changing a range and a step change of output values of the model. © 2020 IJSTR.",Danyliuk N.; Zhemba A.; Dyma O.; Sazonets O.; Kachan O.,Strategic,,Advertising cost response function; Business game strategy; Cooperative game; Nash equilibrium; Profit; Retail price; Transfer price,5.0,,10,0,International Journal of Scientific and Technology Research,"The abstract discusses the use of game-theoretic modeling to identify optimal business strategies for maximizing profits in marketing channels. This involves long-term planning and decision-making that aligns with strategic goals for manufacturers and retailers, rather than specific tactical or operational activities.",scopus-recommendation,60,25,The advantages of cooperative game model in enterprises interaction in vertical marketing channels by varying small values of parameters of the advertising cost response function,2020
"Based on the internationalization of higher education in the current global highly compet-itive education market, the current study aims to explore the factors affecting students in the selection of the country to continue their higher education. Following the mixed-method approach, the researchers collected data from international students studying in Germany and the United King-dom (UK). The qualitative phase identified six themes: academic, social, personal, financial, career, and marketing as the highly influential elements in students’ choice to study abroad. Empirical analyses indicate that students in both countries consider academic reputation as a dominant theme in the selection of country for HEI. However, noteworthy differences were identified in the subse-quent themes. Moreover, international students in Germany were found more satisfied with their choice of the country as compared to the students in the UK. This study provides valuable insights to the academic policymakers in the host and home countries concerning factors that pull and push students to study abroad. It also proposes recommendations to counter the brain drain element. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Abbas J.; Alturki U.; Habib M.; Aldraiweesh A.; Al-Rahmi W.M.,Strategic,10.3390/su131810065,Foreign education; Higher education; International students; Internationalization of higher education; Students’ decision; Study abroad,5.0,,10,5,MDPI,"The study explores long-term factors influencing international students' choice of study destination, reflecting strategic considerations for academic policymakers and institutions.",scopus-recommendation,60,20,Factors affecting students in the selection of country for higher education: A comparative analysis of international students in germany and the UK,2021
"Consumer-to-consumer (C2C) online reviews are important sources of information that help consumers decide which products and services to buy. Although C2C reviews in video format (e.g., on YouTube) have become increasingly popular, research remains focused primarily on textual reviews. This article emphasizes the importance of C2C video reviews in influencing consumer outcomes through parasocial interaction, a special—albeit one-sided—connection with reviewers. Interactivity and self-disclosure are suggested as online communication techniques reviewers can use to foster parasocial interaction with their viewers in a single encounter. Parasocial interaction is further established as a psychological mechanism that underlines the impacts of interactivity and self-disclosure on source credibility, leading to improved consumer purchase intentions. The authors also propose that strong parasocial interaction with reviewers exerts a particularly powerful influence on the purchase decisions of consumers who experience low levels of decision confidence, while arguing for the importance of C2C video reviews in guiding the decisions of various consumer groups. Research recommendations reveal how managers can encourage consumers to create and share video reviews on different platforms and offer guidance on the ways companies can foster parasocial interaction through firm-related marketing communications. © The Author(s) 2022.",Penttinen V.; Ciuchita R.; Čaić M.,Tactical,10.1177/10949968221102825,C2C reviews; interactivity; parasocial interaction; self-disclosure; video reviews,5.0,,15,0,SAGE Publications Ltd,The abstract discusses the influence of C2C video reviews on consumer purchase intentions and suggests communication techniques (interactivity and self-disclosure) that can be employed by reviewers. This aligns with the tactical decision level where strategic goals are interpreted into specific targets and actions.,scopus-recommendation,15,65,YouTube It Before You Buy It: The Role of Parasocial Interaction in Consumer-to-Consumer Video Reviews,2022
"In-store displays aim to boost sales of both utilitarian and hedonic products. Noting typical differences in the information processing and purchase behavior evoked by these product types, and building on congruency theory principles, the authors propose that different types of in-store displays (i.e., island, end-of-aisle, or shelf signage) are more appropriate for utilitarian versus hedonic products, and the use of price or product promotions might reinforce these effects. With a database that combines three data sources (scanner, observational, and survey), this article presents an analysis of a market share model at the SKU level. The results confirm that in-store displays have differential effects on sales, depending on their characteristics; congruency between the decision-making process of utilitarian versus hedonic products and the characteristics of in-store display types moderates their effectiveness in terms of SKU sales. Shelf signage strongly increases the sales of utilitarian products, whereas island and end-of-aisle displays increase sales of hedonic product categories more effectively. The use of congruent promotions creates synergistic influences that reinforce these effects. In particular, price promotions improve the impact of shelf signage on utilitarian products, and product promotions strengthen the impacts of island and end-of-aisle displays on hedonic products. These results extend prior research on in-store marketing actions and the nature of utilitarian versus hedonic products, as well as providing recommendations for retailers and manufacturers seeking to optimize their retail space and commercial budgets. © 2020 New York University",Garrido-Morgado Á.; González-Benito Ó.; Martos-Partal M.; Campo K.,Tactical,10.1016/j.jretai.2020.10.005,Congruency principle; Dual information processing mode; Hedonic product; In-store display; Utilitarian product,5.0,,15,0,Elsevier Ltd,"The abstract discusses the effects of in-store displays on sales of utilitarian and hedonic products, focusing on specific marketing tactics such as display types and promotions. These decisions are more structured and aligned with interpreting strategic goals into actionable marketing tactics.",scopus-recommendation,10,70,Which Products are More Responsive to In-Store Displays: Utilitarian or Hedonic?,2021
"Purpose: Earlier work has suggested that assumptions, values and beliefs about the importance of cooperating with competitors (a coopetition-oriented mindset) should manifest into behavioural forms of coopetition, such as resource and capability-sharing activities. Yet, limited research surrounds the complexities of this link. The purpose of this study is to unpack the relationship between a coopetition-oriented mindset and coopetition-oriented behaviours under the moderating roles of industry experience and degree of internationalization, guided by resource-based theory and the relational view. Design/methodology/approach: The chosen empirical context was the Canadian wine industry because wine producers are often involved in coopetition strategies and have varying degrees of internationalisation. Preliminary interview data were collected from 18 managers to shape the operationalisations. Then survey data were collected from 195 Canadian wine producers. After checking the statistical data for all major assessments of reliability and validity (together with common method variance), the hypothesised and control paths were tested through hierarchical regression. Findings: A coopetition-oriented mindset had a positive and significant association with coopetition-oriented behaviours. Surprisingly, this link was negatively moderated by industry experience. Additionally, degree of internationalisation yielded a positive moderation effect. These moderators highlight situations where a coopetition-oriented mindset is (and is not) likely to manifest into coopetition activities. Practical implications: If firms aim to engage in behavioural forms of coopetition, they should manage assumptions, values and beliefs associated with the advantages of collaborating with their competitors. Industry experience can limit the extent to which business’ coopetition-oriented mindsets manifest into coopetition-oriented behaviours. This could be explained by decision makers possessing information that discourages them from working with certain (untrustworthy) rivals because of the potential harmful effects on their performance. Companies should use their industry experience to avoid working with rival entities that will create negative outcomes, such as tensions (e.g., conflict, power imbalances and opportunistic behaviours), lost intellectual property and diluted competitive advantages. Nonetheless, industry experience might signify that there are more risks than rewards linked with these business-to-business marketing strategies. Higher levels of internationalisation can help firms to recognise that coopetition-oriented behaviours may lead to performance-enhancing opportunities in their overseas markets. Originality/value: This investigation contributes to the business-to-business marketing literature with new evidence on how organisations can foster a coopetition-oriented mindset to engage in coopetition strategies. The negative moderation effect from industry experience highlights that knowledge of competitors’ activities can limit the extent to which coopetition-oriented behaviours are implemented. Moreover, the positive interaction effect from degree of internationalisation extends the growing body of knowledge pertaining to coopetition in an international arena. Collectively, these results show that while a coopetition-oriented mindset is a critical driver of coopetition-oriented behaviours, there are certain contingencies that can strengthen or weaken this association. Finally, by integrating resource-based theory and the relational view, this paper could explore the different forms of coopetition, in terms of organisation-wide mindsets and firm-level behaviours. This paper concludes with some managerial recommendations, alongside a series of limitations and avenues for future research. © 2020, Emerald Publishing Limited.",Crick J.M.,Strategic,10.1108/JBIM-03-2020-0165,Coopetition-oriented behaviours; Coopetition-oriented mindsets; Degree of internationalisation; Industry experience; Relational view; Resource-based theory,5.0,,10,0,Emerald Group Holdings Ltd.,"The abstract discusses the relationship between a coopetition-oriented mindset and behaviours, focusing on how these concepts can influence long-term strategies in business, particularly in the context of the Canadian wine industry. It emphasizes the importance of managing assumptions, values, and beliefs to engage in coopetition, which aligns with strategic planning.",scopus-recommendation,60,25,Unpacking the relationship between a coopetition-oriented mindset and coopetition-oriented behaviours,2021
"Purpose: This study investigates how Danmu (danmaku) technological features (DTFs) of recommendation vlogs (rec-vlogs) impact consumer experiences and decisions. Design/methodology/approach: The authors adopt the partial least squares structural equation modeling (PLS-SEM) technique with a sample of 422 viewers of Danmu-enabled rec-vlogs to examine the proposed model. Findings: The DTFs positively affect consumer loyalty intentions through the mediation of social presence and immersion. Also, vlogger-product congruency significantly moderates the relationship between social presence and immersion. Originality/value: With the increasing popularity of vlogs, retailers have adopted the vlog as a new marketing channel to connect with consumers. Although a growing body of studies focuses on this phenomenon, little is known about how DTFs help to increase consumer loyalty toward using rec-vlogs as product information sources. Anchored on the stimulus–organism–response framework, this study investigates how pseudo-synchronicity, Danmu-content congruency and parallelism, three DTFs used in rec-vlogs, impact consumer experiences of social presence and immersion, eventually influence the consumers' loyalty intentions toward rec-vlogs. The authors also examine whether the effect of social presence on immersion is contingent on vlogger-product congruency. These findings have implications for both researchers and practitioners to understand the effect of DTFs in the context of rec-vlogs. © 2021, Emerald Publishing Limited.",Yang T.; Yang F.; Men J.,Tactical,10.1108/ITP-01-2021-0008,Danmu technological features; Immersion; Loyalty intention; Recommendation vlog; Social presence; S–O–R framework; Vlogger-product congruency,5.0,,15,0,Emerald Group Holdings Ltd.,"The study focuses on examining the impact of Danmu technological features on consumer experiences and loyalty intentions, which aligns with tactical marketing decisions related to user engagement and personalization in vlogs.",scopus-recommendation,10,70,The impact of Danmu technological features on consumer loyalty intention toward recommendation vlogs: a perspective from social presence and immersion,2022
"This article explores the role of information in high risk consumer decision making. Forty-two qualitative interviews were undertaken with international non-EU postgraduates when making the high risk decision to study in a UK Business School. Prospective international postgraduates moved iteratively through the stages in Kuhlthau’s Information Search Process model and learnt from the search process they had undertaken in a continuous cyclical manner. Word-of-mouth recommendations were the most influential sources of information gathered, and online sources were perceived to be credible regardless of their origins. The perception of risk impacted the rigour of the information search process. An iterative decision making cycle model is proposed with Kuhlthau’s model and word of mouth information at its core, which reflects the connectedness of individuals in this digital era. This study provides new insights by combining both marketing and LIS models and extends Kuhlthau’s research into a new context. © The Author(s) 2022.",McNicholas C.; Marcella R.,Tactical,10.1177/01655515221124080,decision making; information behaviour; information search; information sources; postgraduate student,5.0,,15,0,SAGE Publications Ltd,"The abstract discusses the decision-making process of prospective international postgraduates, focusing on information sources and the iterative nature of their decision-making, which aligns with more structured and targeted tactical decisions in marketing.",scopus-recommendation,10,70,Information behaviour in high risk decision making: Study of international postgraduates,2022
