Abstract,Authors,Classification,DOI,Keywords,Not Identified,Not identified,Operational,Out of Scope,Publisher,Reasons,Source,Strategic,Tactical,Title,Year
"Smart assisted living technologies are often touted as the solution to the challenges associated with an ageing population. Viewing elderly consumers, their relatives, and technologies as comprising an assemblage, this article aims to understand how smart objects actively reshape the everyday practices in families with elderly consumers. Interviews with and observations of users of smart alarm systems indicate a stratification of the paired experiences of users and systems and identify a tension between enabling experiences of the elderly and constraining experiences of the relatives. This article contributes to views of families with elderly as assemblages by providing insights into joint and disjoint consumer experiences in multiple consumer-object assemblages, identity negotiations of the elderly and their relatives, and the hidden costs of smart assisted living technologies.","Schneider-Kamp, A; Askegaard, S",Out of scope,10.1080/0267257X.2022.2078862,Elderly consumption ensemble; consumer-object assemblage; smart objects; Internet of Things; assisted living technology; assemblage theory,,0.0,5,85,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","The abstract discusses smart assisted living technologies and their impact on elderly consumers and their relatives, which falls outside the realm of marketing and focuses more on healthcare and technology applications.",wos-Internet of Things,5,5,Reassembling the elderly consumption ensemble: retaining independence through smart assisted living technologies,2022
"This paper aims to discuss the adoption of information technology by retailers in Jordan and the impact on retail space, particularly in major urban areas of Jordan. Retailers such as Walmart, Amazon, and Metro are using advanced technologies to continue attracting and expanding consumers with the advent of internet of things (IoT), radio frequency identification (RFID) and point of sales (POS) hardware and software and retail. The study relied on the explanatory approach to achieve these objectives. The study sample consisted of 134 stores that were chosen randomly and 480 customers of these stores, which were also chosen randomly. A questionnaire was designed based on previous studies and distributed among the respondents. The statistical analysis program (SPSS) was used to analyze the data obtained from the sample and test the hypotheses. The study results showed that information technologies influence customer perceptions. However, RFID appears to have no impact on employee perception. Retailers' attitudes and adoption of information technologies in the Jordanian retail sector are heavily influenced by external factors. RFID usage does not play a significant role in determining the retailers' attitude towards adopting IT practices. The reason for such an outcome may be that sometimes the devices fail to read the various codes, and thus, it makes it difficult for the retailer to scan the products.","Alomari, KM",Tactical,10.21511/im.18(1).2022.04,IT practices; retail sector; employee perspective; customer perspective,5.0,,15,0,LLC CPC BUSINESS PERSPECTIVES,"The study discusses the adoption of information technology by retailers and its impact on customer perceptions and retail practices, which aligns with tactical decision-making that interprets strategic goals into specific targets and actions.",wos-Internet of Things,10,70,INFORMATION TECHNOLOGY PRACTICES IN THE JORDANIAN RETAIL SECTOR: EMPLOYEE AND CUSTOMER PERSPECTIVE,2022
"Introduction. The study contributes to the theoretical knowledge by expanding understanding of auditory encoding of prices, further testing the working memory capacities, and understanding the psychological underpinnings of price perceptions. From a managerial perspective, our findings will help marketers to better understand the cognitive processes of price perception while voice-ordering through smart devices, thus improving company pricing decisions and increasing number of sales. Aim and tasks. In this study, we aim to understand the psychological underpinnings of price perception during auditory price information encoding. In particular, we research how the price pronunciation order of the item on sale (first the sale price and then the usual price or vice versa) affects the sale evaluation and subsequent purchase intention. Results. Prior to making predictions about price perception through auditory sense and its subsequent evaluation, we need to understand the cognitive processes underlying numbers encoding. Numerical cognition process follows five stages: (1) initial exposure to numerical information (i.e., numerical presentation in visual or verbal format), (2) numerical information encoding, (3) representation of the numerical information in memory, (4) retrieval of that information in order to perform some cognitive task (e.g. price evaluation), and (5) consumer response based on processed information. Thus, the internal consistency reliability of the questions has already been tested using Cronbach's alpha parameter and has been proved to be of the appropriate level. Lastly, in addition to these context-related questions, we include two attention checks questions and the question on the questionnaire purpose in order to control for random box-checking and exclude responses which guessed the study reasons from further analysis. Conclusions. From a theoretical standpoint, this study contributes to two literature streams: (1) marketing literature on pricing and (2) the psychological literature on numerical cognition. In the pricing area, the findings of the study further support and shed light on the application of the anchoring effect during purchase decisions. The study taps into the area of conscious and unconscious comparisons with price anchors and helps to reconcile previous researches who found different effects of price anchors on willingness to pay for the product or service. In addition, the study provides novel insights regarding pricing decisions in auditory rather than visual domain, laying a foundation for further exploration of this area.","Filipishina, L; Gonchar, V; Bohachov, O",Strategic,10.31520/2616-7107/2020.4.2-5,IT marketing; price perception; IOT; smart devices; anchoring,5.0,,10,0,Dr. Viktor Koval,"The study contributes to theoretical knowledge regarding price perception and auditory encoding, which aligns with long-term organizational goals and decision-making in marketing strategies.",wos-IoT,60,25,RESEARCH OF IT INFLUENCE ON THE PRICE PERCEPTION,2020
"This chapter is Business Case Study discusses about Omni Channel Marketing. The purpose of the case study is to make familiar with 'Bakery Business in India' and various 'Commercial Aspects' of major player Monginis. This is Qualitative Case Study Research as an Empirical Work based on various primary and secondary data. Multiple data collection methods were adopted to collect the data. This case study includes what were various decisions taken and strategies adopted by Monginis in the area of Branding and Distribution to survive and grow. Practicing as well as budding managers can learn that how a firm can establish itself in Food Sector specifically and remain competitive. Monginis was established by Hussein Khorakiwala in early 1956 as a small shop at Fort, Bombay (now known as Mumbai) offering Cakes and Bakery products. Throughout the years since, the company's founders, suppliers, and other partners had worked together to develop a brand identity in the market that has helped the company expand into what it became. The Indian bakery business was one of the largest in the country's food processing sector, and it provided enormous potential for development, innovation, and the creation of new jobs. It was estimated that the Indian Bakery Industry, which includes bread, biscuits, and cakes and pastries, generated $7.22 billion in revenue in 2018. The Monginis worked on Omni Channel Marketing and adopted multiple frameworks to win the market. Firm took technology on the forefront and established IOT based Distribution System. Its seven decade old existence also helped to emerge as reputed brand since survival in food industry itself is an evidence of quality. The journey was still on for the Monginis.","Joshi, MC; Singh, K; Srivastava, AK",Strategic,,Omni Channel Marketing; Multiple fronts; Distribution System; Brand; Competitive advantage,5.0,,10,0,PACIFIC INST MANAGEMENT,"The abstract focuses on long-term strategies of the Monginis bakery, discussing their branding, distribution, and marketing approaches to establish a competitive position in the food sector. It emphasizes the overall development and goals of the business, which align with strategic planning.",wos-IoT,60,25,Monginis: A Success Story of Multi-Dimensional Strategy,2022
"Purpose - This paper aims to analyze and model consumer behavior on hotel online search interest in the USA. Design/methodology/approach - Discrete Fourier transform was used to analyze the periodicity of hotel search behavior in the USA by using Google Trends data. Based on the obtained frequency components, a model structure was proposed to describe the search interest. A separable nonlinear least squares algorithm was developed to fit the data. Findings - It was found that the major dynamics of the search interest was composed of nine frequency components. The developed separable nonlinear least squares algorithm significantly reduced the number of model parameters that needed to be estimated. The fitting results indicated that the model structure could fit the data well (average error 0.575 per cent). Practical implications - Knowledge of consumer behavior on online search is critical to marketing decision because search engine has become an important tool for customers to find hotels. This work is thus very useful to marketing strategy. Originality/value - This research is the first work on analyzing and modeling consumer behavior on hotel online search interest.","Liu, J; Li, X; Guo, Y",Tactical,10.1108/IJCHM-06-2015-0280,Google trends; Discrete Fourier transform; Hotel online search; Model structure; Periodicity,5.0,,15,0,EMERALD GROUP PUBLISHING LTD,"The paper analyzes consumer behavior regarding hotel online search, which aligns with tactical marketing decisions aimed at optimizing marketing strategies and consumer engagement in a structured manner.",wos-IoT,10,70,Periodicity analysis and a model structure for consumer behavior on hotel online search interest in the US,2017
"The case study is based on Xiaomi Corporation, a Chinese Public company, headquartered in Beijing, China. Xiaomi (the word Xiaomi means millet which means a grain that is a staple diet in various parts of the world) is the world's fourth largest smartphone (a smartphone is a mobile phone with various functions of a computer) company based on total shipments. It produces low-cost but high specification smartphones. Xiaomi which has emerged as the top smartphone brand in India also manufactures consumer electronics and mobile apps. Currently, Xiaomi revenue comes from the sale of products like smartphones, Iot, lifestyle products, advertising services and internet value-added services (which include online games). According to IDC India, Xiaomi has 29.7% of market share at the end of Q218. The organization has achieved an astounding growth. Xiaomi's India revenue jumped 175% in 2017-2018 to Rs. 230.6 billion year on year. The firm that sells smartphones under the brand Redmi and Mi had a net profit of Rs. 2.93 bn in 2017-2018 (according to IDC, Counterpoint Research). Xiaomi Corporation which was founded in April 2010 was listed in the Hong Kong stock exchange on July 9, 2018. Xiaomi being the Coolest Company in the heart of its users is committed to continuous innovation. Xiaomi has launched its first smartphone in August 2011 and became the largest smartphone company in China by 2014. Xiaomi the Bengaluru headquartered firm has entered the Indian market on July 15, 2014, in partnership with Flipkart to sell its smartphone with a concept of Flash sales. It has become a global player from a startup company in smartphone market in a span of not even a decade. Samsung of South Korea and Xiaomi of China are expected to continue their fight for top slot in 2019. The study aims to analyse the Indian smartphone market with the business model, marketing mix and innovative strategies of Xiaomi in order to identify its strengths, weaknesses, opportunities and challenges. The finding indicates that the company needs to focus on improving its product quality, advertising and distribution network to face fierce competition. Through the innovative strategies of Xiaomi, it is likely to become a game changer in the near future.","Tabassum, R; Ahmed, S",Strategic,10.1007/s40622-020-00242-w,MI; Global player; Serial entrepreneur; MIUI,5.0,,5,0,SPRINGER,"The abstract discusses Xiaomi Corporation's overall business model, market positioning, and long-term growth strategies, which align with strategic planning focused on defining goals and the nature of the organization.",wos-IoT,70,20,Xiaomi invades the smartphone market in India,2020
"Given the success of neural networks in a variety of applications in engineering, such as speech and image quantization, it is natural to consider its application to similar problems in other domains. A related problem that arises in business is market segmentation for which clustering techniques are used. In this paper, we explore the ability of a specific neural network, namely the Frequency-Sensitive Competitive Learning Algorithm (FSCL), to cluster data for developing strategic marketing decisions. To this end, we investigate the comparative performance of FSCL vis-a-vis the K-means clustering technique. A cluster analysis conducted on brand choice data for the coffee category revealed that the two methodologies resulted in widely differing cluster solutions. In an effort to address the dispute over the appropriate methodology, a comparative performance investigation was undertaken using simulated data with known cluster solutions in a fairly large experimental design to mimic varying data quality to reflect data collection and measurement error. Based on the results of these studies, it is observed that a combination of the two methodologies, wherein the results of the FSCL network are input as seeds to the K-means, seems to provide more managerially insightful segmentation schemes.","Balakrishnan, PV; Cooper, MC; Jacob, VS; Lewis, PA",Strategic,10.1016/0377-2217(96)00046-X,K-means; neural networks; segmentation; comparative performance; brand choice; data quality; marketing,5.0,,10,0,ELSEVIER SCIENCE BV,"The abstract discusses the application of a neural network (FSCL) to market segmentation, which is a high-level strategic decision-making process aimed at developing marketing strategies. It emphasizes the comparative performance of different methodologies to inform long-term marketing decisions.",wos-k-means,60,25,Comparative performance of the FSCL neural net and K-means algorithm for market segmentation,1996
"Purpose - The purpose of this study is to profile market segments using travelers' decision-making styles (DMS) as segmentation bases and to identify similarities and differences between traveler segments regarding a series of psychographic and attitudinal characteristics. Design/methodology/approach - Data are gathered from a sample of 426 travelers in Dubai and Shanghai via self-reported surveys. Analyses included factor, k-means cluster, discriminant and MANOVA. Findings - Study findings reveal significant differences among the rational, adaptive and daydreamer decision-makers' segments in their behavioral and attitudinal characteristics with respect to tourism involvement and destination images. Practical implications - Findings provide important practical implications for generating effective marketing and positioning strategies based on the identified attitudinal characteristics of the traveler segments for destination marketing organizations. Originality/value - A stream of recent tourism studies shows a strong relationship between tourism involvement and destination images, yet very little research has tackled the issue of how these critical variables can be affected by individuals' decision-making styles. This study explores and tests the relationships among DMS, tourism involvement and destination image using a factor-cluster approach.","Atadil, HA; Sirakaya-Turk, E; Meng, F; Decrop, A",Tactical,10.1108/IJCHM-11-2016-0613,Involvement; Decision making styles; Destination images; Travel decisions,5.0,,15,0,EMERALD GROUP PUBLISHING LTD,"The study identifies traveler segments based on decision-making styles and their attitudinal characteristics, which can inform targeted marketing strategies for destination marketing organizations. This aligns with tactical decision-making processes aimed at interpreting strategic goals into actionable marketing targets.",wos-k-means,20,60,Exploring travelers' decision-making styles,2018
"The purpose of this research is to examine decision making styles and to test the Sproles and Kendall's (1986) CSI instrument (Consumer Style Inventory) among young-adult consumers in the Republic of Macedonia. It segments young-adult consumers by their decision-making styles and determines the differences among segments relative to their decision-making styles. The empirical analysis is based on data obtained from consumer survey. The data were analyzed using Cronbach alpha coefficients, exploratory factor analysis and k-means cluster analysis. Research results confirmed eight-factor model. Two homogeneous segments of consumers were identified: Economic consumers and Recreational consumers. Significant gender differences were found on four factors of consumer-decision making styles (brand consciousness, novelty-fashion consciousness, recreational-hedonistic consumer and habitual, brand-loyal consumer). Marketing strategies should be tailored to the specific characteristics of consumers in the Republic of Macedonia.","Anic, ID; Anita-Ciunova-Suleska; Rajh, E",Tactical,,Consumer decision-making styles; Consumer Style Inventory; Consumer segmentation; Gender differences; The Republic of Macedonia,5.0,,15,0,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","The research focuses on understanding consumer decision-making styles and segments within a specific demographic, which aligns with tactical marketing strategies aimed at optimizing targeting and personalization efforts.",wos-k-means,10,70,DECISION-MAKING STYLES OF YOUNG-ADULT CONSUMERS IN THE REPUBLIC OF MACEDONIA,2010
"Purpose - The aim of this paper is to explore consumer decision-making styles when buying digital products, and to identify different clusters of consumers based on their approaches in choosing digital products. The literature regarding consumer decision-making styles when purchasing digital products is rather scarce. Therefore, a research study on behavioral patterns and product attributes important to consumers when they purchase digital goods might contribute to a more comprehensive understanding of this type of consumer behavior while also broadening the existing body of knowledge. Design/Methodology/Approach - Empirical data were collected using an online questionnaire consisting of items borrowed from the relevant literature and adapted to the research context. Research results are presented using descriptive statistics, exploratory factor analysis, Cronbach's alpha coefficient, and k-means cluster analysis. Findings and implications - This study has revealed four distinct consumer groups that differ in their consumer decision-making styles when buying digital products. Both theoretical and managerial implications of the research findings are discussed. Results of this research serve as helpful insights into consumer behavior characteristics in a digital products market, providing digital goods companies with valuable inputs for planning their marketing strategies and activities. Limitations - The results of the present research apply to digital products in general. Future research should develop and confirm these initial findings further by incorporating specific digital product categories and focusing on other socio- cultural contexts. Originality - By identifying six consumer decision-making styles and four distinct clusters, this study contributes to a more comprehensive understanding of consumer approaches when buying digital products, thereby broadening the existing theoretical knowledge of consumer decision-making styles.","Rajh, SP",Tactical,10.22598/mt/2022.34.2.191,consumer decision-making styles; Consumer Style Inventory (CSI); digital products; cluster analysis,5.0,,15,0,CROMAR,"The study identifies different consumer decision-making styles and clusters based on their purchasing behavior for digital products, which can inform marketing strategies and activities. This aligns with tactical decision-making that translates strategic goals into structured marketing actions.",wos-k-means,15,65,CONSUMER DECISION-MAKING STYLES IN THE DIGITAL PRODUCT CATEGORY,2022
