Abstract,Authors,Classification,DOI,Keywords,Not Identified,Not identified,Operational,Out of Scope,Publisher,Reasons,Source,Strategic,Tactical,Title,Year
"In the travel and hospitality industries, categorization of products, brands, and experiences permits efficient comparison and evaluation that aids decision making—from consumer choice to organizational strategy. However, categories often involve self-categorization (e.g., marketer defined) that may not reflect the reality of dynamic markets and industries. In this study of the cruise industry, we derive a new categorization approach using consumer perceptions of their cruise experiences to challenge a long-standing industry typology. Results using a variety of statistical tests of J.D. Power data from more than 3,000 cruisers yield a new and more informative category structure and assignment of cruise lines to it. Analyses reveal differences between the new cruise categories in terms of determinants that influence customer choice. Discussion highlights benefits to travel practitioners of using dynamic and customer-based categories, as well as to researchers of applying advanced statistical techniques to expose unexpected and insightful patterns in secondary data. © 2016, © The Author(s) 2016.",Li Y.; Kwortnik R.,Strategic,10.1177/0047287516674602,categorization; cruise industry; customer experience; data mining; marketing,5.0,,15,0,SAGE Publications Ltd,"The abstract discusses a new categorization approach in the cruise industry based on consumer perceptions, which has implications for long-term decision making and organizational strategy in the travel and hospitality industries.",scopus-data mining,60,20,Categorizing Cruise Lines by Passenger Perceived Experience,2017
"Nowadays, data is developing with technology. With developments in the Internet and technology, it makes a warehouse that changes the data more rapidly and in volume. This situation increases the importance of data mining every day. The aim of this study is to examine classification algorithms which are the sub-subject of data mining. In the analysis part of the study, it is aimed to compare the algorithms with the accuracy ratio by using the financial data. As a result of the study conducted on stock marketing, the classification of enterprises of decision tree models with artificial neural networks has also been found to be more successful than other methods. © 2019 Universidad Nacional Autónoma de México, Facultad de Contaduría y Administración. This is an open access article under the CC BY-NC-SA (https://creativecommons.org/licenses/by-nc-sa/4.0/)",Eti S.; İnel M.N.,Out of scope,10.22201/fca.24488410e.2020.2497,Compare of methods; Data mining; Financial ratio; Machine learning; Profitability,0.0,,5,85,Universidad Nacional Autonoma de Mexico,"The study focuses on classification algorithms within data mining applied to financial data, particularly in stock market prediction, which is categorized as out of scope as it does not relate to marketing.",scopus-data mining,5,5,A research on the comparison of classification algorithm in finance; [Una investigación sobre la comparación del algoritmo de clasificación en las finanzas],2020
"There is more than one mobile-phone subscription per member of the Australian population. The number of complaints against the mobile-phone-service providers is also high. Therefore, the mobile service providers are facing a huge challenge in retaining their customers. There are a number of existing models to analyse customer behaviour and switching patterns. A number of switching models may also exist within a large market. These models are often not useful due to the heterogeneous nature of the market. Therefore, in this study we use data mining techniques to let the data talk to help us discover switching patterns without requiring us to use any models and domain knowledge. We use a variety of decision tree and decision forest techniques on a real mobile-phone-usage dataset in order to demonstrate the effectiveness of data mining techniques in knowledge discovery. We report many interesting patterns, and discuss them from a brand-switching and marketing perspective, through which they are found to be very sensible and interesting © 2016 Islam, D’Alessandro, Furner, Johnson, Gray & Carter. This is an open-access article distributed under the terms of the Creative Commons Attribution-NonCommercial 3.0 Australia License, which permits non-commercial use, distribution, and reproduction in any medium, provided the original author and AJIS are credited",Islam M.Z.; D’Alessandro S.; Furner M.; Johnson L.; Gray D.; Carter L.,Tactical,10.3127/AJIS.V20I0.1420,brand switching; data mining; decision forest; decision tree; ensemble of decision trees; switching behaviour,5.0,,15,0,Australasian Association for Information Systems,"The study employs data mining techniques to analyze customer behavior and switching patterns in the mobile phone market, which aligns with tactical decision-making focused on structured decisions such as marketing analytics and customer acquisition.",scopus-data mining,10,70,Brand Switching Pattern Discovery by Data Mining Techniques for the Telecommunication Industry in Australia,2016
"The purpose of this research is to mine high-value family travelers for CRM systems of online airlines and travel agencies. This research uses the data mining technologies to analyze the online travel market, which consists of clustering, decision tree, and analytic hierarchy process (AHP) procedure with a proposed model. In the research, the market of online air travel (ticket or package) shoppers is divided into six markets. The markets can be ranked via AHP procedure. The study also applies the C5·0 decision tree algorithm on the discovered ranked markets, transactional variables, and socioeconomic variables to create four useful classification rules. The discovered rules can be employed in web-based customer relationship management (CRM) marketing systems for airlines and online air travel agencies for enhancing the travelers' growth rates and customer values. © 2014 W. S. Maney & Son Ltd.",Chiang W.-Y.,Tactical,10.1179/1942787514Y.0000000014,AHP procedure; C5·0 decision tree; CRM marketing systems; Data mining,5.0,,15,0,Maney Publishing,"The research focuses on applying data mining technologies and analytical methods to improve customer relationship management (CRM) for airlines and travel agencies, which aligns with structured decision-making aimed at enhancing marketing strategies and targeting specific customer segments.",scopus-data mining,20,60,Applying data mining with a new model on customer relationship management systems: A case of airline industry in Taiwan,2014
"The liberalisation of the European energy market has driven changes in the way firms approach marketing, both for the acquisition of new consumers and for retaining existing ones. To retain consumers, practitioners aim to predict which consumers intend to churn (ie leave), and to understand the reasons behind this intention. To address this need, this study uses data-mining techniques to develop a churn prediction model. The study aims to identify the information that is predictive of churn and, consequently, to shed light on the psychological reasons behind churn. The authors built eight predictive models using decision trees, random forest and logistic regression on a dataset composed of 81,813 consumers of an energy provider, each with one residential electricity contract. The logistic regression was found to outperform the other methods. The discussion focuses on the relevant predictors of churn by addressing a posteriori psychological explanations of consumers’ churn behaviour. The study provides new insights on the reasons why customers churn and, by addressing theoretical psychological explanations, provides a data-mining model with robustness to contextual changes. © Henry Stewart Publications.",Vezzoli M.; Zogmaister C.; Van den Poel D.,Tactical,,Churn prediction model; Consumer psychology; Customer churn; Energy market; Machine learning,5.0,,15,0,Henry Stewart Publications,"The study focuses on developing a churn prediction model, which is a structured approach to understand consumer behavior and retain customers, aligning more closely with tactical decision-making.",scopus-data mining,10,70,Will they stay or will they go? Predicting customer churn in the energy sector,2020
"The application of business intelligence (BI) techniques for knowledge discovery and decision support empowers organizations in different functions. This article examines the impacts of BI on customer relationship management (CRM) functions (marketing, sales and customer services) in the telecommunications sector. The literature found that BI application in CRM in a telecommunications context is limited but necessary due to the high rate of competition between service providers and the massive data generated by subscribers. This study surveyed employees' perspectives from telecommunications companies in Oman, and results demonstrated mixed impacts. First, the results showed that implementing BI in marketing has a positive impact on business processes values, customer values, but a negative impact on employees' values. Second, implementing BI in sales has a positive impact on financial values and employees' values, but a negative impact on business processes values, and customers' values. Finally, implementing BI in customer service has a positive impact on employees' values. The study provides valuable guidelines for practitioners in the area of CRM, BI, and telecommunications to help understand why to invest in BI in specific CRM functions. © 2018, IGI Global. Copying or distributing in print or electronic forms without written permission of IGI Global is prohibited.",Al-Zadjali M.; Ali Al-Busaidi K.,Tactical,10.4018/IJKM.2018100105,BI applications; Business intelligence; CRM; Knowledge discovery,5.0,,15,0,IGI Global,"The abstract discusses the application of business intelligence (BI) techniques in customer relationship management (CRM) functions within the telecommunications sector, focusing on how these applications can influence specific business processes, customer values, and employee values. This aligns well with tactical decision-making, where strategic goals are translated into specific targets and processes.",scopus-data mining,20,60,Empowering CRM through business intelligence applications: A study in the telecommunications sector,2018
"An exocortex is a wearable (or implanted) computer used to augment a brain?s biological high-level cognitive processes and inform a user?s decisions and actions. Brain-computer interfaces (BCIs) are a special type of exocortex used to interact with the environment via neural signals. Uses for BCI range from medical applications and rehabilitation to operation of assistive devices. They can also be used for marketing, gaming, and for entertainment, where BCIs are used to provide users with a more personalized experience. © 2015 IEEE.",Bonaci T.; Herron J.; Matlack C.; Chizeck H.J.,Out of scope,10.1109/MTS.2015.2461152,Brain-computer interfaces; Cybernetics; Data mining; Feature extraction; Privacy; Security; Stakeholders,0.0,,0,100,Institute of Electrical and Electronics Engineers Inc.,"The abstract discusses exocortex and brain-computer interfaces (BCIs) primarily in contexts like medical applications, rehabilitation, and entertainment, which are not related to marketing.",scopus-data mining,0,0,Securing the Exocortex: A Twenty-First Century Cybernetics Challenge,2015
"With the advent of users’ perspective to store personal information digitized, measures to protect their private information has necessitated. Organizations also publish anonymous data to facilitate research in social science, healthcare, identification of fraudulent users, and trend analysis to foster sales and marketing techniques. Privacy Preserving Data Mining [PPDM] protects the disclosure of sensitive information present in the published datasets. Most of the existing pool of algorithms perturb the attributes forbidding verification of original data at receivers’ end. This paper introduces a Reversible Data Perturbation iHiMod-Perturb approach efficient in privacy preservation and enabling recovery of original data, if needed, at the receiver end. Unlike traditional methods that adds/multiply noise or randomly project data, our method uses differences of adjoining values as basis for modification to perturb sensitive attributes. Selection of privacy factor and embedding of digital watermark ensures data integrity along with perturbation. The privacy factor enables user specific adaptable privacy preservation model in contrast to one-level model. Experiments are performed on five datasets from UCI Repository and confirms that the Classification Accuracy of the perturbed dataset is preserved well. Experiments also suggest that the Probability Information Loss [PIL] is less than 25% and Disclosure Risk [DR] is less than 8% after application of iHiMod-Perturb algorithm. © IJSTR 2019.",Shah A.K.; Gulati R.M.,Operational,,Decision Tree; Histogram Modification; Naïve Bayes; Privacy Preserving Data Mining; Reversible Data Perturbation; Support Vector Machines,5.0,,75,5,International Journal of Scientific and Technology Research,"The abstract discusses a specific data perturbation algorithm aimed at preserving privacy while allowing the recovery of original data. This is concerned with the practical implementation of data protection techniques, which aligns with the management of daily activities related to data handling and privacy measures.",scopus-data mining,5,10,Ihimod-perturb: Histogram modification based reversible data perturbation algorithm for adaptable privacy preservation and integrity,2019
"Learning the latent patterns of historical data in an efficient way to model the behaviour of a system is a major need for making right decisions. For this purpose, machine learning solution has already begun its promising marks in transportation as well as in many areas such as marketing, finance, education, and health. However, many classification algorithms in the literature assume that the target attribute values in the datasets are unordered, so they lose inherent order between the class values. To overcome the problem, this study proposes a novel ensemble-based ordinal classification (EBOC) approach which suggests bagging and boosting (AdaBoost algorithm) methods as a solution for ordinal classification problem in transportation sector. This article also compares the proposed EBOC approach with ordinal class classifier and traditional tree-based classification algorithms (i.e., C4.5 decision tree, RandomTree, and REPTree) in terms of accuracy. The results indicate that the proposed EBOC approach achieves better classification performance than the conventional solutions. © 2019 Pelin Yildirim et al.",Yildirim P.; Birant U.K.; Birant D.; Moghaddam M.H.Y.,Tactical,10.1155/2019/7482138,,5.0,,15,0,Hindawi Limited,The abstract discusses a novel ensemble-based ordinal classification approach aimed at improving decision-making processes within the transportation sector. This indicates a tactical application of machine learning to achieve specific goals and improve operational efficiency.,scopus-data mining,10,70,EBOC: Ensemble-Based Ordinal Classification in Transportation,2019
"The complexity of business decision-making has increased over the years. It is essential for managers to gain a confident understanding of their business environments in order to make successful decisions. With the growth of opinion-rich web resources such as social media, discussion forums, review sites, news corpora, and blogs available on the internet, product and service reviews have become an essential source of information. In a data-driven world, they will improve services and operational insights to achieve real business benefits and help enterprises remain competitive. Despite the prevalence of textual data, few studies have demonstrated the effectiveness of real-time text mining and reporting tools in firms and organizations. To address this aspect of decision-making, we have developed and evaluated an unsupervised learning system to automatically extract and classify topics and their emotion score in text streams. Data were collected from commercial websites, open-access databases, and social networks to train the model. In the experiment, the polarity score was quantified at four different levels: word, sentence, paragraph, and the entire text using Latent Dirichlet Allocation (LDA). Using subjective data mining, we demonstrate how to extract, summarize, and track various aspects of information from the Web and help traditional information retrieval (IR) systems to capture more information. An opinion tracking system presented by our model extracts subjective information, classifies them, and tracks opinions by utilizing location, time, and reviewers’ positions. Using the online-offline data collection technique, we can update the library topic in real-time to provide users with a market opinion tracker. For marketing or economic research, this approach may be useful. In the experiment, the new model is applied to a case study to demonstrate how the business process improves. © 2022, The Author(s).",Sigari S.; Gandomi A.H.,Tactical,10.1057/s41599-022-01325-y,,5.0,,20,0,Springer Nature,"The abstract discusses the development of an unsupervised learning system for topic extraction and opinion tracking, which aligns with structured decision-making processes that interpret strategic goals into actionable insights. This includes marketing analytics and user engagement.",scopus-data mining,15,60,"Analyzing the past, improving the future: a multiscale opinion tracking model for optimizing business performance",2022
