Abstract,Authors,Classification,DOI,Keywords,Not Identified,Not identified,Operational,Out of Scope,Publisher,Reasons,Source,Strategic,Tactical,Title,Year
"PurposeWith the advancement of digital transformation, it is important for e-retailers to use artificial intelligence (AI) for customer engagement (CE), as CE enables e-retail brands to succeed. Essentially, AI e-marketing (AIeMktg) is the use of AI technological approaches in e-marketing by blending customer data, and Retail 4.0 is the digitisation of the physical shopping experience. Therefore, in the era of Retail 4.0, this study investigates the factors influencing the use of AIeMktg for transforming CE.Design/methodology/approachThe primary data were collected from 305 e-retailer customers, and the analysis was performed using a quantitative methodology.FindingsThe results reveal that AIeMktg has tremendous applications in Retail 4.0 for CE. First, it enables marketers to swiftly and responsibly use data to anticipate and predict customer demands and to provide relevant personalised messages and offers with location-based e-marketing. Second, through a continuous feedback loop, AIeMktg improves offerings by analysing and incorporating insights from a 360-degree view of CE.Originality/valueThe main contribution of this study is to provide theoretical underpinnings of CE, AIeMktg, factors influencing the use of AIeMktg, and customer commitment in the era of Retail 4.0. Subsequently, it builds and validates structural relationships among such theoretical underpinning variables in transforming CE with AIeMktg, which is important for customers to expect a different type of shopping experience across digital channels.","Behera, RK; Bala, PK; Rana, NP; Algharabat, RS; Kumar, K",Strategic,10.1108/MIP-04-2023-0145,Artificial intelligence; Customer engagement; Customer commitment; Retail 4.0; E-Marketing,5.0,,10,0,EMERALD GROUP PUBLISHING LTD,"The abstract discusses the long-term implications of AI e-marketing in transforming customer engagement within the context of Retail 4.0. It emphasizes the theoretical framework and foundational factors influencing the use of AI in marketing, which aligns with strategic planning.",wos-ai,60,25,Transforming customer engagement with artificial intelligence E-marketing: an E-retailer perspective in the era of retail 4.0,2024
"With the increasing popularity of artificial intelligence tools such as ChatGPT and Dall-E-2, marketers frequently face the challenge of how to effectively and efficiently incorporate the appropriate AI tools into marketing campaigns and operations. In this commentary, we propose a customer-centric approach that will guide managers on these decisions. We also discuss the broad implication of AI on business practices, how company should adapt, and how research and teaching should change accordingly.","Zhang, W; Agnihotri, R",Strategic,10.1080/10696679.2024.2332692,,5.0,,5,0,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","The abstract discusses a customer-centric approach to incorporating AI tools into marketing, which aligns with long-term organizational goals and business practices. It reflects on how companies should adapt and implies a broader vision for integrating AI in marketing strategies.",wos-ai,70,20,Artificial intelligence for business and marketing: a customer-centric approach,2024
"Artificial intelligence (AI) in industrial marketing has seen significant research attention through various theoretical lenses with an emerging thread examining the dark side effects of AI. Thirty-four semi-structured interviews were conducted with buyers and suppliers of AI marketing solutions to investigate the consequences of AI 'dark forces' on B2B relationships. We posit AI as a new actor that has blurred the lines of the actors-resourcesactivities model. Findings show AI is now considered a new actor within B2B networks wielding dark force consequences such as algorithmic gatekeeping, which initiates dehumanization effects. In addition, AI is reliant on access to datasets which drives up resource costs. A lack of accountability of AI marketing solutions leads to opportunistic behaviours compromising actor relationships. Our conceptual model maps our understanding of the dark force consequences underpinning theoretical and managerial implications and recommendations for increased awareness and mitigation of dark forces.","Keegan, BJ; Iredale, S; Naudé, P",Strategic,10.1016/j.indmarman.2023.10.001,Artificial intelligence; B2B relationships; Dark forces; Tensions; Dehumanization,10.0,,10,0,ELSEVIER SCIENCE INC,"The abstract discusses long-term implications of AI in industrial marketing, particularly its 'dark forces' and their impact on B2B relationships, which aligns with strategic planning and understanding the broader effects on organizational goals.",wos-ai,60,20,Examining the dark force consequences of AI as a new actor in B2B relationships,2023
"The United Nations identified sustainable development goals that focus on the three pillars of sustainabilityEconomy, Society, and Environment. The capability of Artificial intelligence (AI) for societal good and support to these three pillars is a matter of research importance. Drawing attention to literature on various AI frameworks for climate change and the dynamic capability theory, this study conducts a survey of managers working within their AI ecosystem of B2B firms. Confirmatory factor analysis and structural equation modeling are used to test the reliability, validity, and fitness of the research model. This model illustrates how big databased AI system can influence business performance due to climate change. Research findings reveals paths involving big data based artificial intelligence system, climate change competency process (prediction competency, mitigation competency, adaptation competency), climate competent decision-making, and firm performance, are statistically significant. As a part of research validation, three business cases are studied that focus on the decision-making capability of business under an uncertain environment. This study justifies that climate competent decision-making is a critical skill for businesses operating under uncertain environmental changes. This research brings out management perceptions generated due to climate change and discusses how they influence managers' behaviors that alter relationship dynamics and structure.","Shankar, R; Gupta, L",Strategic,10.1016/j.indmarman.2023.12.019,Artificial intelligence; Climate change; Dynamic capability theory; Climate change competency process; Decision making; Structural equation modeling,5.0,,10,5,ELSEVIER SCIENCE INC,"The study focuses on long-term implications of AI on business performance in the context of climate change, aligning with strategic planning and decision-making at the organizational level.",wos-ai,60,20,An integrated AI framework for managing organizational risk and climate change concerns in B2B market,2024
"This quantitative research study explores the impact of live marketing on consumers' irrational consumption behavior within the context of the new economic era. Adopting a structured approach, data were collected from 236 consumers through structured questionnaires utilizing Likert scale responses. Simple random sampling ensured a statistically representative sample across diverse demographics. The questionnaires comprehensively addressed various dimensions including exposure to live marketing events, emotional engagement, social media influencer impact, cognitive dissonance, socioeconomic factors, innovative marketing technologies, and irrational consumption behaviors. The data analysis was conducted meticulously utilizing SPSS and SmartPLS, involving various statistical techniques like summary statistics, correlation study, validation of factor analysis, and structural equation modeling, as well as comparative, moderation, and mediation analyses. The study uncovers novel insights, particularly highlighting the role of social media influencers in live marketing, elucidating how their involvement significantly amplifies the impact of social influence on consumers' irrational consumption decisions. Furthermore, findings reveal that consumers perceiving live marketing as immersive and memorable are more inclined towards engaging in irrational consumption behaviors. Additionally, the adoption of innovative live marketing technologies emerges as a key driver of brand perception, consequently leading to heightened levels of irrational consumption behaviors. Moreover, cognitive dissonance following such behaviors is identified as a significant factor contributing to increased repeat purchases. This research contributes to a more profound comprehension of consumer behavior within marketing contexts, providing valuable insights for marketers navigating the complexities of the contemporary economic landscape.","Li, MC; Deng, RC; Gong, B",Strategic,10.1007/s13132-024-02146-x,Live marketing events; Consumers' irrational consumption behavior; Socioeconomic factors; New economic era; Emotional engagement,5.0,,10,0,SPRINGER,"The study investigates the long-term impacts of live marketing on consumer behavior, providing insights that can shape overarching marketing strategies and brand perception in a new economic context.",wos-ai,60,25,Research on the Impact of Live Marketing on Consumers' Irrational Consumption Behavior Under the Background of the New Economic Era,2024
"Sustainability is at the top of the agenda of most tech companies. Specifically, tech companies increasingly utilize artificial intelligence (AI) to meet their sustainability goals. However, little is known about how tech companies can leverage AI to accelerate sustainability by formulating and implementing appropriate strategies. To better understand the intertwined nature of AI and sustainability from a strategy perspective, this research conceptually develops a novel AI x Sustainability framework by drawing from the nested sustainability model and integrating insights from different literature streams. It then applies this framework to six leading Big Tech companies (i.e., Amazon, Google, IBM, Meta, Microsoft, and SAP) by conducting a comprehensive document analysis of 69 documents describing 244 individual AI x Sustainability initiatives to reveal whether and how these companies appear to follow specific AI x Sustainability strategies. Lastly, an exploratory survey with potential tech companies' clients ( N = 192) sheds light on how clients perceive tech companies' communicated strategic positioning based on the framework. The research provides new theoretical insights, serves as a blueprint for other tech companies, including implications for their AI x Sustainability positioning, and offers a variety of future research directions.","Zechiel, F; Blaurock, M; Weber, E; Büttgen, M; Coussement, K",Strategic,10.1016/j.indmarman.2024.03.010,AI; Sustainability; Strategy; Strategic management; Twin transition; Tech companies,5.0,,10,0,ELSEVIER SCIENCE INC,"The abstract focuses on formulating and implementing strategies for leveraging AI to achieve sustainability goals within tech companies, indicating a long-term planning perspective.",wos-ai,70,15,How tech companies advance sustainability through artificial intelligence: Developing and evaluating an AI x Sustainability strategy framework,2024
"Artificial intelligence (AI) is becoming a pervasive technology and companies are increasingly urged to adopt and implement it in order to thrive and innovate. While much has been researched on the role AI can play in business-to customer (B2C) settings, a research gap exists when it comes to business-to-business (B2B), which is characterized by higher complexity, increasing number of players, and larger volumes of data. In such a context, an emerging issue deals with the possibility of understanding how companies can leverage AI to aptly manage the customer journey. This aspect touches on many organizational activities, so managers must be aware of existing solutions, process implications, and potential outcomes. In this article, we present an empirical study of 61 Indian B2B companies and provide an input-process-output (IPO) framework to help managers understand and profit from AI solutions while effectively managing the customer journey. We add value to literature on using AI to improve the customer journey in B2B settings. The developed IPO model can be used as a roadmap for introducing AI in managing customer journeys as well as a strategic instrument for organizational change and design.","Khvatova, T; Appio, FP; Ray, S; Schiavone, F",Strategic,10.1109/TEM.2023.3284532,Artificial intelligence (AI); business-to-business (B2B); customer journey; input-process-output (IPO) model; multiple cases,5.0,,5,0,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"The abstract discusses the long-term implications of AI adoption in B2B settings and provides a framework for managers to understand and leverage AI in managing the customer journey, which aligns with strategic planning.",wos-ai,70,20,Exploring the Role of AI in B2B Customer Journey Management: Towards an IPO Model,2023
"Once artificial intelligence (AI) is indistinguishable from human intelligence, and robots are highly similar in appearance and behavior to humans, there should be no reason to treat AI and robots differently from humans. However, even perfect AI and robots may still be subject to a bias (referred to as speciesism in this article), which will disadvantage them and be a barrier to their commercial adoption as chatbots, decision and recommendation systems, and staff in retail and service settings. The author calls for future research that determines causes and psychological consequences of speciesism, assesses the effect of speciesism on the adoption of new products and technologies, and identifies ways to overcome it.","Schmitt, B",Strategic,10.1007/s11002-019-09499-3,,10.0,,5,15,SPRINGER,"The abstract discusses long-term considerations regarding the treatment of AI and robots in society, including the need for future research on speciesism and its implications for technology adoption. This aligns with strategic planning for the future of AI adoption and societal integration.",wos-ai,60,10,Speciesism: an obstacle to AI and robot adoption,2020
"Literature on brand deletion (BD), a critical and topical decision within a firm's marketing strategy, is extremely scarce. The present research is concerned with the decision making process and examines the effect on BD success of three different approaches to decision making - rational, intuitive and political - and of the interaction between the rational and political approaches. The moderating effect of the type of BD - i.e., total brand killing or disposal vs. brand name change - is also analyzed. The model is tested on a sample of 155 cases of BD. Results point to positive effects on BD success of both rationality and intuition, and a negative effect of politics. Findings also indicate that the negative impact of political behavior on BD success is minimized in the absence of evidence and objective information and when the BD is undertaken through a brand name change. (C) 2018 ACEDE. Published by Elsevier Espana, S.L.U.","Temprano-García, V; Rodríguez-Escudero, AI; Rodríguez-Pinto, J",Strategic,10.1016/j.brq.2018.03.003,Brand deletion; Rational decision-making; Intuitive decision-making; Political decision-making; Brand deletion success,5.0,,5,0,ELSEVIER ESPANA SLU,"The abstract discusses the decision-making process related to brand deletion, which is a critical long-term strategic decision in a firm's marketing strategy. It analyzes different approaches to decision-making and their impacts on success, aligning with strategic planning.",wos-ai,70,20,Brand deletion: How the decision-making approach affects deletion success,2018
"Firms are faced with uncertain sales responses even though they advertise appropriately. To help marketing managers make optimal budget decisions in this situation, we develop a stochastic model, depicting the problem of advertising budget decision as a special Markov decision process where a new objective, maximizing expected market utility, is proposed. In the model we introduce a two-dimension state variable including accumulative sales, which vary randomly with advertising budget, and the predicted probability that an advertising campaign obtains a full sales response. We make an analysis of the model on the premise of growing infinite market potential, deriving the property of optimal policies and that of optimal value function. These results are successfully used to make advertising budget decisions for a private university in Xi'an, China. (C) 2006 Elsevier B.V. All rights reserved.","Du, R; Hu, Q; Ai, S",Tactical,10.1016/j.ejor.2006.02.031,decision analysis; advertising; stochastic optimal policies; market utility,5.0,,10,0,ELSEVIER SCIENCE BV,"The abstract discusses a stochastic model for making optimal advertising budget decisions, which fits within the tactical decision-making level. The focus is on interpreting strategic goals into concrete actions (budget decisions) and analyzing marketing responses, aligning with structured decisions typical of tactical approaches.",wos-ai,15,70,Stochastic optimal budget decision for advertising considering uncertain sales responses,2007
